date,pig_group_id,site,barn,day_in_finisher,est_weight_lb,expected_feed_per_head_lb,actual_feed_per_head_lb,head_count,total_barn_feed_lb,source
2025-05-08,PG-1002,Finisher West,FW1,46,142.0,4.0,3.39,2222,7544.0,ISU growth model
2025-05-09,PG-1002,Finisher West,FW1,47,143.9,4.04,4.46,2222,9905.0,ISU growth model
2025-05-10,PG-1002,Finisher West,FW1,48,145.8,4.08,3.88,2222,8629.0,ISU growth model
2025-05-11,PG-1002,Finisher West,FW1,49,147.7,4.13,4.82,2222,10715.0,ISU growth model
2025-05-12,PG-1002,Finisher West,FW1,50,149.6,4.17,4.4,2222,9767.0,ISU growth model
2025-05-13,PG-1002,Finisher West,FW1,51,151.5,4.21,4.23,2222,9402.0,ISU growth model
2025-05-14,PG-1002,Finisher West,FW1,52,153.4,4.25,4.4,2222,9772.0,ISU growth model
2025-05-15,PG-1002,Finisher West,FW1,53,155.3,4.29,4.25,2222,9449.0,ISU growth model
2025-05-16,PG-1002,Finisher West,FW1,54,157.2,4.33,4.16,2222,9248.0,ISU growth model
2025-05-17,PG-1002,Finisher West,FW1,55,159.1,4.37,4.44,2222,9875.0,ISU growth model
2025-05-18,PG-1002,Finisher West,FW1,56,161.1,4.41,4.73,2222,10499.0,ISU growth model
2025-05-19,PG-1002,Finisher West,FW1,57,163.0,4.45,4.29,2222,9528.0,ISU growth model
2025-05-20,PG-1002,Finisher West,FW1,58,164.9,4.49,4.27,2222,9490.0,ISU growth model
2025-05-21,PG-1002,Finisher West,FW1,59,166.8,4.54,4.41,2222,9792.0,ISU growth model
2025-05-22,PG-1002,Finisher West,FW1,60,168.7,4.58,4.93,2222,10944.0,ISU growth model
2025-05-23,PG-1002,Finisher West,FW1,61,170.6,4.62,5.15,2222,11453.0,ISU growth model
2025-05-24,PG-1002,Finisher West,FW1,62,172.5,4.66,4.79,2222,10652.0,ISU growth model
2025-05-25,PG-1002,Finisher West,FW1,63,174.4,4.7,4.92,2222,10929.0,ISU growth model
2025-05-26,PG-1002,Finisher West,FW1,64,176.3,4.74,4.5,2222,10004.0,ISU growth model
2025-05-27,PG-1002,Finisher West,FW1,65,178.2,4.78,5.12,2222,11371.0,ISU growth model
2025-05-28,PG-1002,Finisher West,FW1,66,180.1,4.82,5.04,2222,11190.0,ISU growth model
2025-05-29,PG-1002,Finisher West,FW1,67,182.0,4.86,4.59,2222,10194.0,ISU growth model
2025-05-30,PG-1002,Finisher West,FW1,68,184.0,4.91,4.2,2222,9340.0,ISU growth model
2025-05-31,PG-1002,Finisher West,FW1,69,185.9,4.95,4.46,2222,9917.0,ISU growth model
2025-06-01,PG-1002,Finisher West,FW1,70,187.8,4.99,4.72,2222,10488.0,ISU growth model
2025-06-02,PG-1002,Finisher West,FW1,71,189.7,5.03,5.5,2222,12211.0,ISU growth model
2025-06-03,PG-1002,Finisher West,FW1,72,191.6,5.07,5.7,2222,12663.0,ISU growth model
2025-06-04,PG-1002,Finisher West,FW1,73,193.5,5.11,4.93,2222,10955.0,ISU growth model
2025-06-05,PG-1002,Finisher West,FW1,74,195.4,5.15,4.98,2222,11072.0,ISU growth model
2025-06-06,PG-1002,Finisher West,FW1,75,197.3,5.19,5.3,2222,11778.0,ISU growth model
2025-06-07,PG-1002,Finisher West,FW1,76,199.2,5.23,5.24,2222,11639.0,ISU growth model
2025-06-08,PG-1002,Finisher West,FW1,77,201.1,5.27,5.67,2222,12592.0,ISU growth model
2025-06-09,PG-1002,Finisher West,FW1,78,203.0,5.32,5.09,2222,11316.0,ISU growth model
2025-06-10,PG-1002,Finisher West,FW1,79,204.9,5.36,5.76,2222,12805.0,ISU growth model
2025-06-11,PG-1002,Finisher West,FW1,80,206.8,5.4,5.29,2222,11763.0,ISU growth model
2025-06-12,PG-1002,Finisher West,FW1,81,208.8,5.44,5.81,2222,12909.0,ISU growth model
2025-06-13,PG-1002,Finisher West,FW1,82,210.7,5.48,5.36,2222,11911.0,ISU growth model
2025-06-14,PG-1002,Finisher West,FW1,83,212.6,5.52,5.25,2222,11665.0,ISU growth model
2025-06-15,PG-1002,Finisher West,FW1,84,214.5,5.56,6.41,2222,14248.0,ISU growth model
2025-06-16,PG-1002,Finisher West,FW1,85,216.4,5.6,6.08,2222,13509.0,ISU growth model
2025-06-17,PG-1002,Finisher West,FW1,86,218.3,5.64,4.83,2222,10742.0,ISU growth model
2025-06-18,PG-1002,Finisher West,FW1,87,220.2,5.68,5.48,2222,12179.0,ISU growth model
2025-06-19,PG-1002,Finisher West,FW1,88,222.1,5.73,6.28,2222,13948.0,ISU growth model
2025-06-20,PG-1002,Finisher West,FW1,89,224.0,5.77,5.21,2222,11586.0,ISU growth model
2025-06-21,PG-1002,Finisher West,FW1,90,225.9,5.81,6.17,2222,13700.0,ISU growth model
2025-06-22,PG-1002,Finisher West,FW1,91,227.8,5.85,6.16,2222,13689.0,ISU growth model
2025-06-23,PG-1002,Finisher West,FW1,92,229.7,5.89,5.56,2222,12355.0,ISU growth model
2025-06-24,PG-1002,Finisher West,FW1,93,231.7,5.93,5.93,2222,13168.0,ISU growth model
2025-06-25,PG-1002,Finisher West,FW1,94,233.6,5.97,4.97,2222,11050.0,ISU growth model
2025-06-26,PG-1002,Finisher West,FW1,95,235.5,6.01,6.86,2222,15252.0,ISU growth model
2025-06-27,PG-1002,Finisher West,FW1,96,237.4,6.05,5.9,2222,13119.0,ISU growth model
2025-06-28,PG-1002,Finisher West,FW1,97,239.3,6.09,6.49,2222,14413.0,ISU growth model
2025-06-29,PG-1002,Finisher West,FW1,98,241.2,6.14,6.44,2222,14303.0,ISU growth model
2025-06-30,PG-1002,Finisher West,FW1,99,243.1,6.18,6.85,2222,15216.0,ISU growth model
2025-07-01,PG-1002,Finisher West,FW1,100,245.0,6.22,6.0,2222,13337.0,ISU growth model
2025-07-02,PG-1002,Finisher West,FW1,101,246.9,6.26,6.36,2222,14134.0,ISU growth model
2025-07-03,PG-1002,Finisher West,FW1,102,248.8,6.3,6.58,2222,14624.0,ISU growth model
2025-07-04,PG-1002,Finisher West,FW1,103,250.7,6.34,6.78,2222,15073.0,ISU growth model
2025-07-05,PG-1002,Finisher West,FW1,104,252.6,6.38,6.97,2222,15490.0,ISU growth model
2025-07-06,PG-1002,Finisher West,FW1,105,254.5,6.42,6.18,2222,13726.0,ISU growth model
2025-07-07,PG-1002,Finisher West,FW1,106,256.5,6.46,6.12,2222,13599.0,ISU growth model
2025-07-08,PG-1002,Finisher West,FW1,107,258.4,6.5,7.21,2222,16027.0,ISU growth model
2025-07-09,PG-1002,Finisher West,FW1,108,260.3,6.55,5.48,2222,12175.0,ISU growth model
2025-07-10,PG-1002,Finisher West,FW1,109,262.2,6.59,7.41,2222,16474.0,ISU growth model
2025-07-11,PG-1002,Finisher West,FW1,110,264.1,6.63,6.47,2222,14371.0,ISU growth model
2025-07-12,PG-1002,Finisher West,FW1,111,266.0,6.67,6.67,2222,14813.0,ISU growth model
2025-07-01,PG-1003,Finisher East,F2,0,61.6,2.27,2.33,2052,4788.0,ISU growth model
2025-07-02,PG-1003,Finisher East,F2,1,63.4,2.31,2.16,2052,4433.0,ISU growth model
2025-07-03,PG-1003,Finisher East,F2,2,65.2,2.35,2.45,2052,5026.0,ISU growth model
2025-07-04,PG-1003,Finisher East,F2,3,67.0,2.39,2.68,2052,5506.0,ISU growth model
2025-07-05,PG-1003,Finisher East,F2,4,68.8,2.43,2.41,2052,4940.0,ISU growth model
2025-07-06,PG-1003,Finisher East,F2,5,70.6,2.47,2.55,2052,5225.0,ISU growth model
2025-07-07,PG-1003,Finisher East,F2,6,72.3,2.51,2.64,2052,5425.0,ISU growth model
2025-07-08,PG-1003,Finisher East,F2,7,74.1,2.54,2.46,2052,5052.0,ISU growth model
2025-07-09,PG-1003,Finisher East,F2,8,75.9,2.58,2.63,2052,5394.0,ISU growth model
2025-07-10,PG-1003,Finisher East,F2,9,77.7,2.62,2.62,2052,5383.0,ISU growth model
2025-07-11,PG-1003,Finisher East,F2,10,79.5,2.66,2.68,2052,5499.0,ISU growth model
2025-07-12,PG-1003,Finisher East,F2,11,81.3,2.7,2.53,2052,5193.0,ISU growth model
2025-07-13,PG-1003,Finisher East,F2,12,83.1,2.74,2.74,2052,5625.0,ISU growth model
2025-07-14,PG-1003,Finisher East,F2,13,84.9,2.77,2.88,2052,5920.0,ISU growth model
2025-07-15,PG-1003,Finisher East,F2,14,86.6,2.81,3.14,2052,6442.0,ISU growth model
2025-07-16,PG-1003,Finisher East,F2,15,88.4,2.85,3.07,2052,6300.0,ISU growth model
2025-07-17,PG-1003,Finisher East,F2,16,90.2,2.89,3.39,2052,6951.0,ISU growth model
2025-07-18,PG-1003,Finisher East,F2,17,92.0,2.93,2.75,2052,5640.0,ISU growth model
2025-07-19,PG-1003,Finisher East,F2,18,93.8,2.97,3.17,2052,6512.0,ISU growth model
2025-07-20,PG-1003,Finisher East,F2,19,95.6,3.01,3.05,2052,6257.0,ISU growth model
2025-07-21,PG-1003,Finisher East,F2,20,97.4,3.04,2.68,2052,5504.0,ISU growth model
2025-07-22,PG-1003,Finisher East,F2,21,99.2,3.08,2.16,2052,4436.0,ISU growth model
2025-07-23,PG-1003,Finisher East,F2,22,100.9,3.12,2.18,2052,4480.0,ISU growth model
2025-07-24,PG-1003,Finisher East,F2,23,102.7,3.16,2.26,2052,4628.0,ISU growth model
2025-07-25,PG-1003,Finisher East,F2,24,104.5,3.2,1.99,2052,4084.0,ISU growth model
2025-07-26,PG-1003,Finisher East,F2,25,106.3,3.24,2.32,2052,4770.0,ISU growth model
2025-07-27,PG-1003,Finisher East,F2,26,108.1,3.27,2.31,2052,4733.0,ISU growth model
2025-07-28,PG-1003,Finisher East,F2,27,109.9,3.31,2.51,2052,5159.0,ISU growth model
2025-07-29,PG-1003,Finisher East,F2,28,111.7,3.35,3.44,2052,7064.0,ISU growth model
2025-07-30,PG-1003,Finisher East,F2,29,113.5,3.39,3.9,2052,7999.0,ISU growth model
2025-07-31,PG-1003,Finisher East,F2,30,115.2,3.43,3.69,2052,7569.0,ISU growth model
2025-08-01,PG-1003,Finisher East,F2,31,117.0,3.47,3.31,2052,6784.0,ISU growth model
2025-08-02,PG-1003,Finisher East,F2,32,118.8,3.5,3.25,2052,6675.0,ISU growth model
2025-08-03,PG-1003,Finisher East,F2,33,120.6,3.54,3.68,2052,7556.0,ISU growth model
2025-08-04,PG-1003,Finisher East,F2,34,122.4,3.58,3.2,2052,6573.0,ISU growth model
2025-08-05,PG-1003,Finisher East,F2,35,124.2,3.62,4.15,2052,8516.0,ISU growth model
2025-08-06,PG-1003,Finisher East,F2,36,126.0,3.66,4.0,2052,8215.0,ISU growth model
2025-08-07,PG-1003,Finisher East,F2,37,127.8,3.7,3.56,2052,7301.0,ISU growth model
2025-08-08,PG-1003,Finisher East,F2,38,129.5,3.74,3.22,2052,6614.0,ISU growth model
2025-08-09,PG-1003,Finisher East,F2,39,131.3,3.77,4.18,2052,8582.0,ISU growth model
2025-08-10,PG-1003,Finisher East,F2,40,133.1,3.81,3.78,2052,7751.0,ISU growth model
2025-08-11,PG-1003,Finisher East,F2,41,134.9,3.85,4.23,2052,8684.0,ISU growth model
2025-08-12,PG-1003,Finisher East,F2,42,136.7,3.89,3.39,2052,6962.0,ISU growth model
2025-08-13,PG-1003,Finisher East,F2,43,138.5,3.93,3.74,2052,7672.0,ISU growth model
2025-08-14,PG-1003,Finisher East,F2,44,140.3,3.97,3.97,2052,8141.0,ISU growth model
2025-08-15,PG-1003,Finisher East,F2,45,142.1,4.0,4.02,2052,8248.0,ISU growth model
2025-08-16,PG-1003,Finisher East,F2,46,143.8,4.04,3.9,2052,7997.0,ISU growth model
2025-08-17,PG-1003,Finisher East,F2,47,145.6,4.08,4.28,2052,8792.0,ISU growth model
2025-08-18,PG-1003,Finisher East,F2,48,147.4,4.12,3.77,2052,7731.0,ISU growth model
2025-08-19,PG-1003,Finisher East,F2,49,149.2,4.16,4.11,2052,8435.0,ISU growth model
2025-08-20,PG-1003,Finisher East,F2,50,151.0,4.2,4.24,2052,8694.0,ISU growth model
2025-08-21,PG-1003,Finisher East,F2,51,152.8,4.23,4.41,2052,9047.0,ISU growth model
2025-08-22,PG-1003,Finisher East,F2,52,154.6,4.27,4.52,2052,9268.0,ISU growth model
2025-08-23,PG-1003,Finisher East,F2,53,156.4,4.31,3.92,2052,8051.0,ISU growth model
2025-08-24,PG-1003,Finisher East,F2,54,158.1,4.35,3.82,2052,7831.0,ISU growth model
2025-08-25,PG-1003,Finisher East,F2,55,159.9,4.39,4.84,2052,9926.0,ISU growth model
2025-08-26,PG-1003,Finisher East,F2,56,161.7,4.43,4.54,2052,9326.0,ISU growth model
2025-08-27,PG-1003,Finisher East,F2,57,163.5,4.47,4.2,2052,8614.0,ISU growth model
2025-08-28,PG-1003,Finisher East,F2,58,165.3,4.5,5.06,2052,10389.0,ISU growth model
2025-08-29,PG-1003,Finisher East,F2,59,167.1,4.54,4.58,2052,9407.0,ISU growth model
2025-08-30,PG-1003,Finisher East,F2,60,168.9,4.58,5.01,2052,10286.0,ISU growth model
2025-08-31,PG-1003,Finisher East,F2,61,170.7,4.62,4.64,2052,9530.0,ISU growth model
2025-09-01,PG-1003,Finisher East,F2,62,172.4,4.66,5.43,2052,11133.0,ISU growth model
2025-09-02,PG-1003,Finisher East,F2,63,174.2,4.7,5.36,2052,10989.0,ISU growth model
2025-09-03,PG-1003,Finisher East,F2,64,176.0,4.73,4.64,2052,9521.0,ISU growth model
2025-09-04,PG-1003,Finisher East,F2,65,177.8,4.77,5.14,2052,10555.0,ISU growth model
2025-09-05,PG-1003,Finisher East,F2,66,179.6,4.81,5.06,2052,10382.0,ISU growth model
2025-09-06,PG-1003,Finisher East,F2,67,181.4,4.85,5.38,2052,11041.0,ISU growth model
2025-09-07,PG-1003,Finisher East,F2,68,183.2,4.89,4.51,2052,9256.0,ISU growth model
2025-09-08,PG-1003,Finisher East,F2,69,185.0,4.93,5.2,2052,10664.0,ISU growth model
2025-09-09,PG-1003,Finisher East,F2,70,186.7,4.96,5.39,2052,11051.0,ISU growth model
2025-09-10,PG-1003,Finisher East,F2,71,188.5,5.0,4.3,2052,8822.0,ISU growth model
2025-09-11,PG-1003,Finisher East,F2,72,190.3,5.04,4.56,2052,9366.0,ISU growth model
2025-09-12,PG-1003,Finisher East,F2,73,192.1,5.08,4.25,2052,8724.0,ISU growth model
2025-09-13,PG-1003,Finisher East,F2,74,193.9,5.12,5.01,2052,10277.0,ISU growth model
2025-09-14,PG-1003,Finisher East,F2,75,195.7,5.16,5.45,2052,11190.0,ISU growth model
2025-09-15,PG-1003,Finisher East,F2,76,197.5,5.2,5.82,2052,11943.0,ISU growth model
2025-09-16,PG-1003,Finisher East,F2,77,199.3,5.23,5.27,2052,10804.0,ISU growth model
2025-09-17,PG-1003,Finisher East,F2,78,201.0,5.27,5.96,2052,12229.0,ISU growth model
2025-09-18,PG-1003,Finisher East,F2,79,202.8,5.31,4.72,2052,9695.0,ISU growth model
2025-09-19,PG-1003,Finisher East,F2,80,204.6,5.35,4.62,2052,9481.0,ISU growth model
2025-09-20,PG-1003,Finisher East,F2,81,206.4,5.39,5.36,2052,11006.0,ISU growth model
2025-09-21,PG-1003,Finisher East,F2,82,208.2,5.43,5.59,2052,11477.0,ISU growth model
2025-09-22,PG-1003,Finisher East,F2,83,210.0,5.46,5.45,2052,11184.0,ISU growth model
2025-09-23,PG-1003,Finisher East,F2,84,211.8,5.5,4.59,2052,9424.0,ISU growth model
2025-09-24,PG-1003,Finisher East,F2,85,213.6,5.54,5.5,2052,11290.0,ISU growth model
2025-09-25,PG-1003,Finisher East,F2,86,215.3,5.58,5.0,2052,10255.0,ISU growth model
2025-09-26,PG-1003,Finisher East,F2,87,217.1,5.62,5.92,2052,12146.0,ISU growth model
2025-09-27,PG-1003,Finisher East,F2,88,218.9,5.66,5.82,2052,11948.0,ISU growth model
2025-09-28,PG-1003,Finisher East,F2,89,220.7,5.7,5.27,2052,10808.0,ISU growth model
2025-09-29,PG-1003,Finisher East,F2,90,222.5,5.73,5.5,2052,11282.0,ISU growth model
2025-09-30,PG-1003,Finisher East,F2,91,224.3,5.77,5.28,2052,10841.0,ISU growth model
2025-10-01,PG-1003,Finisher East,F2,92,226.1,5.81,5.78,2052,11863.0,ISU growth model
2025-10-02,PG-1003,Finisher East,F2,93,227.9,5.85,6.3,2052,12919.0,ISU growth model
2025-10-03,PG-1003,Finisher East,F2,94,229.6,5.89,5.42,2052,11128.0,ISU growth model
2025-10-04,PG-1003,Finisher East,F2,95,231.4,5.93,6.16,2052,12650.0,ISU growth model
2025-10-05,PG-1003,Finisher East,F2,96,233.2,5.96,5.71,2052,11719.0,ISU growth model
2025-10-06,PG-1003,Finisher East,F2,97,235.0,6.0,5.62,2052,11536.0,ISU growth model
2025-10-07,PG-1003,Finisher East,F2,98,236.8,6.04,5.99,2052,12290.0,ISU growth model
2025-10-08,PG-1003,Finisher East,F2,99,238.6,6.08,5.58,2052,11442.0,ISU growth model
2025-10-09,PG-1003,Finisher East,F2,100,240.4,6.12,5.85,2052,11998.0,ISU growth model
2025-10-10,PG-1003,Finisher East,F2,101,242.2,6.16,5.57,2052,11422.0,ISU growth model
2025-10-11,PG-1003,Finisher East,F2,102,243.9,6.19,7.17,2052,14710.0,ISU growth model
2025-10-12,PG-1003,Finisher East,F2,103,245.7,6.23,6.25,2052,12827.0,ISU growth model
2025-10-13,PG-1003,Finisher East,F2,104,247.5,6.27,5.92,2052,12149.0,ISU growth model
2025-10-14,PG-1003,Finisher East,F2,105,249.3,6.31,6.42,2052,13170.0,ISU growth model
2025-10-15,PG-1003,Finisher East,F2,106,251.1,6.35,6.29,2052,12910.0,ISU growth model
2025-10-16,PG-1003,Finisher East,F2,107,252.9,6.39,6.27,2052,12874.0,ISU growth model
2025-10-17,PG-1003,Finisher East,F2,108,254.7,6.43,6.74,2052,13833.0,ISU growth model
2025-10-18,PG-1003,Finisher East,F2,109,256.5,6.46,6.86,2052,14067.0,ISU growth model
2025-10-19,PG-1003,Finisher East,F2,110,258.2,6.5,6.23,2052,12776.0,ISU growth model
2025-10-20,PG-1003,Finisher East,F2,111,260.0,6.54,6.24,2052,12803.0,ISU growth model
2025-05-23,PG-1004,Finisher West,FW1,0,49.8,2.02,2.41,2004,4820.0,ISU growth model
2025-05-24,PG-1004,Finisher West,FW1,1,51.6,2.06,2.01,2004,4023.0,ISU growth model
2025-05-25,PG-1004,Finisher West,FW1,2,53.3,2.1,1.99,2004,3990.0,ISU growth model
2025-05-26,PG-1004,Finisher West,FW1,3,55.1,2.13,1.76,2004,3526.0,ISU growth model
2025-05-27,PG-1004,Finisher West,FW1,4,56.8,2.17,2.32,2004,4648.0,ISU growth model
2025-05-28,PG-1004,Finisher West,FW1,5,58.6,2.21,2.03,2004,4077.0,ISU growth model
2025-05-29,PG-1004,Finisher West,FW1,6,60.3,2.25,2.25,2004,4513.0,ISU growth model
2025-05-30,PG-1004,Finisher West,FW1,7,62.1,2.28,2.46,2004,4932.0,ISU growth model
2025-05-31,PG-1004,Finisher West,FW1,8,63.8,2.32,2.14,2004,4291.0,ISU growth model
2025-06-01,PG-1004,Finisher West,FW1,9,65.6,2.36,2.37,2004,4758.0,ISU growth model
2025-06-02,PG-1004,Finisher West,FW1,10,67.3,2.4,2.69,2004,5389.0,ISU growth model
2025-06-03,PG-1004,Finisher West,FW1,11,69.1,2.43,1.96,2004,3920.0,ISU growth model
2025-06-04,PG-1004,Finisher West,FW1,12,70.8,2.47,2.31,2004,4633.0,ISU growth model
2025-06-05,PG-1004,Finisher West,FW1,13,72.5,2.51,2.33,2004,4666.0,ISU growth model
2025-06-06,PG-1004,Finisher West,FW1,14,74.3,2.55,2.51,2004,5029.0,ISU growth model
2025-06-07,PG-1004,Finisher West,FW1,15,76.0,2.58,2.58,2004,5160.0,ISU growth model
2025-06-08,PG-1004,Finisher West,FW1,16,77.8,2.62,2.4,2004,4809.0,ISU growth model
2025-06-09,PG-1004,Finisher West,FW1,17,79.5,2.66,2.52,2004,5052.0,ISU growth model
2025-06-10,PG-1004,Finisher West,FW1,18,81.3,2.7,2.53,2004,5072.0,ISU growth model
2025-06-11,PG-1004,Finisher West,FW1,19,83.0,2.74,2.66,2004,5328.0,ISU growth model
2025-06-12,PG-1004,Finisher West,FW1,20,84.8,2.77,2.82,2004,5654.0,ISU growth model
2025-06-13,PG-1004,Finisher West,FW1,21,86.5,2.81,3.02,2004,6042.0,ISU growth model
2025-06-14,PG-1004,Finisher West,FW1,22,88.3,2.85,3.09,2004,6189.0,ISU growth model
2025-06-15,PG-1004,Finisher West,FW1,23,90.0,2.89,3.04,2004,6085.0,ISU growth model
2025-06-16,PG-1004,Finisher West,FW1,24,91.8,2.92,2.72,2004,5448.0,ISU growth model
2025-06-17,PG-1004,Finisher West,FW1,25,93.5,2.96,2.96,2004,5932.0,ISU growth model
2025-06-18,PG-1004,Finisher West,FW1,26,95.3,3.0,3.57,2004,7150.0,ISU growth model
2025-06-19,PG-1004,Finisher West,FW1,27,97.0,3.04,3.28,2004,6578.0,ISU growth model
2025-06-20,PG-1004,Finisher West,FW1,28,98.8,3.07,2.97,2004,5942.0,ISU growth model
2025-06-21,PG-1004,Finisher West,FW1,29,100.5,3.11,3.5,2004,7024.0,ISU growth model
2025-06-22,PG-1004,Finisher West,FW1,30,102.3,3.15,3.05,2004,6114.0,ISU growth model
2025-06-23,PG-1004,Finisher West,FW1,31,104.0,3.19,3.02,2004,6044.0,ISU growth model
2025-06-24,PG-1004,Finisher West,FW1,32,105.8,3.22,3.58,2004,7182.0,ISU growth model
2025-06-25,PG-1004,Finisher West,FW1,33,107.5,3.26,2.92,2004,5851.0,ISU growth model
2025-06-26,PG-1004,Finisher West,FW1,34,109.3,3.3,2.79,2004,5599.0,ISU growth model
2025-06-27,PG-1004,Finisher West,FW1,35,111.0,3.34,3.59,2004,7190.0,ISU growth model
2025-06-28,PG-1004,Finisher West,FW1,36,112.8,3.37,3.38,2004,6777.0,ISU growth model
2025-06-29,PG-1004,Finisher West,FW1,37,114.5,3.41,3.45,2004,6907.0,ISU growth model
2025-06-30,PG-1004,Finisher West,FW1,38,116.3,3.45,3.35,2004,6713.0,ISU growth model
2025-07-01,PG-1004,Finisher West,FW1,39,118.0,3.49,3.42,2004,6855.0,ISU growth model
2025-07-02,PG-1004,Finisher West,FW1,40,119.7,3.52,3.4,2004,6804.0,ISU growth model
2025-07-03,PG-1004,Finisher West,FW1,41,121.5,3.56,3.38,2004,6781.0,ISU growth model
2025-07-04,PG-1004,Finisher West,FW1,42,123.2,3.6,3.49,2004,6993.0,ISU growth model
2025-07-05,PG-1004,Finisher West,FW1,43,125.0,3.64,3.52,2004,7048.0,ISU growth model
2025-07-06,PG-1004,Finisher West,FW1,44,126.7,3.67,3.43,2004,6876.0,ISU growth model
2025-07-07,PG-1004,Finisher West,FW1,45,128.5,3.71,3.55,2004,7115.0,ISU growth model
2025-07-08,PG-1004,Finisher West,FW1,46,130.2,3.75,3.0,2004,6010.0,ISU growth model
2025-07-09,PG-1004,Finisher West,FW1,47,132.0,3.79,4.0,2004,8006.0,ISU growth model
2025-07-10,PG-1004,Finisher West,FW1,48,133.7,3.83,3.94,2004,7905.0,ISU growth model
2025-07-11,PG-1004,Finisher West,FW1,49,135.5,3.86,3.84,2004,7689.0,ISU growth model
2025-07-12,PG-1004,Finisher West,FW1,50,137.2,3.9,3.97,2004,7965.0,ISU growth model
2025-07-13,PG-1004,Finisher West,FW1,51,139.0,3.94,4.02,2004,8065.0,ISU growth model
2025-07-14,PG-1004,Finisher West,FW1,52,140.7,3.98,3.75,2004,7506.0,ISU growth model
2025-07-15,PG-1004,Finisher West,FW1,53,142.5,4.01,3.84,2004,7700.0,ISU growth model
2025-07-16,PG-1004,Finisher West,FW1,54,144.2,4.05,4.22,2004,8461.0,ISU growth model
2025-07-17,PG-1004,Finisher West,FW1,55,146.0,4.09,4.16,2004,8329.0,ISU growth model
2025-07-18,PG-1004,Finisher West,FW1,56,147.7,4.13,4.8,2004,9620.0,ISU growth model
2025-07-19,PG-1004,Finisher West,FW1,57,149.5,4.16,4.7,2004,9425.0,ISU growth model
2025-07-20,PG-1004,Finisher West,FW1,58,151.2,4.2,4.51,2004,9047.0,ISU growth model
2025-07-21,PG-1004,Finisher West,FW1,59,153.0,4.24,3.98,2004,7977.0,ISU growth model
2025-07-22,PG-1004,Finisher West,FW1,60,154.7,4.28,4.08,2004,8183.0,ISU growth model
2025-07-23,PG-1004,Finisher West,FW1,61,156.5,4.31,3.97,2004,7952.0,ISU growth model
2025-07-24,PG-1004,Finisher West,FW1,62,158.2,4.35,4.45,2004,8916.0,ISU growth model
2025-07-25,PG-1004,Finisher West,FW1,63,160.0,4.39,3.43,2004,6867.0,ISU growth model
2025-07-26,PG-1004,Finisher West,FW1,64,161.7,4.43,4.26,2004,8546.0,ISU growth model
2025-07-27,PG-1004,Finisher West,FW1,65,163.5,4.46,4.35,2004,8727.0,ISU growth model
2025-07-28,PG-1004,Finisher West,FW1,66,165.2,4.5,3.95,2004,7922.0,ISU growth model
2025-07-29,PG-1004,Finisher West,FW1,67,166.9,4.54,4.83,2004,9678.0,ISU growth model
2025-07-30,PG-1004,Finisher West,FW1,68,168.7,4.58,4.16,2004,8336.0,ISU growth model
2025-07-31,PG-1004,Finisher West,FW1,69,170.4,4.61,4.71,2004,9446.0,ISU growth model
2025-08-01,PG-1004,Finisher West,FW1,70,172.2,4.65,5.69,2004,11399.0,ISU growth model
2025-08-02,PG-1004,Finisher West,FW1,71,173.9,4.69,4.09,2004,8187.0,ISU growth model
2025-08-03,PG-1004,Finisher West,FW1,72,175.7,4.73,4.67,2004,9361.0,ISU growth model
2025-08-04,PG-1004,Finisher West,FW1,73,177.4,4.76,4.61,2004,9238.0,ISU growth model
2025-08-05,PG-1004,Finisher West,FW1,74,179.2,4.8,4.57,2004,9161.0,ISU growth model
2025-08-06,PG-1004,Finisher West,FW1,75,180.9,4.84,5.13,2004,10289.0,ISU growth model
2025-08-07,PG-1004,Finisher West,FW1,76,182.7,4.88,5.31,2004,10640.0,ISU growth model
2025-08-08,PG-1004,Finisher West,FW1,77,184.4,4.92,5.22,2004,10458.0,ISU growth model
2025-08-09,PG-1004,Finisher West,FW1,78,186.2,4.95,4.67,2004,9351.0,ISU growth model
2025-08-10,PG-1004,Finisher West,FW1,79,187.9,4.99,5.96,2004,11948.0,ISU growth model
2025-08-11,PG-1004,Finisher West,FW1,80,189.7,5.03,4.32,2004,8649.0,ISU growth model
2025-08-12,PG-1004,Finisher West,FW1,81,191.4,5.07,4.65,2004,9313.0,ISU growth model
2025-08-13,PG-1004,Finisher West,FW1,82,193.2,5.1,5.17,2004,10366.0,ISU growth model
2025-08-14,PG-1004,Finisher West,FW1,83,194.9,5.14,5.18,2004,10376.0,ISU growth model
2025-08-15,PG-1004,Finisher West,FW1,84,196.7,5.18,5.38,2004,10783.0,ISU growth model
2025-08-16,PG-1004,Finisher West,FW1,85,198.4,5.22,5.88,2004,11774.0,ISU growth model
2025-08-17,PG-1004,Finisher West,FW1,86,200.2,5.25,5.2,2004,10427.0,ISU growth model
2025-08-18,PG-1004,Finisher West,FW1,87,201.9,5.29,5.34,2004,10700.0,ISU growth model
2025-08-19,PG-1004,Finisher West,FW1,88,203.7,5.33,5.08,2004,10171.0,ISU growth model
2025-08-20,PG-1004,Finisher West,FW1,89,205.4,5.37,5.62,2004,11260.0,ISU growth model
2025-08-21,PG-1004,Finisher West,FW1,90,207.2,5.4,5.27,2004,10553.0,ISU growth model
