report_begin_date,report_end_date,published_date,group,category,description,commodity,class,volume,unit,Year,IndexbyYear,report_date
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.7,"Pct",2024,44,2024-10-28 00:00:00.000
"10/27/2024","11/02/2024","11/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",201133,"Head",2024,44,2024-10-28 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",33,"Pct",2024,43,2024-10-21 00:00:00.000
"10/20/2024","10/26/2024","11/07/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",206578,"Head",2024,43,2024-10-21 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.4,"Pct",2024,42,2024-10-14 00:00:00.000
"10/13/2024","10/19/2024","10/31/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",196802,"Head",2024,42,2024-10-14 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",183271,"Head",2024,41,2024-10-07 00:00:00.000
"10/06/2024","10/12/2024","10/24/2024 11:57:10","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.3,"Pct",2024,41,2024-10-07 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",33.3,"Pct",2024,40,2024-09-30 00:00:00.000
"09/29/2024","10/05/2024","10/17/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",203823,"Head",2024,40,2024-09-30 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",33.4,"Pct",2024,39,2024-09-23 00:00:00.000
"09/22/2024","09/28/2024","10/10/2024 11:58:11","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",206029,"Head",2024,39,2024-09-23 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",197143,"Head",2024,38,2024-09-16 00:00:00.000
"09/15/2024","09/21/2024","10/03/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.1,"Pct",2024,38,2024-09-16 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",196212,"Head",2024,37,2024-09-09 00:00:00.000
"09/08/2024","09/14/2024","09/26/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.4,"Pct",2024,37,2024-09-09 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",29.8,"Pct",2024,36,2024-09-02 00:00:00.000
"09/01/2024","09/07/2024","09/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",163306,"Head",2024,36,2024-09-02 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.1,"Pct",2024,35,2024-08-26 00:00:00.000
"08/25/2024","08/31/2024","09/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",185659,"Head",2024,35,2024-08-26 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",186049,"Head",2024,34,2024-08-19 00:00:00.000
"08/18/2024","08/24/2024","09/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.6,"Pct",2024,34,2024-08-19 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",29.8,"Pct",2024,33,2024-08-12 00:00:00.000
"08/11/2024","08/17/2024","08/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",180031,"Head",2024,33,2024-08-12 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.4,"Pct",2024,32,2024-08-05 00:00:00.000
"08/04/2024","08/10/2024","08/22/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",184671,"Head",2024,32,2024-08-05 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",184624,"Head",2024,31,2024-07-29 00:00:00.000
"07/28/2024","08/03/2024","08/15/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.2,"Pct",2024,31,2024-07-29 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",183710,"Head",2024,30,2024-07-22 00:00:00.000
"07/21/2024","07/27/2024","08/08/2024 10:19:25","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.4,"Pct",2024,30,2024-07-22 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",174583,"Head",2024,29,2024-07-15 00:00:00.000
"07/14/2024","07/20/2024","08/01/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",29.6,"Pct",2024,29,2024-07-15 00:00:00.000
"07/07/2024","07/13/2024","07/25/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",184681,"Head",2024,28,2024-07-08 00:00:00.000
"07/07/2024","07/13/2024","07/25/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.5,"Pct",2024,28,2024-07-08 00:00:00.000
"06/30/2024","07/06/2024","07/18/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",163155,"Head",2024,27,2024-07-01 00:00:00.000
"06/30/2024","07/06/2024","07/18/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.3,"Pct",2024,27,2024-07-01 00:00:00.000
"06/23/2024","06/29/2024","07/11/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.8,"Pct",2024,26,2024-06-24 00:00:00.000
"06/23/2024","06/29/2024","07/11/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",188200,"Head",2024,26,2024-06-24 00:00:00.000
"06/16/2024","06/22/2024","07/05/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",198186,"Head",2024,25,2024-06-17 00:00:00.000
"06/16/2024","06/22/2024","07/05/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.2,"Pct",2024,25,2024-06-17 00:00:00.000
"06/09/2024","06/15/2024","06/27/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.4,"Pct",2024,24,2024-06-10 00:00:00.000
"06/09/2024","06/15/2024","06/27/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",186931,"Head",2024,24,2024-06-10 00:00:00.000
"06/02/2024","06/08/2024","06/20/2024 10:19:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.1,"Pct",2024,23,2024-06-03 00:00:00.000
"06/02/2024","06/08/2024","06/20/2024 10:19:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",183414,"Head",2024,23,2024-06-03 00:00:00.000
"05/26/2024","06/01/2024","06/13/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",169472,"Head",2024,22,2024-05-27 00:00:00.000
"05/26/2024","06/01/2024","06/13/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.4,"Pct",2024,22,2024-05-27 00:00:00.000
"05/19/2024","05/25/2024","06/06/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",187023,"Head",2024,21,2024-05-20 00:00:00.000
"05/19/2024","05/25/2024","06/06/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.1,"Pct",2024,21,2024-05-20 00:00:00.000
"05/12/2024","05/18/2024","05/30/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.5,"Pct",2024,20,2024-05-13 00:00:00.000
"05/12/2024","05/18/2024","05/30/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",187933,"Head",2024,20,2024-05-13 00:00:00.000
"05/05/2024","05/11/2024","05/23/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.5,"Pct",2024,19,2024-05-06 00:00:00.000
"05/05/2024","05/11/2024","05/23/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",187588,"Head",2024,19,2024-05-06 00:00:00.000
"04/28/2024","05/04/2024","05/16/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",34.1,"Pct",2024,18,2024-04-29 00:00:00.000
"04/28/2024","05/04/2024","05/16/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",211648,"Head",2024,18,2024-04-29 00:00:00.000
"04/21/2024","04/27/2024","05/09/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.3,"Pct",2024,17,2024-04-22 00:00:00.000
"04/21/2024","04/27/2024","05/09/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",198203,"Head",2024,17,2024-04-22 00:00:00.000
"04/14/2024","04/20/2024","05/02/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",33.7,"Pct",2024,16,2024-04-15 00:00:00.000
"04/14/2024","04/20/2024","05/02/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",208247,"Head",2024,16,2024-04-15 00:00:00.000
"04/07/2024","04/13/2024","04/25/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",34,"Pct",2024,15,2024-04-08 00:00:00.000
"04/07/2024","04/13/2024","04/25/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",203317,"Head",2024,15,2024-04-08 00:00:00.000
"03/31/2024","04/06/2024","04/18/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",34.6,"Pct",2024,14,2024-04-01 00:00:00.000
"03/31/2024","04/06/2024","04/18/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",212439,"Head",2024,14,2024-04-01 00:00:00.000
"03/24/2024","03/30/2024","04/11/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",34.2,"Pct",2024,13,2024-03-25 00:00:00.000
"03/24/2024","03/30/2024","04/11/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",199324,"Head",2024,13,2024-03-25 00:00:00.000
"03/17/2024","03/23/2024","04/04/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",199839,"Head",2024,12,2024-03-18 00:00:00.000
"03/17/2024","03/23/2024","04/04/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",33.7,"Pct",2024,12,2024-03-18 00:00:00.000
"03/10/2024","03/16/2024","03/28/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.3,"Pct",2024,11,2024-03-11 00:00:00.000
"03/10/2024","03/16/2024","03/28/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",192938,"Head",2024,11,2024-03-11 00:00:00.000
"03/03/2024","03/09/2024","03/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",197212,"Head",2024,10,2024-03-04 00:00:00.000
"03/03/2024","03/09/2024","03/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",33.8,"Pct",2024,10,2024-03-04 00:00:00.000
"02/25/2024","03/02/2024","03/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",190343,"Head",2024,9,2024-02-26 00:00:00.000
"02/25/2024","03/02/2024","03/14/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32,"Pct",2024,9,2024-02-26 00:00:00.000
"02/18/2024","02/24/2024","03/07/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.5,"Pct",2024,8,2024-02-19 00:00:00.000
"02/18/2024","02/24/2024","03/07/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",186057,"Head",2024,8,2024-02-19 00:00:00.000
"02/11/2024","02/17/2024","02/29/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",192549,"Head",2024,7,2024-02-12 00:00:00.000
"02/11/2024","02/17/2024","02/29/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.6,"Pct",2024,7,2024-02-12 00:00:00.000
"02/04/2024","02/10/2024","02/22/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",193138,"Head",2024,6,2024-02-05 00:00:00.000
"02/04/2024","02/10/2024","02/22/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.3,"Pct",2024,6,2024-02-05 00:00:00.000
"01/28/2024","02/03/2024","02/15/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.1,"Pct",2024,5,2024-01-29 00:00:00.000
"01/28/2024","02/03/2024","02/15/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",202804,"Head",2024,5,2024-01-29 00:00:00.000
"01/21/2024","01/27/2024","02/08/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",189557,"Head",2024,4,2024-01-22 00:00:00.000
"01/21/2024","01/27/2024","02/08/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",30.8,"Pct",2024,4,2024-01-22 00:00:00.000
"01/14/2024","01/20/2024","02/01/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",32.7,"Pct",2024,3,2024-01-15 00:00:00.000
"01/14/2024","01/20/2024","02/01/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",197928,"Head",2024,3,2024-01-15 00:00:00.000
"01/07/2024","01/13/2024","01/25/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",155493,"Head",2024,2,2024-01-08 00:00:00.000
"01/07/2024","01/13/2024","01/25/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",28.5,"Pct",2024,2,2024-01-08 00:00:00.000
"12/31/2023","01/06/2024","01/18/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",171640,"Head",2024,1,2024-01-01 00:00:00.000
"12/31/2023","01/06/2024","01/18/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle","Heifers",31.6,"Pct",2024,1,2024-01-01 00:00:00.000
"12/22/2024","12/28/2024","01/10/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",1.6,"Pct",2024,52,2024-12-23 00:00:00.000
"12/22/2024","12/28/2024","01/10/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2027307,"Head",2024,52,2024-12-23 00:00:00.000
"12/22/2024","12/28/2024","01/10/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",98.2,"Pct",2024,52,2024-12-23 00:00:00.000
"12/22/2024","12/28/2024","01/10/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",32514,"Head",2024,52,2024-12-23 00:00:00.000
"12/22/2024","12/28/2024","01/10/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",3807,"Head",2024,52,2024-12-23 00:00:00.000
"12/22/2024","12/28/2024","01/10/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,52,2024-12-23 00:00:00.000
"12/15/2024","12/21/2024","01/02/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2517045,"Head",2024,51,2024-12-16 00:00:00.000
"12/15/2024","12/21/2024","01/02/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",6051,"Head",2024,51,2024-12-16 00:00:00.000
"12/15/2024","12/21/2024","01/02/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2024,51,2024-12-16 00:00:00.000
"12/15/2024","12/21/2024","01/02/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2024,51,2024-12-16 00:00:00.000
"12/15/2024","12/21/2024","01/02/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",62231,"Head",2024,51,2024-12-16 00:00:00.000
"12/15/2024","12/21/2024","01/02/2025 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,51,2024-12-16 00:00:00.000
"12/08/2024","12/14/2024","12/26/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",67941,"Head",2024,50,2024-12-09 00:00:00.000
"12/08/2024","12/14/2024","12/26/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.7,"Pct",2024,50,2024-12-09 00:00:00.000
"12/08/2024","12/14/2024","12/26/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.2,"Pct",2024,50,2024-12-09 00:00:00.000
"12/08/2024","12/14/2024","12/26/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",4650,"Head",2024,50,2024-12-09 00:00:00.000
"12/08/2024","12/14/2024","12/26/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2487906,"Head",2024,50,2024-12-09 00:00:00.000
"12/08/2024","12/14/2024","12/26/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,50,2024-12-09 00:00:00.000
"12/01/2024","12/07/2024","12/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.2,"Pct",2024,49,2024-12-02 00:00:00.000
"12/01/2024","12/07/2024","12/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.6,"Pct",2024,49,2024-12-02 00:00:00.000
"12/01/2024","12/07/2024","12/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",67587,"Head",2024,49,2024-12-02 00:00:00.000
"12/01/2024","12/07/2024","12/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5042,"Head",2024,49,2024-12-02 00:00:00.000
"12/01/2024","12/07/2024","12/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,49,2024-12-02 00:00:00.000
"12/01/2024","12/07/2024","12/19/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2531161,"Head",2024,49,2024-12-02 00:00:00.000
"11/24/2024","11/30/2024","12/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,48,2024-11-25 00:00:00.000
"11/24/2024","11/30/2024","12/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",40375,"Head",2024,48,2024-11-25 00:00:00.000
"11/24/2024","11/30/2024","12/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",1.8,"Pct",2024,48,2024-11-25 00:00:00.000
"11/24/2024","11/30/2024","12/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",98.1,"Pct",2024,48,2024-11-25 00:00:00.000
"11/24/2024","11/30/2024","12/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",3854,"Head",2024,48,2024-11-25 00:00:00.000
"11/24/2024","11/30/2024","12/12/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2240194,"Head",2024,48,2024-11-25 00:00:00.000
"11/17/2024","11/23/2024","12/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,47,2024-11-18 00:00:00.000
"11/17/2024","11/23/2024","12/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",4636,"Head",2024,47,2024-11-18 00:00:00.000
"11/17/2024","11/23/2024","12/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",64658,"Head",2024,47,2024-11-18 00:00:00.000
"11/17/2024","11/23/2024","12/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2511081,"Head",2024,47,2024-11-18 00:00:00.000
"11/17/2024","11/23/2024","12/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.5,"Pct",2024,47,2024-11-18 00:00:00.000
"11/17/2024","11/23/2024","12/05/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.3,"Pct",2024,47,2024-11-18 00:00:00.000
"11/10/2024","11/16/2024","11/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2567807,"Head",2024,46,2024-11-11 00:00:00.000
"11/10/2024","11/16/2024","11/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5371,"Head",2024,46,2024-11-11 00:00:00.000
"11/10/2024","11/16/2024","11/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,46,2024-11-11 00:00:00.000
"11/10/2024","11/16/2024","11/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.6,"Pct",2024,46,2024-11-11 00:00:00.000
"11/10/2024","11/16/2024","11/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.2,"Pct",2024,46,2024-11-11 00:00:00.000
"11/10/2024","11/16/2024","11/29/2024 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59002,"Head",2024,46,2024-11-11 00:00:00.000
"11/03/2024","11/09/2024","11/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2532214,"Head",2024,45,2024-11-04 00:00:00.000
"11/03/2024","11/09/2024","11/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2024,45,2024-11-04 00:00:00.000
"11/03/2024","11/09/2024","11/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2024,45,2024-11-04 00:00:00.000
"11/03/2024","11/09/2024","11/21/2024 10:00:01","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2024,45,2024-11-04 00:00:00.000
