report_date,published_date,description,commodity,type,class,volume,unit,Year,IndexbyYear
2025-06-02 00:00:00.000,"06/20/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",61,"lbs",2025,23
2025-06-02 00:00:00.000,"06/20/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",65,"lbs",2025,23
2025-06-02 00:00:00.000,"06/20/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",60,"lbs",2025,23
2025-05-26 00:00:00.000,"06/12/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",64,"lbs",2025,22
2025-05-26 00:00:00.000,"06/12/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",63,"lbs",2025,22
2025-05-26 00:00:00.000,"06/12/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",64,"lbs",2025,22
2025-05-19 00:00:00.000,"06/05/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",65,"lbs",2025,21
2025-05-19 00:00:00.000,"06/05/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",63,"lbs",2025,21
2025-05-19 00:00:00.000,"06/05/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",65,"lbs",2025,21
2025-05-12 00:00:00.000,"05/29/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",63,"lbs",2025,20
2025-05-12 00:00:00.000,"05/29/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",63,"lbs",2025,20
2025-05-12 00:00:00.000,"05/29/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",67,"lbs",2025,20
2025-05-05 00:00:00.000,"05/22/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",64,"lbs",2025,19
2025-05-05 00:00:00.000,"05/22/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",65,"lbs",2025,19
2025-05-05 00:00:00.000,"05/22/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",64,"lbs",2025,19
2025-04-28 00:00:00.000,"05/15/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",68,"lbs",2025,18
2025-04-28 00:00:00.000,"05/15/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",66,"lbs",2025,18
2025-04-28 00:00:00.000,"05/15/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",66,"lbs",2025,18
2025-04-21 00:00:00.000,"05/08/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",63,"lbs",2025,17
2025-04-21 00:00:00.000,"05/08/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",63,"lbs",2025,17
2025-04-21 00:00:00.000,"05/08/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",67,"lbs",2025,17
2025-04-14 00:00:00.000,"05/01/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",58,"lbs",2025,16
2025-04-14 00:00:00.000,"05/01/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",63,"lbs",2025,16
2025-04-14 00:00:00.000,"05/01/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",59,"lbs",2025,16
2025-04-07 00:00:00.000,"04/24/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",64,"lbs",2025,15
2025-04-07 00:00:00.000,"04/24/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",65,"lbs",2025,15
2025-04-07 00:00:00.000,"04/24/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",65,"lbs",2025,15
2025-03-31 00:00:00.000,"04/17/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",69,"lbs",2025,14
2025-03-31 00:00:00.000,"04/17/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",69,"lbs",2025,14
2025-03-31 00:00:00.000,"04/17/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",64,"lbs",2025,14
2025-03-24 00:00:00.000,"04/10/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",67,"lbs",2025,13
2025-03-24 00:00:00.000,"04/10/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",65,"lbs",2025,13
2025-03-24 00:00:00.000,"04/10/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",65,"lbs",2025,13
2025-03-17 00:00:00.000,"04/03/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",67,"lbs",2025,12
2025-03-17 00:00:00.000,"04/03/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",66,"lbs",2025,12
2025-03-17 00:00:00.000,"04/03/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",66,"lbs",2025,12
2025-03-10 00:00:00.000,"03/27/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",65,"lbs",2025,11
2025-03-10 00:00:00.000,"03/27/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",65,"lbs",2025,11
2025-03-10 00:00:00.000,"03/27/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",66,"lbs",2025,11
2025-03-03 00:00:00.000,"03/20/2025 10:00:03","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",65,"lbs",2025,10
2025-03-03 00:00:00.000,"03/20/2025 10:00:03","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",64,"lbs",2025,10
2025-03-03 00:00:00.000,"03/20/2025 10:00:03","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",65,"lbs",2025,10
2025-02-24 00:00:00.000,"03/13/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",62,"lbs",2025,9
2025-02-24 00:00:00.000,"03/13/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",62,"lbs",2025,9
2025-02-24 00:00:00.000,"03/13/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",69,"lbs",2025,9
2025-02-17 00:00:00.000,"03/06/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",67,"lbs",2025,8
2025-02-17 00:00:00.000,"03/06/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",64,"lbs",2025,8
2025-02-17 00:00:00.000,"03/06/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",64,"lbs",2025,8
2025-02-10 00:00:00.000,"02/27/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",66,"lbs",2025,7
2025-02-10 00:00:00.000,"02/27/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",65,"lbs",2025,7
2025-02-10 00:00:00.000,"02/27/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",65,"lbs",2025,7
2025-02-03 00:00:00.000,"02/20/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",63,"lbs",2025,6
2025-02-03 00:00:00.000,"02/20/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",64,"lbs",2025,6
2025-02-03 00:00:00.000,"02/20/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",64,"lbs",2025,6
2025-01-27 00:00:00.000,"02/13/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",64,"lbs",2025,5
2025-01-27 00:00:00.000,"02/13/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",64,"lbs",2025,5
2025-01-27 00:00:00.000,"02/13/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",66,"lbs",2025,5
2025-01-20 00:00:00.000,"02/06/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",64,"lbs",2025,4
2025-01-20 00:00:00.000,"02/06/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",65,"lbs",2025,4
2025-01-20 00:00:00.000,"02/06/2025 10:00:02","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",65,"lbs",2025,4
2025-01-13 00:00:00.000,"01/30/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",63,"lbs",2025,3
2025-01-13 00:00:00.000,"01/30/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",64,"lbs",2025,3
2025-01-13 00:00:00.000,"01/30/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",65,"lbs",2025,3
2025-01-06 00:00:00.000,"01/23/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Mature Sheep",66,"lbs",2025,2
2025-01-06 00:00:00.000,"01/23/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Sheep",64,"lbs",2025,2
2025-01-06 00:00:00.000,"01/23/2025 10:00:01","Dressed Weight","Slaughter Sheep","Lamb/Mutton","Lambs & Yearlings",64,"lbs",2025,2
2025-11-17 00:00:00.000,"12/04/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",216,"lbs",2025,47
2025-11-17 00:00:00.000,"12/04/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Hogs",218,"lbs",2025,47
2025-11-17 00:00:00.000,"12/04/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Boars",231,"lbs",2025,47
2025-11-17 00:00:00.000,"12/04/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Sows",305,"lbs",2025,47
2025-11-10 00:00:00.000,"11/28/2025 08:14:27","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",216,"lbs",2025,46
2025-11-10 00:00:00.000,"11/28/2025 08:14:27","Dressed Weight","Slaughter Hogs","Pork","Boars",243,"lbs",2025,46
2025-11-10 00:00:00.000,"11/28/2025 08:14:27","Dressed Weight","Slaughter Hogs","Pork","Sows",299,"lbs",2025,46
2025-11-10 00:00:00.000,"11/28/2025 08:14:27","Dressed Weight","Slaughter Hogs","Pork","Hogs",217,"lbs",2025,46
2025-11-03 00:00:00.000,"11/20/2025 08:29:32","Dressed Weight","Slaughter Hogs","Pork","Sows",302,"lbs",2025,45
2025-11-03 00:00:00.000,"11/20/2025 08:29:32","Dressed Weight","Slaughter Hogs","Pork","Hogs",217,"lbs",2025,45
2025-11-03 00:00:00.000,"11/20/2025 08:29:32","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",216,"lbs",2025,45
2025-11-03 00:00:00.000,"11/20/2025 08:29:32","Dressed Weight","Slaughter Hogs","Pork","Boars",244,"lbs",2025,45
2025-10-27 00:00:00.000,"11/18/2025 12:25:24","Dressed Weight","Slaughter Hogs","Pork","Hogs",217,"lbs",2025,44
2025-10-27 00:00:00.000,"11/18/2025 12:25:24","Dressed Weight","Slaughter Hogs","Pork","Sows",304,"lbs",2025,44
2025-10-27 00:00:00.000,"11/18/2025 12:25:24","Dressed Weight","Slaughter Hogs","Pork","Boars",227,"lbs",2025,44
2025-10-27 00:00:00.000,"11/18/2025 12:25:24","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",215,"lbs",2025,44
2025-10-20 00:00:00.000,"11/18/2025 12:24:29","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",215,"lbs",2025,43
2025-10-20 00:00:00.000,"11/18/2025 12:24:29","Dressed Weight","Slaughter Hogs","Pork","Hogs",217,"lbs",2025,43
2025-10-20 00:00:00.000,"11/18/2025 12:24:29","Dressed Weight","Slaughter Hogs","Pork","Boars",245,"lbs",2025,43
2025-10-20 00:00:00.000,"11/18/2025 12:24:29","Dressed Weight","Slaughter Hogs","Pork","Sows",299,"lbs",2025,43
2025-10-13 00:00:00.000,"11/18/2025 12:23:38","Dressed Weight","Slaughter Hogs","Pork","Boars",240,"lbs",2025,42
2025-10-13 00:00:00.000,"11/18/2025 12:23:38","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",213,"lbs",2025,42
2025-10-13 00:00:00.000,"11/18/2025 12:23:38","Dressed Weight","Slaughter Hogs","Pork","Sows",304,"lbs",2025,42
2025-10-13 00:00:00.000,"11/18/2025 12:23:38","Dressed Weight","Slaughter Hogs","Pork","Hogs",215,"lbs",2025,42
2025-10-06 00:00:00.000,"11/18/2025 12:22:12","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",214,"lbs",2025,41
2025-10-06 00:00:00.000,"11/18/2025 12:22:12","Dressed Weight","Slaughter Hogs","Pork","Boars",250,"lbs",2025,41
2025-10-06 00:00:00.000,"11/18/2025 12:22:12","Dressed Weight","Slaughter Hogs","Pork","Hogs",216,"lbs",2025,41
2025-10-06 00:00:00.000,"11/18/2025 12:22:12","Dressed Weight","Slaughter Hogs","Pork","Sows",302,"lbs",2025,41
2025-09-29 00:00:00.000,"11/18/2025 12:20:26","Dressed Weight","Slaughter Hogs","Pork","Boars",237,"lbs",2025,40
2025-09-29 00:00:00.000,"11/18/2025 12:20:26","Dressed Weight","Slaughter Hogs","Pork","Hogs",215,"lbs",2025,40
2025-09-29 00:00:00.000,"11/18/2025 12:20:26","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",213,"lbs",2025,40
2025-09-29 00:00:00.000,"11/18/2025 12:20:26","Dressed Weight","Slaughter Hogs","Pork","Sows",302,"lbs",2025,40
2025-09-22 00:00:00.000,"11/18/2025 12:19:13","Dressed Weight","Slaughter Hogs","Pork","Hogs",214,"lbs",2025,39
2025-09-22 00:00:00.000,"11/18/2025 12:19:13","Dressed Weight","Slaughter Hogs","Pork","Sows",301,"lbs",2025,39
2025-09-22 00:00:00.000,"11/18/2025 12:19:13","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",212,"lbs",2025,39
2025-09-22 00:00:00.000,"11/18/2025 12:19:13","Dressed Weight","Slaughter Hogs","Pork","Boars",239,"lbs",2025,39
2025-09-15 00:00:00.000,"11/18/2025 12:17:23","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",211,"lbs",2025,38
2025-09-15 00:00:00.000,"11/18/2025 12:17:23","Dressed Weight","Slaughter Hogs","Pork","Sows",300,"lbs",2025,38
2025-09-15 00:00:00.000,"11/18/2025 12:17:23","Dressed Weight","Slaughter Hogs","Pork","Boars",222,"lbs",2025,38
2025-09-15 00:00:00.000,"11/18/2025 12:17:23","Dressed Weight","Slaughter Hogs","Pork","Hogs",213,"lbs",2025,38
2025-09-08 00:00:00.000,"09/25/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",211,"lbs",2025,37
2025-09-08 00:00:00.000,"09/25/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",236,"lbs",2025,37
2025-09-08 00:00:00.000,"09/25/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",299,"lbs",2025,37
2025-09-08 00:00:00.000,"09/25/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",213,"lbs",2025,37
2025-09-01 00:00:00.000,"09/18/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Boars",238,"lbs",2025,36
2025-09-01 00:00:00.000,"09/18/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,36
2025-09-01 00:00:00.000,"09/18/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Hogs",212,"lbs",2025,36
2025-09-01 00:00:00.000,"09/18/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",210,"lbs",2025,36
2025-08-25 00:00:00.000,"09/11/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",210,"lbs",2025,35
2025-08-25 00:00:00.000,"09/11/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",241,"lbs",2025,35
2025-08-25 00:00:00.000,"09/11/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",208,"lbs",2025,35
2025-08-25 00:00:00.000,"09/11/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",299,"lbs",2025,35
2025-08-18 00:00:00.000,"09/04/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",297,"lbs",2025,34
2025-08-18 00:00:00.000,"09/04/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",209,"lbs",2025,34
2025-08-18 00:00:00.000,"09/04/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",246,"lbs",2025,34
2025-08-18 00:00:00.000,"09/04/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",207,"lbs",2025,34
2025-08-11 00:00:00.000,"08/28/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",237,"lbs",2025,33
2025-08-11 00:00:00.000,"08/28/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",207,"lbs",2025,33
2025-08-11 00:00:00.000,"08/28/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",297,"lbs",2025,33
2025-08-11 00:00:00.000,"08/28/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",209,"lbs",2025,33
2025-08-04 00:00:00.000,"08/21/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",207,"lbs",2025,32
2025-08-04 00:00:00.000,"08/21/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Hogs",209,"lbs",2025,32
2025-08-04 00:00:00.000,"08/21/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Sows",299,"lbs",2025,32
2025-08-04 00:00:00.000,"08/21/2025 10:00:03","Dressed Weight","Slaughter Hogs","Pork","Boars",222,"lbs",2025,32
2025-07-28 00:00:00.000,"08/14/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",207,"lbs",2025,31
2025-07-28 00:00:00.000,"08/14/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Hogs",209,"lbs",2025,31
2025-07-28 00:00:00.000,"08/14/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Boars",232,"lbs",2025,31
2025-07-28 00:00:00.000,"08/14/2025 10:00:04","Dressed Weight","Slaughter Hogs","Pork","Sows",300,"lbs",2025,31
2025-07-21 00:00:00.000,"08/07/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",208,"lbs",2025,30
2025-07-21 00:00:00.000,"08/07/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",300,"lbs",2025,30
2025-07-21 00:00:00.000,"08/07/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",210,"lbs",2025,30
2025-07-21 00:00:00.000,"08/07/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",243,"lbs",2025,30
2025-07-14 00:00:00.000,"07/31/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,29
2025-07-14 00:00:00.000,"07/31/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Hogs",211,"lbs",2025,29
2025-07-14 00:00:00.000,"07/31/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",209,"lbs",2025,29
2025-07-14 00:00:00.000,"07/31/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Boars",231,"lbs",2025,29
2025-07-07 00:00:00.000,"07/24/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",211,"lbs",2025,28
2025-07-07 00:00:00.000,"07/24/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",300,"lbs",2025,28
2025-07-07 00:00:00.000,"07/24/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",231,"lbs",2025,28
2025-07-07 00:00:00.000,"07/24/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",209,"lbs",2025,28
2025-06-30 00:00:00.000,"07/17/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Boars",238,"lbs",2025,27
2025-06-30 00:00:00.000,"07/17/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Sows",298,"lbs",2025,27
2025-06-30 00:00:00.000,"07/17/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",208,"lbs",2025,27
2025-06-30 00:00:00.000,"07/17/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Hogs",210,"lbs",2025,27
2025-06-23 00:00:00.000,"07/10/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",234,"lbs",2025,26
2025-06-23 00:00:00.000,"07/10/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",211,"lbs",2025,26
2025-06-23 00:00:00.000,"07/10/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,26
2025-06-23 00:00:00.000,"07/10/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",209,"lbs",2025,26
2025-06-16 00:00:00.000,"07/03/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",213,"lbs",2025,25
2025-06-16 00:00:00.000,"07/03/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",302,"lbs",2025,25
2025-06-16 00:00:00.000,"07/03/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",211,"lbs",2025,25
2025-06-16 00:00:00.000,"07/03/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",234,"lbs",2025,25
2025-06-09 00:00:00.000,"06/26/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,24
2025-06-09 00:00:00.000,"06/26/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",212,"lbs",2025,24
2025-06-09 00:00:00.000,"06/26/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Boars",231,"lbs",2025,24
2025-06-09 00:00:00.000,"06/26/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Hogs",214,"lbs",2025,24
2025-06-02 00:00:00.000,"06/20/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",215,"lbs",2025,23
2025-06-02 00:00:00.000,"06/20/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",212,"lbs",2025,23
2025-06-02 00:00:00.000,"06/20/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",302,"lbs",2025,23
2025-06-02 00:00:00.000,"06/20/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",233,"lbs",2025,23
2025-05-26 00:00:00.000,"06/12/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",301,"lbs",2025,22
2025-05-26 00:00:00.000,"06/12/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",214,"lbs",2025,22
2025-05-26 00:00:00.000,"06/12/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",216,"lbs",2025,22
2025-05-26 00:00:00.000,"06/12/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",225,"lbs",2025,22
2025-05-19 00:00:00.000,"06/05/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Hogs",215,"lbs",2025,21
2025-05-19 00:00:00.000,"06/05/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Sows",302,"lbs",2025,21
2025-05-19 00:00:00.000,"06/05/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Boars",226,"lbs",2025,21
2025-05-19 00:00:00.000,"06/05/2025 10:00:01","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",213,"lbs",2025,21
2025-05-12 00:00:00.000,"05/29/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",226,"lbs",2025,20
2025-05-12 00:00:00.000,"05/29/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",215,"lbs",2025,20
2025-05-12 00:00:00.000,"05/29/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,20
2025-05-12 00:00:00.000,"05/29/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",213,"lbs",2025,20
2025-05-05 00:00:00.000,"05/22/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",214,"lbs",2025,19
2025-05-05 00:00:00.000,"05/22/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",225,"lbs",2025,19
2025-05-05 00:00:00.000,"05/22/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",298,"lbs",2025,19
2025-05-05 00:00:00.000,"05/22/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",216,"lbs",2025,19
2025-04-28 00:00:00.000,"05/15/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",220,"lbs",2025,18
2025-04-28 00:00:00.000,"05/15/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",214,"lbs",2025,18
2025-04-28 00:00:00.000,"05/15/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",217,"lbs",2025,18
2025-04-28 00:00:00.000,"05/15/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,18
2025-04-21 00:00:00.000,"05/08/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",215,"lbs",2025,17
2025-04-21 00:00:00.000,"05/08/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",217,"lbs",2025,17
2025-04-21 00:00:00.000,"05/08/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",230,"lbs",2025,17
2025-04-21 00:00:00.000,"05/08/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,17
2025-04-14 00:00:00.000,"05/01/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Hogs",217,"lbs",2025,16
2025-04-14 00:00:00.000,"05/01/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",304,"lbs",2025,16
2025-04-14 00:00:00.000,"05/01/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Boars",219,"lbs",2025,16
2025-04-14 00:00:00.000,"05/01/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Barrows & Gilts",215,"lbs",2025,16
2025-04-07 00:00:00.000,"04/24/2025 10:00:02","Dressed Weight","Slaughter Hogs","Pork","Sows",303,"lbs",2025,15
