report_date,purchase_type,price_5day,Name,Year,IndexbyYear,wtd_avg
2025-07-18 00:00:00.000,"Negotiated (carcass basis)",112.04,"Western Cornbelt",2025,140,106.14
2025-07-17 00:00:00.000,"Negotiated (carcass basis)",111.98,"Western Cornbelt",2025,139,110.96
2025-07-16 00:00:00.000,"Negotiated (carcass basis)",112.25,"Western Cornbelt",2025,138,112.43
2025-07-15 00:00:00.000,"Negotiated (carcass basis)",112.13,"Western Cornbelt",2025,137,112.96
2025-07-14 00:00:00.000,"Negotiated (carcass basis)",111.56,"Western Cornbelt",2025,136,109.58
2025-07-11 00:00:00.000,"Negotiated (carcass basis)",111.96,"Western Cornbelt",2025,135,107.32
2025-07-10 00:00:00.000,"Negotiated (carcass basis)",112.46,"Western Cornbelt",2025,134,113.22
2025-07-09 00:00:00.000,"Negotiated (carcass basis)",111.73,"Western Cornbelt",2025,133,111.99
2025-07-03 00:00:00.000,"Negotiated (carcass basis)",111.68,"Western Cornbelt",2025,130,110.82
2025-07-02 00:00:00.000,"Negotiated (carcass basis)",111.45,"Western Cornbelt",2025,129,112.06
2025-07-01 00:00:00.000,"Negotiated (carcass basis)",110.87,"Western Cornbelt",2025,128,111.41
2025-06-30 00:00:00.000,"Negotiated (carcass basis)",110.93,"Western Cornbelt",2025,127,111.79
2025-06-26 00:00:00.000,"Negotiated (carcass basis)",110.7,"Western Cornbelt",2025,125,108.51
2025-06-24 00:00:00.000,"Negotiated (carcass basis)",113.61,"Western Cornbelt",2025,123,111.49
2025-06-23 00:00:00.000,"Negotiated (carcass basis)",113.27,"Western Cornbelt",2025,122,109.91
2025-06-20 00:00:00.000,"Negotiated (carcass basis)",113.2,"Western Cornbelt",2025,121,111.74
2025-06-19 00:00:00.000,"Negotiated (carcass basis)",112.67,"Western Cornbelt",2025,120,114.26
2025-06-18 00:00:00.000,"Negotiated (carcass basis)",111.36,"Western Cornbelt",2025,119,114.26
2025-06-17 00:00:00.000,"Negotiated (carcass basis)",107.77,"Western Cornbelt",2025,118,109.92
2025-06-16 00:00:00.000,"Negotiated (carcass basis)",106.71,"Western Cornbelt",2025,117,107.58
2025-06-13 00:00:00.000,"Negotiated (carcass basis)",106.58,"Western Cornbelt",2025,116,105.71
2025-06-12 00:00:00.000,"Negotiated (carcass basis)",106.53,"Western Cornbelt",2025,115,106.45
2025-06-11 00:00:00.000,"Negotiated (carcass basis)",105.71,"Western Cornbelt",2025,114,107.74
2025-06-10 00:00:00.000,"Negotiated (carcass basis)",104.56,"Western Cornbelt",2025,113,106.21
2025-06-09 00:00:00.000,"Negotiated (carcass basis)",102.85,"Western Cornbelt",2025,112,104.71
2025-06-06 00:00:00.000,"Negotiated (carcass basis)",102.7,"Western Cornbelt",2025,111,102.5
2025-06-05 00:00:00.000,"Negotiated (carcass basis)",101.94,"Western Cornbelt",2025,110,102.71
2025-06-04 00:00:00.000,"Negotiated (carcass basis)",101.26,"Western Cornbelt",2025,109,103.46
2025-06-03 00:00:00.000,"Negotiated (carcass basis)",100.39,"Western Cornbelt",2025,108,102.19
2025-05-30 00:00:00.000,"Negotiated (carcass basis)",99.66,"Western Cornbelt",2025,106,96.91
2025-05-29 00:00:00.000,"Negotiated (carcass basis)",99.83,"Western Cornbelt",2025,105,100.58
2025-05-28 00:00:00.000,"Negotiated (carcass basis)",98.5,"Western Cornbelt",2025,104,99.85
2025-05-23 00:00:00.000,"Negotiated (carcass basis)",95.27,"Western Cornbelt",2025,102,96.9
2025-05-22 00:00:00.000,"Negotiated (carcass basis)",95.11,"Western Cornbelt",2025,101,96.45
2025-05-21 00:00:00.000,"Negotiated (carcass basis)",94.75,"Western Cornbelt",2025,100,95.56
2025-05-20 00:00:00.000,"Negotiated (carcass basis)",94.16,"Western Cornbelt",2025,99,93.91
2025-05-15 00:00:00.000,"Negotiated (carcass basis)",94.51,"Western Cornbelt",2025,96,94.44
2025-05-14 00:00:00.000,"Negotiated (carcass basis)",94.66,"Western Cornbelt",2025,95,94.48
2025-05-13 00:00:00.000,"Negotiated (carcass basis)",94.3,"Western Cornbelt",2025,94,94.4
2025-05-09 00:00:00.000,"Negotiated (carcass basis)",93.72,"Western Cornbelt",2025,92,94.86
2025-05-08 00:00:00.000,"Negotiated (carcass basis)",93.42,"Western Cornbelt",2025,91,95.44
2025-05-07 00:00:00.000,"Negotiated (carcass basis)",93.05,"Western Cornbelt",2025,90,93.17
2025-05-06 00:00:00.000,"Negotiated (carcass basis)",93.1,"Western Cornbelt",2025,89,93.57
2025-05-05 00:00:00.000,"Negotiated (carcass basis)",92.86,"Western Cornbelt",2025,88,90.09
2025-05-02 00:00:00.000,"Negotiated (carcass basis)",92.87,"Western Cornbelt",2025,87,92.29
2025-05-01 00:00:00.000,"Negotiated (carcass basis)",92.83,"Western Cornbelt",2025,86,92.97
2025-04-30 00:00:00.000,"Negotiated (carcass basis)",92.53,"Western Cornbelt",2025,85,93.45
2025-04-29 00:00:00.000,"Negotiated (carcass basis)",92.24,"Western Cornbelt",2025,84,93.02
2025-04-28 00:00:00.000,"Negotiated (carcass basis)",91.35,"Western Cornbelt",2025,83,90.51
2025-04-25 00:00:00.000,"Negotiated (carcass basis)",91.4,"Western Cornbelt",2025,82,92.27
2025-04-24 00:00:00.000,"Negotiated (carcass basis)",90.93,"Western Cornbelt",2025,81,91.61
2025-04-23 00:00:00.000,"Negotiated (carcass basis)",90.74,"Western Cornbelt",2025,80,92.18
2025-04-22 00:00:00.000,"Negotiated (carcass basis)",88.48,"Western Cornbelt",2025,79,90.25
2025-04-18 00:00:00.000,"Negotiated (carcass basis)",86.62,"Western Cornbelt",2025,77,84.39
2025-04-16 00:00:00.000,"Negotiated (carcass basis)",86.19,"Western Cornbelt",2025,75,87.18
2025-04-15 00:00:00.000,"Negotiated (carcass basis)",85.57,"Western Cornbelt",2025,74,86.39
2025-04-11 00:00:00.000,"Negotiated (carcass basis)",85.94,"Western Cornbelt",2025,72,82.8
2025-04-10 00:00:00.000,"Negotiated (carcass basis)",86.43,"Western Cornbelt",2025,71,86.16
2025-04-08 00:00:00.000,"Negotiated (carcass basis)",87.29,"Western Cornbelt",2025,69,87.1
2025-04-07 00:00:00.000,"Negotiated (carcass basis)",87.72,"Western Cornbelt",2025,68,84.36
2025-04-04 00:00:00.000,"Negotiated (carcass basis)",88.57,"Western Cornbelt",2025,67,87.61
2025-04-03 00:00:00.000,"Negotiated (carcass basis)",88.7,"Western Cornbelt",2025,66,87.74
2025-04-02 00:00:00.000,"Negotiated (carcass basis)",88.65,"Western Cornbelt",2025,65,89.41
2025-04-01 00:00:00.000,"Negotiated (carcass basis)",88.32,"Western Cornbelt",2025,64,88.31
2025-03-31 00:00:00.000,"Negotiated (carcass basis)",88.42,"Western Cornbelt",2025,63,88.78
2025-03-28 00:00:00.000,"Negotiated (carcass basis)",88.75,"Western Cornbelt",2025,62,89.24
2025-03-27 00:00:00.000,"Negotiated (carcass basis)",88.67,"Western Cornbelt",2025,61,87.92
2025-03-26 00:00:00.000,"Negotiated (carcass basis)",88.87,"Western Cornbelt",2025,60,88.23
2025-03-25 00:00:00.000,"Negotiated (carcass basis)",89.9,"Western Cornbelt",2025,59,88.75
2025-03-24 00:00:00.000,"Negotiated (carcass basis)",89.64,"Western Cornbelt",2025,58,90.3
2025-03-21 00:00:00.000,"Negotiated (carcass basis)",89.32,"Western Cornbelt",2025,57,88.16
2025-03-20 00:00:00.000,"Negotiated (carcass basis)",89.4,"Western Cornbelt",2025,56,89.45
2025-03-19 00:00:00.000,"Negotiated (carcass basis)",89.41,"Western Cornbelt",2025,55,91.29
2025-03-18 00:00:00.000,"Negotiated (carcass basis)",89.49,"Western Cornbelt",2025,54,88.21
2025-03-17 00:00:00.000,"Negotiated (carcass basis)",90.48,"Western Cornbelt",2025,53,88.05
2025-03-14 00:00:00.000,"Negotiated (carcass basis)",90.65,"Western Cornbelt",2025,52,88.46
2025-03-13 00:00:00.000,"Negotiated (carcass basis)",90.7,"Western Cornbelt",2025,51,89.53
2025-03-12 00:00:00.000,"Negotiated (carcass basis)",90.88,"Western Cornbelt",2025,50,91.88
2025-03-11 00:00:00.000,"Negotiated (carcass basis)",90.25,"Western Cornbelt",2025,49,90.98
2025-03-10 00:00:00.000,"Negotiated (carcass basis)",89.83,"Western Cornbelt",2025,48,88.93
2025-03-07 00:00:00.000,"Negotiated (carcass basis)",89.98,"Western Cornbelt",2025,47,88.47
2025-03-06 00:00:00.000,"Negotiated (carcass basis)",90.08,"Western Cornbelt",2025,46,91.31
2025-03-05 00:00:00.000,"Negotiated (carcass basis)",89.68,"Western Cornbelt",2025,45,90.17
2025-03-04 00:00:00.000,"Negotiated (carcass basis)",89.6,"Western Cornbelt",2025,44,89.44
2025-02-28 00:00:00.000,"Negotiated (carcass basis)",89.56,"Western Cornbelt",2025,42,89.52
2025-02-27 00:00:00.000,"Negotiated (carcass basis)",89.7,"Western Cornbelt",2025,41,89.07
2025-02-26 00:00:00.000,"Negotiated (carcass basis)",89.83,"Western Cornbelt",2025,40,90.09
2025-02-25 00:00:00.000,"Negotiated (carcass basis)",90.31,"Western Cornbelt",2025,39,89.51
2025-02-24 00:00:00.000,"Negotiated (carcass basis)",91.54,"Western Cornbelt",2025,38,87.66
2025-02-21 00:00:00.000,"Negotiated (carcass basis)",91.57,"Western Cornbelt",2025,37,90.37
2025-02-20 00:00:00.000,"Negotiated (carcass basis)",91.46,"Western Cornbelt",2025,36,90.12
2025-02-19 00:00:00.000,"Negotiated (carcass basis)",91.4,"Western Cornbelt",2025,35,91.44
2025-02-18 00:00:00.000,"Negotiated (carcass basis)",91.04,"Western Cornbelt",2025,34,92.21
2025-02-17 00:00:00.000,"Negotiated (carcass basis)",89.74,"Western Cornbelt",2025,33,90.55
2025-02-14 00:00:00.000,"Negotiated (carcass basis)",89.67,"Western Cornbelt",2025,32,88.75
2025-02-13 00:00:00.000,"Negotiated (carcass basis)",89.3,"Western Cornbelt",2025,31,90.73
2025-02-12 00:00:00.000,"Negotiated (carcass basis)",88.81,"Western Cornbelt",2025,30,90.21
2025-02-11 00:00:00.000,"Negotiated (carcass basis)",87.37,"Western Cornbelt",2025,29,88.85
2025-02-07 00:00:00.000,"Negotiated (carcass basis)",86.55,"Western Cornbelt",2025,27,83.45
2025-02-06 00:00:00.000,"Negotiated (carcass basis)",86.37,"Western Cornbelt",2025,26,86.98
2025-02-05 00:00:00.000,"Negotiated (carcass basis)",86.29,"Western Cornbelt",2025,25,86.91
2025-01-31 00:00:00.000,"Negotiated (carcass basis)",84.11,"Western Cornbelt",2025,22,84.05
2025-01-29 00:00:00.000,"Negotiated (carcass basis)",83.86,"Western Cornbelt",2025,20,84.35
2025-01-28 00:00:00.000,"Negotiated (carcass basis)",82.5,"Western Cornbelt",2025,19,84.32
2025-01-27 00:00:00.000,"Negotiated (carcass basis)",81.08,"Western Cornbelt",2025,18,81.51
2025-01-24 00:00:00.000,"Negotiated (carcass basis)",80.95,"Western Cornbelt",2025,17,80.83
2025-01-22 00:00:00.000,"Negotiated (carcass basis)",80.77,"Western Cornbelt",2025,15,81.78
2025-01-21 00:00:00.000,"Negotiated (carcass basis)",80.23,"Western Cornbelt",2025,14,79.84
2025-01-20 00:00:00.000,"Negotiated (carcass basis)",80.27,"Western Cornbelt",2025,13,80.39
2025-01-17 00:00:00.000,"Negotiated (carcass basis)",80.14,"Western Cornbelt",2025,12,78.64
2025-01-16 00:00:00.000,"Negotiated (carcass basis)",80.22,"Western Cornbelt",2025,11,80.57
2025-01-15 00:00:00.000,"Negotiated (carcass basis)",80.03,"Western Cornbelt",2025,10,80.4
2025-01-14 00:00:00.000,"Negotiated (carcass basis)",79.3,"Western Cornbelt",2025,9,80.14
2025-01-13 00:00:00.000,"Negotiated (carcass basis)",78.96,"Western Cornbelt",2025,8,79.2
2025-01-10 00:00:00.000,"Negotiated (carcass basis)",79.05,"Western Cornbelt",2025,7,80.3
2025-01-09 00:00:00.000,"Negotiated (carcass basis)",79.08,"Western Cornbelt",2025,6,77.91
2025-01-08 00:00:00.000,"Negotiated (carcass basis)",79.26,"Western Cornbelt",2025,5,78.59
2025-01-07 00:00:00.000,"Negotiated (carcass basis)",79.58,"Western Cornbelt",2025,4,78.91
2025-01-06 00:00:00.000,"Negotiated (carcass basis)",79.9,"Western Cornbelt",2025,3,79.65
2025-01-03 00:00:00.000,"Negotiated (carcass basis)",79.93,"Western Cornbelt",2025,2,79.83
2025-01-02 00:00:00.000,"Negotiated (carcass basis)",79.74,"Western Cornbelt",2025,1,79.86
2024-12-31 00:00:00.000,"Negotiated (carcass basis)",79.58,"Western Cornbelt",2024,255,80.08
2024-12-30 00:00:00.000,"Negotiated (carcass basis)",79.15,"Western Cornbelt",2024,254,79.67
2024-12-27 00:00:00.000,"Negotiated (carcass basis)",79.3,"Western Cornbelt",2024,253,78.19
2024-12-26 00:00:00.000,"Negotiated (carcass basis)",79.46,"Western Cornbelt",2024,252,79.31
2024-12-23 00:00:00.000,"Negotiated (carcass basis)",78.98,"Western Cornbelt",2024,251,79.56
2024-12-18 00:00:00.000,"Negotiated (carcass basis)",78.81,"Western Cornbelt",2024,248,78.02
2024-12-17 00:00:00.000,"Negotiated (carcass basis)",79.85,"Western Cornbelt",2024,247,77.61
2024-12-16 00:00:00.000,"Negotiated (carcass basis)",81.17,"Western Cornbelt",2024,246,79.43
2024-12-13 00:00:00.000,"Negotiated (carcass basis)",81.39,"Western Cornbelt",2024,245,79.37
2024-12-12 00:00:00.000,"Negotiated (carcass basis)",81.63,"Western Cornbelt",2024,244,79.09
2024-12-11 00:00:00.000,"Negotiated (carcass basis)",82.22,"Western Cornbelt",2024,243,81.73
2024-12-10 00:00:00.000,"Negotiated (carcass basis)",83.41,"Western Cornbelt",2024,242,82.21
2024-12-09 00:00:00.000,"Negotiated (carcass basis)",85.86,"Western Cornbelt",2024,241,81.4
2024-12-05 00:00:00.000,"Negotiated (carcass basis)",87.33,"Western Cornbelt",2024,239,85.48
2024-12-04 00:00:00.000,"Negotiated (carcass basis)",87.6,"Western Cornbelt",2024,238,87.63
2024-12-03 00:00:00.000,"Negotiated (carcass basis)",87.62,"Western Cornbelt",2024,237,88.77
2024-12-02 00:00:00.000,"Negotiated (carcass basis)",87.1,"Western Cornbelt",2024,236,83.97
2024-11-29 00:00:00.000,"Negotiated (carcass basis)",87.47,"Western Cornbelt",2024,235,83.39
2024-11-27 00:00:00.000,"Negotiated (carcass basis)",87.4,"Western Cornbelt",2024,234,87.71
2024-11-26 00:00:00.000,"Negotiated (carcass basis)",86.65,"Western Cornbelt",2024,233,87.82
2024-11-22 00:00:00.000,"Negotiated (carcass basis)",83.71,"Western Cornbelt",2024,231,82.7
2024-11-20 00:00:00.000,"Negotiated (carcass basis)",84.69,"Western Cornbelt",2024,229,85.2
2024-11-19 00:00:00.000,"Negotiated (carcass basis)",86.86,"Western Cornbelt",2024,228,82.98
2024-11-15 00:00:00.000,"Negotiated (carcass basis)",86.84,"Western Cornbelt",2024,226,85.53
2024-11-14 00:00:00.000,"Negotiated (carcass basis)",86.95,"Western Cornbelt",2024,225,86.8
2024-11-13 00:00:00.000,"Negotiated (carcass basis)",86.82,"Western Cornbelt",2024,224,88.96
2024-11-12 00:00:00.000,"Negotiated (carcass basis)",84.18,"Western Cornbelt",2024,223,84.9
2024-11-11 00:00:00.000,"Negotiated (carcass basis)",83.63,"Western Cornbelt",2024,222,83.88
2024-11-07 00:00:00.000,"Negotiated (carcass basis)",83.4,"Western Cornbelt",2024,220,84.9
2024-11-06 00:00:00.000,"Negotiated (carcass basis)",83.08,"Western Cornbelt",2024,219,83.03
2024-11-05 00:00:00.000,"Negotiated (carcass basis)",84.31,"Western Cornbelt",2024,218,83.57
2024-11-01 00:00:00.000,"Negotiated (carcass basis)",83.62,"Western Cornbelt",2024,216,79.21
2024-10-31 00:00:00.000,"Negotiated (carcass basis)",82.43,"Western Cornbelt",2024,215,82.7
2024-10-30 00:00:00.000,"Negotiated (carcass basis)",81.71,"Western Cornbelt",2024,214,85.81
2024-10-29 00:00:00.000,"Negotiated (carcass basis)",79.59,"Western Cornbelt",2024,213,82.84
2024-10-28 00:00:00.000,"Negotiated (carcass basis)",77.69,"Western Cornbelt",2024,212,81.61
2024-10-25 00:00:00.000,"Negotiated (carcass basis)",76.86,"Western Cornbelt",2024,211,75.61
2024-10-24 00:00:00.000,"Negotiated (carcass basis)",76.62,"Western Cornbelt",2024,210,75.18
2024-10-23 00:00:00.000,"Negotiated (carcass basis)",76.83,"Western Cornbelt",2024,209,78.5
2024-10-22 00:00:00.000,"Negotiated (carcass basis)",76.48,"Western Cornbelt",2024,208,77.41
2024-10-18 00:00:00.000,"Negotiated (carcass basis)",74.91,"Western Cornbelt",2024,206,72.29
2024-10-17 00:00:00.000,"Negotiated (carcass basis)",75.38,"Western Cornbelt",2024,205,76.24
2024-10-15 00:00:00.000,"Negotiated (carcass basis)",75.23,"Western Cornbelt",2024,203,75.68
2024-10-11 00:00:00.000,"Negotiated (carcass basis)",75.93,"Western Cornbelt",2024,201,74.39
2024-10-09 00:00:00.000,"Negotiated (carcass basis)",76.2,"Western Cornbelt",2024,199,75.23
2024-10-08 00:00:00.000,"Negotiated (carcass basis)",76.51,"Western Cornbelt",2024,198,76.5
2024-10-07 00:00:00.000,"Negotiated (carcass basis)",77.38,"Western Cornbelt",2024,197,76.65
2024-10-02 00:00:00.000,"Negotiated (carcass basis)",77.27,"Western Cornbelt",2024,194,76.47
2024-10-01 00:00:00.000,"Negotiated (carcass basis)",77.45,"Western Cornbelt",2024,193,77.79
2024-09-30 00:00:00.000,"Negotiated (carcass basis)",76.81,"Western Cornbelt",2024,192,77.15
2024-09-27 00:00:00.000,"Negotiated (carcass basis)",76.76,"Western Cornbelt",2024,191,75.42
2024-09-26 00:00:00.000,"Negotiated (carcass basis)",76.95,"Western Cornbelt",2024,190,78.18
2024-09-25 00:00:00.000,"Negotiated (carcass basis)",76.62,"Western Cornbelt",2024,189,77.57
2024-09-24 00:00:00.000,"Negotiated (carcass basis)",76.37,"Western Cornbelt",2024,188,76.41
2024-09-23 00:00:00.000,"Negotiated (carcass basis)",76.98,"Western Cornbelt",2024,187,75.89
2024-09-20 00:00:00.000,"Negotiated (carcass basis)",77.04,"Western Cornbelt",2024,186,77.03
2024-09-19 00:00:00.000,"Negotiated (carcass basis)",76.96,"Western Cornbelt",2024,185,75.7
2024-09-17 00:00:00.000,"Negotiated (carcass basis)",77.09,"Western Cornbelt",2024,183,77.34
2024-09-16 00:00:00.000,"Negotiated (carcass basis)",77.66,"Western Cornbelt",2024,182,77.14
2024-09-13 00:00:00.000,"Negotiated (carcass basis)",77.94,"Western Cornbelt",2024,181,76.04
2024-09-12 00:00:00.000,"Negotiated (carcass basis)",77.99,"Western Cornbelt",2024,180,75.97
2024-09-11 00:00:00.000,"Negotiated (carcass basis)",78.11,"Western Cornbelt",2024,179,77.29
2024-09-10 00:00:00.000,"Negotiated (carcass basis)",78.45,"Western Cornbelt",2024,178,78.53
2024-09-09 00:00:00.000,"Negotiated (carcass basis)",78.48,"Western Cornbelt",2024,177,78.54
2024-09-06 00:00:00.000,"Negotiated (carcass basis)",78.46,"Western Cornbelt",2024,176,77.24
2024-09-05 00:00:00.000,"Negotiated (carcass basis)",78.48,"Western Cornbelt",2024,175,77.75
2024-09-04 00:00:00.000,"Negotiated (carcass basis)",78.46,"Western Cornbelt",2024,174,78.66
2024-09-03 00:00:00.000,"Negotiated (carcass basis)",77.85,"Western Cornbelt",2024,173,79
2024-08-30 00:00:00.000,"Negotiated (carcass basis)",78.77,"Western Cornbelt",2024,172,76.78
2024-08-29 00:00:00.000,"Negotiated (carcass basis)",79.16,"Western Cornbelt",2024,171,76.58
2024-08-28 00:00:00.000,"Negotiated (carcass basis)",79.48,"Western Cornbelt",2024,170,77.75
2024-08-27 00:00:00.000,"Negotiated (carcass basis)",80.57,"Western Cornbelt",2024,169,79.51
2024-08-26 00:00:00.000,"Negotiated (carcass basis)",82.33,"Western Cornbelt",2024,168,79.92
2024-08-23 00:00:00.000,"Negotiated (carcass basis)",82.71,"Western Cornbelt",2024,167,81.19
2024-08-21 00:00:00.000,"Negotiated (carcass basis)",83.45,"Western Cornbelt",2024,165,82.09
2024-08-20 00:00:00.000,"Negotiated (carcass basis)",84.03,"Western Cornbelt",2024,164,83.33
2024-08-16 00:00:00.000,"Negotiated (carcass basis)",83.88,"Western Cornbelt",2024,162,83
2024-08-15 00:00:00.000,"Negotiated (carcass basis)",83.85,"Western Cornbelt",2024,161,85.75
2024-08-14 00:00:00.000,"Negotiated (carcass basis)",83.87,"Western Cornbelt",2024,160,84.55
2024-08-13 00:00:00.000,"Negotiated (carcass basis)",84.3,"Western Cornbelt",2024,159,83.31
2024-08-12 00:00:00.000,"Negotiated (carcass basis)",85.32,"Western Cornbelt",2024,158,83
2024-08-09 00:00:00.000,"Negotiated (carcass basis)",85.56,"Western Cornbelt",2024,157,83.55
2024-08-08 00:00:00.000,"Negotiated (carcass basis)",85.72,"Western Cornbelt",2024,156,85.6
2024-08-07 00:00:00.000,"Negotiated (carcass basis)",85.74,"Western Cornbelt",2024,155,85.96
2024-08-06 00:00:00.000,"Negotiated (carcass basis)",85.69,"Western Cornbelt",2024,154,85.52
2024-08-01 00:00:00.000,"Negotiated (carcass basis)",85.62,"Western Cornbelt",2024,151,85.76
2024-07-31 00:00:00.000,"Negotiated (carcass basis)",85.53,"Western Cornbelt",2024,150,85.83
2024-07-30 00:00:00.000,"Negotiated (carcass basis)",85.44,"Western Cornbelt",2024,149,85.5
2024-07-29 00:00:00.000,"Negotiated (carcass basis)",85.05,"Western Cornbelt",2024,148,84.4
2024-07-25 00:00:00.000,"Negotiated (carcass basis)",84.87,"Western Cornbelt",2024,146,85.12
2024-07-24 00:00:00.000,"Negotiated (carcass basis)",85.02,"Western Cornbelt",2024,145,85.69
2024-07-23 00:00:00.000,"Negotiated (carcass basis)",84.97,"Western Cornbelt",2024,144,84.37
2024-07-22 00:00:00.000,"Negotiated (carcass basis)",85.25,"Western Cornbelt",2024,143,84.38
2024-07-19 00:00:00.000,"Negotiated (carcass basis)",85.17,"Western Cornbelt",2024,142,81.88
2024-07-18 00:00:00.000,"Negotiated (carcass basis)",85.1,"Western Cornbelt",2024,141,85.76
2024-07-17 00:00:00.000,"Negotiated (carcass basis)",85.06,"Western Cornbelt",2024,140,85.36
2024-07-16 00:00:00.000,"Negotiated (carcass basis)",86,"Western Cornbelt",2024,139,85.39
2024-07-15 00:00:00.000,"Negotiated (carcass basis)",88.71,"Western Cornbelt",2024,138,83.36
2024-07-12 00:00:00.000,"Negotiated (carcass basis)",89.27,"Western Cornbelt",2024,137,81.66
2024-07-11 00:00:00.000,"Negotiated (carcass basis)",89.64,"Western Cornbelt",2024,136,86.99
2024-07-10 00:00:00.000,"Negotiated (carcass basis)",89.72,"Western Cornbelt",2024,135,87.33
2024-07-09 00:00:00.000,"Negotiated (carcass basis)",91,"Western Cornbelt",2024,134,90.94
2024-07-08 00:00:00.000,"Negotiated (carcass basis)",91.54,"Western Cornbelt",2024,133,90.93
2024-07-05 00:00:00.000,"Negotiated (carcass basis)",91.6,"Western Cornbelt",2024,132,90.92
2024-07-03 00:00:00.000,"Negotiated (carcass basis)",91.32,"Western Cornbelt",2024,131,91.35
2024-07-02 00:00:00.000,"Negotiated (carcass basis)",90.92,"Western Cornbelt",2024,130,91.77
2024-07-01 00:00:00.000,"Negotiated (carcass basis)",89.37,"Western Cornbelt",2024,129,91.17
2024-06-28 00:00:00.000,"Negotiated (carcass basis)",88.93,"Western Cornbelt",2024,128,89.67
2024-06-27 00:00:00.000,"Negotiated (carcass basis)",88.48,"Western Cornbelt",2024,127,90.25
2024-06-26 00:00:00.000,"Negotiated (carcass basis)",88.17,"Western Cornbelt",2024,126,88.94
2024-06-25 00:00:00.000,"Negotiated (carcass basis)",87.88,"Western Cornbelt",2024,125,89.21
2024-06-24 00:00:00.000,"Negotiated (carcass basis)",87.68,"Western Cornbelt",2024,124,86.76
2024-06-21 00:00:00.000,"Negotiated (carcass basis)",87.82,"Western Cornbelt",2024,123,86.27
2024-06-20 00:00:00.000,"Negotiated (carcass basis)",88.06,"Western Cornbelt",2024,122,86.74
2024-06-19 00:00:00.000,"Negotiated (carcass basis)",88.28,"Western Cornbelt",2024,121,87.6
2024-06-18 00:00:00.000,"Negotiated (carcass basis)",88.37,"Western Cornbelt",2024,120,89.04
2024-06-14 00:00:00.000,"Negotiated (carcass basis)",87.8,"Western Cornbelt",2024,118,88.07
2024-06-12 00:00:00.000,"Negotiated (carcass basis)",87.6,"Western Cornbelt",2024,116,87.69
2024-06-11 00:00:00.000,"Negotiated (carcass basis)",88.04,"Western Cornbelt",2024,115,87.47
2024-06-10 00:00:00.000,"Negotiated (carcass basis)",88.48,"Western Cornbelt",2024,114,88.58
2024-06-07 00:00:00.000,"Negotiated (carcass basis)",88.57,"Western Cornbelt",2024,113,85.68
2024-06-05 00:00:00.000,"Negotiated (carcass basis)",88.67,"Western Cornbelt",2024,111,88.87
2024-06-04 00:00:00.000,"Negotiated (carcass basis)",88.93,"Western Cornbelt",2024,110,88.71
2024-06-03 00:00:00.000,"Negotiated (carcass basis)",88.84,"Western Cornbelt",2024,109,89.35
2024-05-30 00:00:00.000,"Negotiated (carcass basis)",88.59,"Western Cornbelt",2024,107,87.73
2024-05-29 00:00:00.000,"Negotiated (carcass basis)",88.85,"Western Cornbelt",2024,106,89.48
2024-05-28 00:00:00.000,"Negotiated (carcass basis)",87.99,"Western Cornbelt",2024,105,87.26
2024-05-24 00:00:00.000,"Negotiated (carcass basis)",87.85,"Western Cornbelt",2024,104,86.2
2024-05-23 00:00:00.000,"Negotiated (carcass basis)",88.06,"Western Cornbelt",2024,103,88.63
2024-05-22 00:00:00.000,"Negotiated (carcass basis)",88.19,"Western Cornbelt",2024,102,88.34
2024-05-21 00:00:00.000,"Negotiated (carcass basis)",88.32,"Western Cornbelt",2024,101,88.16
2024-05-20 00:00:00.000,"Negotiated (carcass basis)",89.04,"Western Cornbelt",2024,100,85.79
2024-05-17 00:00:00.000,"Negotiated (carcass basis)",89.52,"Western Cornbelt",2024,99,88.72
2024-05-16 00:00:00.000,"Negotiated (carcass basis)",89.62,"Western Cornbelt",2024,98,89.53
2024-05-15 00:00:00.000,"Negotiated (carcass basis)",89.67,"Western Cornbelt",2024,97,88.82
2024-05-14 00:00:00.000,"Negotiated (carcass basis)",91.01,"Western Cornbelt",2024,96,90.51
2024-05-13 00:00:00.000,"Negotiated (carcass basis)",92.5,"Western Cornbelt",2024,95,89.83
2024-05-10 00:00:00.000,"Negotiated (carcass basis)",92.75,"Western Cornbelt",2024,94,89.09
2024-05-09 00:00:00.000,"Negotiated (carcass basis)",92.76,"Western Cornbelt",2024,93,90.07
2024-05-08 00:00:00.000,"Negotiated (carcass basis)",92.93,"Western Cornbelt",2024,92,92.47
2024-05-07 00:00:00.000,"Negotiated (carcass basis)",92.85,"Western Cornbelt",2024,91,93.34
2024-05-06 00:00:00.000,"Negotiated (carcass basis)",92.46,"Western Cornbelt",2024,90,93.83
2024-05-03 00:00:00.000,"Negotiated (carcass basis)",92.27,"Western Cornbelt",2024,89,89.91
2024-05-02 00:00:00.000,"Negotiated (carcass basis)",92.5,"Western Cornbelt",2024,88,93.48
2024-05-01 00:00:00.000,"Negotiated (carcass basis)",92.18,"Western Cornbelt",2024,87,92.43
2024-04-30 00:00:00.000,"Negotiated (carcass basis)",92.02,"Western Cornbelt",2024,86,92.83
2024-04-29 00:00:00.000,"Negotiated (carcass basis)",91.55,"Western Cornbelt",2024,85,89.93
