baseSubsidyAmount,conservationComplianceSubsidyReductionAmount,coverageLevelPercent,coveragePrice,endDate,endorsementLength,expectedEndingValueAmount,headCount,insuredSharePercent,livestockRate,perHeadPremium,perHundredWeightPremium,perUnitPremium,practiceCode,producerPremiumAmount,salesEffectiveDate,subsidyPercent,targetWeightQuantity,typeCode,unitPrice,benefitsReceivedYearCount,conservationComplianceSubsidyReductionPercent,farmerRancherIndicatorCode,farmerRancherSubsidyAmount,liabilityAmount,subsidyAmount,totalPremiumAmount,commodityCode,commodityYear,countyCode,errorMessages,insurancePlanCode,isValid,reinsuranceYear,stateCode,trackingId,Commodity,Strike,Grouping Date,CME Premium,BusinessDayOfMonth,LookupMonth,LastBusinessDay,Weekdays to Expiration,Expiration Date,Futures Price
525842,0,0.98,327.35,2026-04-13 00:00:00.000,17,334.029,10000,1,0.045896,97.66,9.77,97.66,204,976564,20251215,0.35,10,810,"",0,0,"",0,32735000,525842,1502406,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",328,"202604",14.175,9,4,22,-13,2026-04-30 00:00:00.000,333.775
582087,0,0.99,330.69,2026-04-13 00:00:00.000,17,334.029,10000,1,0.050292,108.1,10.81,108.1,204,1081019,20251215,0.35,10,810,"",0,0,"",0,33069000,582087,1663106,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",330,"202604",14.675,9,4,22,-13,2026-04-30 00:00:00.000,333.775
646971,0,1,334.03,2026-04-13 00:00:00.000,17,334.029,10000,1,0.055339,120.15,12.02,120.15,204,1201518,20251215,0.35,10,810,"",0,0,"",0,33403000,646971,1848489,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",334,"202604",17.35,9,4,22,-13,2026-04-30 00:00:00.000,333.775
446220,0,0.95,315.62,2026-05-11 00:00:00.000,21,332.229,10000,1,0.040394,82.87,8.29,82.87,205,828695,20251215,0.35,10,810,"",0,0,"",0,31562000,446220,1274915,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",316,"202605",11.425,7,5,21,-8,2026-05-21 00:00:00.000,331.775
490598,0,0.96,318.94,2026-05-11 00:00:00.000,21,332.229,10000,1,0.043949,91.11,9.11,91.11,205,911111,20251215,0.35,10,810,"",0,0,"",0,31894000,490598,1401709,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",318,"202605",12.1,7,5,21,-8,2026-05-21 00:00:00.000,331.775
542953,0,0.97,322.26,2026-05-11 00:00:00.000,21,332.229,10000,1,0.048138,100.83,10.08,100.83,205,1008342,20251215,0.35,10,810,"",0,0,"",0,32226000,542953,1551295,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",322,"202605",13.525,7,5,21,-8,2026-05-21 00:00:00.000,331.775
595040,0,0.98,325.58,2026-05-11 00:00:00.000,21,332.229,10000,1,0.052218,110.51,11.05,110.51,205,1105074,20251215,0.35,10,810,"",0,0,"",0,32558000,595040,1700114,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",326,"202605",15.65,7,5,21,-8,2026-05-21 00:00:00.000,331.775
650684,0,0.99,328.91,2026-05-11 00:00:00.000,21,332.229,10000,1,0.056523,120.84,12.08,120.84,205,1208414,20251215,0.35,10,810,"",0,0,"",0,32891000,650684,1859098,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",328,"202605",15.925,7,5,21,-8,2026-05-21 00:00:00.000,331.775
715020,0,1,332.23,2026-05-11 00:00:00.000,21,332.229,10000,1,0.061491,132.79,13.28,132.79,205,1327895,20251215,0.35,10,810,"",0,0,"",0,33223000,715020,2042915,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",332,"202605",18.7,7,5,21,-8,2026-05-21 00:00:00.000,331.775
529510,0,0.95,315.27,2026-06-15 00:00:00.000,26,331.864,10000,1,0.047987,98.34,9.83,98.34,206,983376,20251215,0.35,10,810,"",0,0,"",0,31527000,529510,1512886,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",316,"202605",11.425,11,5,22,16,2026-05-21 00:00:00.000,331.775
576935,0,0.96,318.59,2026-06-15 00:00:00.000,26,331.864,10000,1,0.05174,107.15,10.71,107.15,206,1071450,20251215,0.35,10,810,"",0,0,"",0,31859000,576935,1648385,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",318,"202605",12.1,11,5,22,16,2026-05-21 00:00:00.000,331.775
628532,0,0.97,321.91,2026-06-15 00:00:00.000,26,331.864,10000,1,0.055786,116.73,11.67,116.73,206,1167275,20251215,0.35,10,810,"",0,0,"",0,32191000,628532,1795807,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",322,"202605",13.525,11,5,22,16,2026-05-21 00:00:00.000,331.775
687855,0,0.98,325.23,2026-06-15 00:00:00.000,26,331.864,10000,1,0.060428,127.74,12.77,127.74,206,1277445,20251215,0.35,10,810,"",0,0,"",0,32523000,687855,1965300,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",326,"202605",15.65,11,5,22,16,2026-05-21 00:00:00.000,331.775
746163,0,0.99,328.55,2026-06-15 00:00:00.000,26,331.864,10000,1,0.064888,138.57,13.86,138.57,206,1385732,20251215,0.35,10,810,"",0,0,"",0,32855000,746163,2131895,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",328,"202605",15.925,11,5,22,16,2026-05-21 00:00:00.000,331.775
811547,0,1,331.86,2026-06-15 00:00:00.000,26,331.864,10000,1,0.06987,150.72,15.07,150.72,206,1507159,20251215,0.35,10,810,"",0,0,"",0,33186000,811547,2318706,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",332,"202605",18.7,11,5,22,16,2026-05-21 00:00:00.000,331.775
577848,0,0.95,315.34,2026-07-13 00:00:00.000,30,331.933,10000,1,0.052356,107.31,10.73,107.31,207,1073146,20251215,0.35,10,810,"",0,0,"",0,31534000,577848,1650994,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",316,"202608",16.1,9,8,23,-33,2026-08-27 00:00:00.000,331.975
625276,0,0.96,318.66,2026-07-13 00:00:00.000,30,331.933,10000,1,0.056063,116.12,11.61,116.12,207,1161228,20251215,0.35,10,810,"",0,0,"",0,31866000,625276,1786504,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",318,"202608",16.825,9,8,23,-33,2026-08-27 00:00:00.000,331.975
676688,0,0.97,321.98,2026-07-13 00:00:00.000,30,331.933,10000,1,0.060047,125.67,12.57,125.67,207,1256705,20251215,0.35,10,810,"",0,0,"",0,32198000,676688,1933393,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",322,"202608",18.375,9,8,23,-33,2026-08-27 00:00:00.000,331.975
735914,0,0.98,325.29,2026-07-13 00:00:00.000,30,331.933,10000,1,0.064638,136.67,13.67,136.67,207,1366696,20251215,0.35,10,810,"",0,0,"",0,32529000,735914,2102610,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",326,"202608",20,9,8,23,-33,2026-08-27 00:00:00.000,331.975
793524,0,0.99,328.61,2026-07-13 00:00:00.000,30,331.933,10000,1,0.068994,147.37,14.74,147.37,207,1473688,20251215,0.35,10,810,"",0,0,"",0,32861000,793524,2267212,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",328,"202608",20.875,9,8,23,-33,2026-08-27 00:00:00.000,331.975
858200,0,1,331.93,2026-07-13 00:00:00.000,30,331.933,10000,1,0.073871,159.38,15.94,159.38,207,1593800,20251215,0.35,10,810,"",0,0,"",0,33193000,858200,2452000,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",332,"202608",23.525,9,8,23,-33,2026-08-27 00:00:00.000,331.975
613931,0,0.95,315.37,2026-08-10 00:00:00.000,34,331.969,10000,1,0.05562,114.02,11.4,114.02,208,1140157,20251215,0.35,10,810,"",0,0,"",0,31537000,613931,1754088,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",316,"202608",16.1,6,8,21,-13,2026-08-27 00:00:00.000,331.975
660761,0,0.96,318.69,2026-08-10 00:00:00.000,34,331.969,10000,1,0.059239,122.71,12.27,122.71,208,1227127,20251215,0.35,10,810,"",0,0,"",0,31869000,660761,1887888,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",318,"202608",16.825,6,8,21,-13,2026-08-27 00:00:00.000,331.975
711373,0,0.97,322.01,2026-08-10 00:00:00.000,34,331.969,10000,1,0.063119,132.11,13.21,132.11,208,1321122,20251215,0.35,10,810,"",0,0,"",0,32201000,711373,2032495,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",322,"202608",18.375,6,8,21,-13,2026-08-27 00:00:00.000,331.975
769822,0,0.98,325.33,2026-08-10 00:00:00.000,34,331.969,10000,1,0.067608,142.97,14.3,142.97,208,1429669,20251215,0.35,10,810,"",0,0,"",0,32533000,769822,2199491,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",326,"202608",20,6,8,21,-13,2026-08-27 00:00:00.000,331.975
826139,0,0.99,328.65,2026-08-10 00:00:00.000,34,331.969,10000,1,0.071821,153.43,15.34,153.43,208,1534258,20251215,0.35,10,810,"",0,0,"",0,32865000,826139,2360397,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",328,"202608",20.875,6,8,21,-13,2026-08-27 00:00:00.000,331.975
889489,0,1,331.97,2026-08-10 00:00:00.000,34,331.969,10000,1,0.076555,165.19,16.52,165.19,208,1651907,20251215,0.35,10,810,"",0,0,"",0,33197000,889489,2541396,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",332,"202608",23.525,6,8,21,-13,2026-08-27 00:00:00.000,331.975
705495,0,0.95,313.43,2026-09-14 00:00:00.000,39,329.926,10000,1,0.064311,131.02,13.1,131.02,309,1310205,20251215,0.35,10,810,"",0,0,"",0,31343000,705495,2015700,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",314,"202609",17.925,10,9,22,-8,2026-09-24 00:00:00.000,329.625
755092,0,0.96,316.73,2026-09-14 00:00:00.000,39,329.926,10000,1,0.068115,140.23,14.02,140.23,309,1402314,20251215,0.35,10,810,"",0,0,"",0,31673000,755092,2157406,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",316,"202609",18.7,10,9,22,-8,2026-09-24 00:00:00.000,329.625
811303,0,0.97,320.03,2026-09-14 00:00:00.000,39,329.926,10000,1,0.072431,150.67,15.07,150.67,309,1506706,20251215,0.35,10,810,"",0,0,"",0,32003000,811303,2318009,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",320,"202609",20.275,10,9,22,-8,2026-09-24 00:00:00.000,329.625
866531,0,0.98,323.33,2026-09-14 00:00:00.000,39,329.926,10000,1,0.076572,160.93,16.09,160.93,309,1609271,20251215,0.35,10,810,"",0,0,"",0,32333000,866531,2475802,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",324,"202609",21.975,10,9,22,-8,2026-09-24 00:00:00.000,329.625
923618,0,0.99,326.63,2026-09-14 00:00:00.000,39,329.926,10000,1,0.080792,171.53,17.15,171.53,309,1715291,20251215,0.35,10,810,"",0,0,"",0,32663000,923618,2638909,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",326,"202609",22.85,10,9,22,-8,2026-09-24 00:00:00.000,329.625
987108,0,1,329.93,2026-09-14 00:00:00.000,39,329.926,10000,1,0.085482,183.32,18.33,183.32,309,1833200,20251215,0.35,10,810,"",0,0,"",0,32993000,987108,2820308,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",330,"202609",24.65,10,9,22,-8,2026-09-24 00:00:00.000,329.625
763660,0,0.95,311.2,2026-10-12 00:00:00.000,43,327.581,10000,1,0.070112,141.82,14.18,141.82,310,1418225,20251215,0.35,10,810,"",0,0,"",0,31120000,763660,2181885,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",312,"202610",19.75,8,10,22,-13,2026-10-29 00:00:00.000,326.95
817948,0,0.96,314.48,2026-10-12 00:00:00.000,43,327.581,10000,1,0.074313,151.9,15.19,151.9,310,1519047,20251215,0.35,10,810,"",0,0,"",0,31448000,817948,2336995,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",314,"202610",20.525,8,10,22,-13,2026-10-29 00:00:00.000,326.95
870349,0,0.97,317.75,2026-10-12 00:00:00.000,43,327.581,10000,1,0.07826,161.64,16.16,161.64,310,1616363,20251215,0.35,10,810,"",0,0,"",0,31775000,870349,2486712,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",318,"202610",22.15,8,10,22,-13,2026-10-29 00:00:00.000,326.95
925648,0,0.98,321.03,2026-10-12 00:00:00.000,43,327.581,10000,1,0.082382,171.91,17.19,171.91,310,1719061,20251215,0.35,10,810,"",0,0,"",0,32103000,925648,2644709,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",322,"202610",23.875,8,10,22,-13,2026-10-29 00:00:00.000,326.95
987944,0,0.99,324.31,2026-10-12 00:00:00.000,43,327.581,10000,1,0.087037,183.48,18.35,183.48,310,1834753,20251215,0.35,10,810,"",0,0,"",0,32431000,987944,2822697,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",324,"202610",24.775,8,10,22,-13,2026-10-29 00:00:00.000,326.95
1046919,0,1,327.58,2026-10-12 00:00:00.000,43,327.581,10000,1,0.091312,194.43,19.44,194.43,310,1944279,20251215,0.35,10,810,"",0,0,"",0,32758000,1046919,2991198,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",328,"202610",26.6,8,10,22,-13,2026-10-29 00:00:00.000,326.95
871712,0,0.95,307.79,2026-11-09 00:00:00.000,47,323.993,10000,1,0.080919,161.89,16.19,161.89,311,1618894,20251215,0.35,10,810,"",0,0,"",0,30779000,871712,2490606,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",308,"202611",22.05,6,11,21,-8,2026-11-19 00:00:00.000,323.125
921689,0,0.96,311.03,2026-11-09 00:00:00.000,47,323.993,10000,1,0.084667,171.17,17.12,171.17,311,1711709,20251215,0.35,10,810,"",0,0,"",0,31103000,921689,2633398,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",312,"202611",23.65,6,11,21,-8,2026-11-19 00:00:00.000,323.125
978566,0,0.97,314.27,2026-11-09 00:00:00.000,47,323.993,10000,1,0.088965,181.73,18.17,181.73,311,1817337,20251215,0.35,10,810,"",0,0,"",0,31427000,978566,2795903,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",314,"202611",24.475,6,11,21,-8,2026-11-19 00:00:00.000,323.125
1034040,0,0.98,317.51,2026-11-09 00:00:00.000,47,323.993,10000,1,0.093049,192.04,19.2,192.04,311,1920359,20251215,0.35,10,810,"",0,0,"",0,31751000,1034040,2954399,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",318,"202611",25.6,6,11,21,-8,2026-11-19 00:00:00.000,323.125
1095850,0,0.99,320.75,2026-11-09 00:00:00.000,47,323.993,10000,1,0.097615,203.52,20.35,203.52,311,2035151,20251215,0.35,10,810,"",0,0,"",0,32075000,1095850,3131001,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",320,"202611",27.125,6,11,21,-8,2026-11-19 00:00:00.000,323.125
1156780,0,1,323.99,2026-11-09 00:00:00.000,47,323.993,10000,1,0.102012,214.83,21.48,214.83,311,2148307,20251215,0.35,10,810,"",0,0,"",0,32399000,1156780,3305087,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",324,"202611",29.025,6,11,21,-8,2026-11-19 00:00:00.000,323.125
921622,0,0.95,303.55,2026-12-14 00:00:00.000,52,319.53,10000,1,0.086747,171.16,17.12,171.16,312,1711583,20251215,0.35,10,810,"",0,0,"",0,30355000,921622,2633205,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",304,"202701",,10,13,23,0,,317
972404,0,0.96,306.75,2026-12-14 00:00:00.000,52,319.53,10000,1,0.090572,180.59,18.06,180.59,312,1805892,20251215,0.35,10,810,"",0,0,"",0,30675000,972404,2778296,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",306,"202701",,10,13,23,0,,317
1029488,0,0.97,309.94,2026-12-14 00:00:00.000,52,319.53,10000,1,0.094902,191.19,19.12,191.19,312,1911905,20251215,0.35,10,810,"",0,0,"",0,30994000,1029488,2941393,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",310,"202701",,10,13,23,0,,317
1084855,0,0.98,313.14,2026-12-14 00:00:00.000,52,319.53,10000,1,0.098984,201.47,20.15,201.47,312,2014730,20251215,0.35,10,810,"",0,0,"",0,31314000,1084855,3099585,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",314,"202701",,10,13,23,0,,317
1146703,0,0.99,316.33,2026-12-14 00:00:00.000,52,319.53,10000,1,0.103572,212.96,21.3,212.96,312,2129590,20251215,0.35,10,810,"",0,0,"",0,31633000,1146703,3276293,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",316,"202701",,10,13,23,0,,317
1206627,0,1,319.53,2026-12-14 00:00:00.000,52,319.53,10000,1,0.107893,224.09,22.41,224.09,312,2240878,20251215,0.35,10,810,"",0,0,"",0,31953000,1206627,3447505,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",320,"202701",,10,13,23,0,,317
23609,0,0.95,82.11,2026-03-16 00:00:00.000,13,86.428,10000,1,0.036512,4.38,1.95,4.38,203,43846,20251215,0.35,2.25,997,"",0,0,"",0,1847475,23609,67455,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202604",2.025,11,4,22,-22,2026-04-15 00:00:00.000,88.925
27051,0,0.96,82.97,2026-03-16 00:00:00.000,13,86.428,10000,1,0.041401,5.02,2.23,5.02,203,50237,20251215,0.35,2.25,997,"",0,0,"",0,1866825,27051,77288,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202604",2.025,11,4,22,-22,2026-04-15 00:00:00.000,88.925
30366,0,0.97,83.84,2026-03-16 00:00:00.000,13,86.428,10000,1,0.045992,5.64,2.51,5.64,203,56393,20251215,0.35,2.25,997,"",0,0,"",0,1886400,30366,86759,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",84,"202604",2.45,11,4,22,-22,2026-04-15 00:00:00.000,88.925
34414,0,0.98,84.7,2026-03-16 00:00:00.000,13,86.428,10000,1,0.051594,6.39,2.84,6.39,203,63911,20251215,0.35,2.25,997,"",0,0,"",0,1905750,34414,98325,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",84,"202604",2.45,11,4,22,-22,2026-04-15 00:00:00.000,88.925
38430,0,0.99,85.56,2026-03-16 00:00:00.000,13,86.428,10000,1,0.057036,7.14,3.17,7.14,203,71370,20251215,0.35,2.25,997,"",0,0,"",0,1925100,38430,109800,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202604",3.175,11,4,22,-22,2026-04-15 00:00:00.000,88.925
43100,0,1,86.43,2026-03-16 00:00:00.000,13,86.428,10000,1,0.063323,8,3.56,8,203,80043,20251215,0.35,2.25,997,"",0,0,"",0,1944675,43100,123143,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202604",3.175,11,4,22,-22,2026-04-15 00:00:00.000,88.925
23310,0,0.95,84.32,2026-04-13 00:00:00.000,17,88.758,10000,1,0.035104,4.33,1.92,4.33,204,43289,20251215,0.35,2.25,997,"",0,0,"",0,1897200,23310,66599,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",84,"202604",2.45,9,4,22,-2,2026-04-15 00:00:00.000,88.925
26389,0,0.96,85.21,2026-04-13 00:00:00.000,17,88.758,10000,1,0.039326,4.9,2.18,4.9,204,49008,20251215,0.35,2.25,997,"",0,0,"",0,1917225,26389,75397,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202604",3.175,9,4,22,-2,2026-04-15 00:00:00.000,88.925
29224,0,0.97,86.1,2026-04-13 00:00:00.000,17,88.758,10000,1,0.043101,5.43,2.41,5.43,204,54273,20251215,0.35,2.25,997,"",0,0,"",0,1937250,29224,83497,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202604",3.175,9,4,22,-2,2026-04-15 00:00:00.000,88.925
32792,0,0.98,86.98,2026-04-13 00:00:00.000,17,88.758,10000,1,0.047873,6.09,2.71,6.09,204,60898,20251215,0.35,2.25,997,"",0,0,"",0,1957050,32792,93690,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202604",3.175,9,4,22,-2,2026-04-15 00:00:00.000,88.925
36217,0,0.99,87.87,2026-04-13 00:00:00.000,17,88.758,10000,1,0.052339,6.73,2.99,6.73,204,67261,20251215,0.35,2.25,997,"",0,0,"",0,1977075,36217,103478,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",88,"202604",4.4,9,4,22,-2,2026-04-15 00:00:00.000,88.925
40289,0,1,88.76,2026-04-13 00:00:00.000,17,88.758,10000,1,0.057639,7.48,3.33,7.48,204,74822,20251215,0.35,2.25,997,"",0,0,"",0,1997100,40289,115111,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",88,"202604",4.4,9,4,22,-2,2026-04-15 00:00:00.000,88.925
28877,0,0.95,87.53,2026-05-11 00:00:00.000,21,92.132,10000,1,0.041894,5.36,2.38,5.36,205,53630,20251215,0.35,2.25,997,"",0,0,"",0,1969425,28877,82507,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",88,"202606",1.5,7,6,21,-24,2026-06-12 00:00:00.000,101.05
31807,0,0.96,88.45,2026-05-11 00:00:00.000,21,92.132,10000,1,0.045664,5.91,2.63,5.91,205,59070,20251215,0.35,2.25,997,"",0,0,"",0,1990125,31807,90877,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",88,"202606",1.5,7,6,21,-24,2026-06-12 00:00:00.000,101.05
35446,0,0.97,89.37,2026-05-11 00:00:00.000,21,92.132,10000,1,0.050364,6.58,2.93,6.58,205,65827,20251215,0.35,2.25,997,"",0,0,"",0,2010825,35446,101273,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",90,"202606",1.875,7,6,21,-24,2026-06-12 00:00:00.000,101.05
38886,0,0.98,90.29,2026-05-11 00:00:00.000,21,92.132,10000,1,0.05469,7.22,3.21,7.22,205,72218,20251215,0.35,2.25,997,"",0,0,"",0,2031525,38886,111104,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",90,"202606",1.875,7,6,21,-24,2026-06-12 00:00:00.000,101.05
43006,0,0.99,91.21,2026-05-11 00:00:00.000,21,92.132,10000,1,0.059873,7.99,3.55,7.99,205,79867,20251215,0.35,2.25,997,"",0,0,"",0,2052225,43006,122873,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",92,"202606",2.3,7,6,21,-24,2026-06-12 00:00:00.000,101.05
46738,0,1,92.13,2026-05-11 00:00:00.000,21,92.132,10000,1,0.06442,8.68,3.86,8.68,205,86800,20251215,0.35,2.25,997,"",0,0,"",0,2072925,46738,133538,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",92,"202606",2.3,7,6,21,-24,2026-06-12 00:00:00.000,101.05
56920,0,0.99,100.12,2026-06-15 00:00:00.000,26,101.136,10000,1,0.072193,10.57,4.7,10.57,206,105709,20251215,0.35,2.25,997,"",0,0,"",0,2252700,56920,162629,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",100,"202606",5.25,11,6,22,0,2026-06-12 00:00:00.000,101.05
62315,0,1,101.14,2026-06-15 00:00:00.000,26,101.136,10000,1,0.078238,11.57,5.14,11.57,206,115727,20251215,0.35,2.25,997,"",0,0,"",0,2275650,62315,178042,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",102,"202606",6.325,11,6,22,0,2026-06-12 00:00:00.000,101.05
