report_date,for_date_begin,avg_carcass_weight,avg_backfat,avg_loin_area,avg_loin_depth,standard_lean_yield,wtd_avg_base,wtd_avg_net_price,WeekofYear,Year,IndexbyYear
2020-07-27 00:00:00.000,2020-07-24 00:00:00.000,212.94,".65","7.77","2.58","53.40","53.28","55.36","311",2020,146
2020-07-13 00:00:00.000,2020-07-10 00:00:00.000,214.7,".65","7.84","2.61","53.40","48.15","50.37","291",2020,136
2020-07-02 00:00:00.000,2020-07-01 00:00:00.000,213.44,".65","7.71","2.57","53.40","50.55","52.40","274",2020,130
2020-06-30 00:00:00.000,2020-06-29 00:00:00.000,212.21,".65","7.67","2.55","53.40","49.82","51.64","272",2020,128
2020-06-23 00:00:00.000,2020-06-22 00:00:00.000,213.41,".65","7.71","2.56","53.40","51.44","53.03","262",2020,123
2020-06-18 00:00:00.000,2020-06-17 00:00:00.000,214.23,".65","7.70","2.56","53.40","54.12","55.69","254",2020,120
2020-06-17 00:00:00.000,2020-06-16 00:00:00.000,213.98,".65","7.69","2.56","53.40","53.11","54.85","253",2020,119
2020-06-16 00:00:00.000,2020-06-15 00:00:00.000,213.95,".65","7.66","2.55","53.30","52.31","53.99","252",2020,118
2020-06-11 00:00:00.000,2020-06-10 00:00:00.000,215.05,".65","7.78","2.59","53.40","52.66","54.72","244",2020,115
2020-06-09 00:00:00.000,2020-06-08 00:00:00.000,215.54,".65","7.73","2.57","53.30","55.61","57.31","242",2020,113
2020-05-28 00:00:00.000,2020-05-27 00:00:00.000,217.94,".65","7.73","2.57","53.30","65.81","67.33","224",2020,105
2020-04-15 00:00:00.000,2020-04-14 00:00:00.000,214.83,".65","7.72","2.57","53.40","48.49","50.44","163",2020,75
2020-04-09 00:00:00.000,2020-04-08 00:00:00.000,214.48,".65","7.78","2.59","53.40","52.42","54.74","154",2020,71
2020-03-30 00:00:00.000,2020-03-27 00:00:00.000,216.58,".65","7.79","2.59","53.40","64.51","66.57","141",2020,63
2020-03-23 00:00:00.000,2020-03-20 00:00:00.000,217.19,".65","7.82","2.60","53.40","64.20","66.10","131",2020,58
2020-03-16 00:00:00.000,2020-03-13 00:00:00.000,217.97,".65","7.85","2.61","53.30","60.28","62.10","121",2020,53
2020-02-24 00:00:00.000,2020-02-21 00:00:00.000,217.31,".65","7.79","2.59","53.40","58.93","60.90","91",2020,38
2020-02-20 00:00:00.000,2020-02-19 00:00:00.000,215.18,".65","7.81","2.60","53.40","59.42","61.40","84",2020,36
2020-02-03 00:00:00.000,2020-01-31 00:00:00.000,218.28,".65","7.92","2.63","53.40","61.62","63.52","61",2020,23
2020-01-27 00:00:00.000,2020-01-24 00:00:00.000,218.73,".65","7.90","2.63","53.40","63.30","65.14","51",2020,18
2019-12-23 00:00:00.000,2019-12-20 00:00:00.000,216.75,".65","7.87","2.62","53.40","61.58","63.34","521",2019,250
2018-11-12 00:00:00.000,2018-11-09 00:00:00.000,214.61,".65","7.84","2.61","53.30","59.65","61.91","461",2018,222
2018-09-17 00:00:00.000,2018-09-14 00:00:00.000,210.13,".65","7.72","2.57","53.40","54.99","57.26","381",2018,182
2017-07-20 00:00:00.000,2017-07-19 00:00:00.000,207.04,".65","7.67","2.55","53.40","87.23","89.82","304",2017,141
2017-06-05 00:00:00.000,2017-06-02 00:00:00.000,211.77,".65","7.80","2.59","53.40","75.48","77.99","241",2017,109
2017-05-15 00:00:00.000,2017-05-12 00:00:00.000,212.19,".65","7.78","2.59","53.40","70.29","72.70","211",2017,95
2025-11-17 00:00:00.000,2025-11-14 00:00:00.000,220.2,".65","8.00","2.66","53.80","84.26","85.82","471",2025,225
2025-10-20 00:00:00.000,2025-10-17 00:00:00.000,217.66,".65","7.97","2.65","53.80","91.41","93.22","431",2025,205
2025-09-29 00:00:00.000,2025-09-26 00:00:00.000,216.46,".65","7.94","2.64","53.80","100.58","102.56","401",2025,190
2025-09-08 00:00:00.000,2025-09-05 00:00:00.000,214.95,".65","7.93","2.64","53.80","100.33","102.33","371",2025,175
2025-08-28 00:00:00.000,2025-08-27 00:00:00.000,210.66,".65","7.85","2.61","53.80","100.85","102.79","354",2025,169
2025-08-01 00:00:00.000,2025-07-31 00:00:00.000,210.64,".65","7.87","2.62","53.80","104.88","107.20","315",2025,150
2025-07-18 00:00:00.000,2025-07-17 00:00:00.000,211.42,".65","7.82","2.60","53.80","103.26","105.38","295",2025,140
2025-07-11 00:00:00.000,2025-07-10 00:00:00.000,211.95,".65","7.82","2.60","53.80","102.32","104.58","285",2025,135
2025-07-10 00:00:00.000,2025-07-09 00:00:00.000,211.41,".65","7.80","2.59","53.80","102.75","104.75","284",2025,134
2025-07-02 00:00:00.000,2025-07-01 00:00:00.000,210.6,".65","7.86","2.61","53.80","105.32","107.34","273",2025,129
2025-06-24 00:00:00.000,2025-06-23 00:00:00.000,210.92,".65","7.86","2.62","53.80","105.99","108.11","262",2025,123
2024-09-18 00:00:00.000,2024-09-17 00:00:00.000,211.88,".65","7.87","2.62","53.80","82.69","84.69","383",2024,184
2024-09-03 00:00:00.000,2024-08-30 00:00:00.000,211.52,".65","7.84","2.61","53.80","84.16","86.25","362",2024,173
2024-08-28 00:00:00.000,2024-08-27 00:00:00.000,209.17,".65","7.78","2.59","53.80","85.24","87.24","353",2024,170
2024-08-08 00:00:00.000,2024-08-07 00:00:00.000,210.53,".65","7.84","2.61","53.80","91.00","92.98","324",2024,156
2024-08-01 00:00:00.000,2024-07-31 00:00:00.000,210.63,".65","7.76","2.58","53.80","91.92","93.95","314",2024,151
2024-07-30 00:00:00.000,2024-07-29 00:00:00.000,209.58,".65","7.79","2.59","53.80","91.68","93.69","312",2024,149
2024-04-30 00:00:00.000,2024-04-29 00:00:00.000,214.55,".65","7.85","2.61","53.80","89.49","91.31","182",2024,86
2024-04-23 00:00:00.000,2024-04-22 00:00:00.000,214.43,".65","7.84","2.61","53.80","90.32","92.19","172",2024,81
2024-04-17 00:00:00.000,2024-04-16 00:00:00.000,215.18,".65","7.85","2.61","53.80","89.30","91.23","163",2024,77
2024-03-27 00:00:00.000,2024-03-26 00:00:00.000,214.53,".65","7.83","2.61","53.80","82.96","84.84","133",2024,62
2024-03-13 00:00:00.000,2024-03-12 00:00:00.000,214.83,".65","7.90","2.63","53.80","80.90","83.03","113",2024,52
2024-03-05 00:00:00.000,2024-03-04 00:00:00.000,214.08,".65","7.88","2.62","53.80","81.14","83.09","102",2024,46
2024-01-23 00:00:00.000,2024-01-22 00:00:00.000,216.69,".65","7.83","2.61","53.80","71.27","72.74","42",2024,16
2023-12-26 00:00:00.000,2023-12-22 00:00:00.000,218.76,".65","7.93","2.64","53.80","67.68","69.52","532",2023,251
2023-10-04 00:00:00.000,2023-10-03 00:00:00.000,210.14,".65","7.84","2.61","53.80","82.91","85.05","413",2023,194
2023-09-22 00:00:00.000,2023-09-21 00:00:00.000,209.45,".65","7.76","2.58","53.80","85.73","87.76","395",2023,186
2023-09-21 00:00:00.000,2023-09-20 00:00:00.000,208.81,".65","7.72","2.57","53.80","86.26","88.30","394",2023,185
2023-09-19 00:00:00.000,2023-09-18 00:00:00.000,208.17,".65","7.71","2.57","53.80","85.61","87.56","392",2023,183
2023-09-14 00:00:00.000,2023-09-13 00:00:00.000,208.28,".65","7.69","2.56","53.80","85.98","88.04","384",2023,180
2023-09-05 00:00:00.000,2023-09-01 00:00:00.000,207.97,".65","7.78","2.59","53.80","84.85","87.07","372",2023,173
2023-08-18 00:00:00.000,2023-08-17 00:00:00.000,208.42,".65","7.73","2.57","53.80","95.18","97.45","345",2023,162
2023-08-15 00:00:00.000,2023-08-14 00:00:00.000,206.95,".65","7.61","2.53","53.80","99.82","101.60","342",2023,159
2023-08-11 00:00:00.000,2023-08-10 00:00:00.000,208.11,".65","7.69","2.56","53.80","100.34","102.43","335",2023,157
2023-08-03 00:00:00.000,2023-08-02 00:00:00.000,207.47,".65","7.75","2.58","53.80","103.03","105.07","324",2023,151
2023-07-24 00:00:00.000,2023-07-21 00:00:00.000,209.66,".65","7.72","2.57","53.80","101.89","103.74","311",2023,143
2023-07-21 00:00:00.000,2023-07-20 00:00:00.000,209.02,".65","7.72","2.57","53.80","100.94","103.04","305",2023,142
2023-07-20 00:00:00.000,2023-07-19 00:00:00.000,208.97,".65","7.73","2.57","53.80","100.66","102.79","304",2023,141
2023-07-17 00:00:00.000,2023-07-14 00:00:00.000,209.57,".65","7.71","2.56","53.80","99.79","101.83","301",2023,138
2023-07-14 00:00:00.000,2023-07-13 00:00:00.000,209.84,".65","7.74","2.58","53.80","99.00","101.07","295",2023,137
2023-07-13 00:00:00.000,2023-07-12 00:00:00.000,209.84,".65","7.73","2.57","53.80","98.67","100.95","294",2023,136
2023-07-12 00:00:00.000,2023-07-11 00:00:00.000,209.1,".65","7.74","2.58","53.80","97.49","99.66","293",2023,135
2023-07-11 00:00:00.000,2023-07-10 00:00:00.000,208.53,".65","7.66","2.55","53.80","97.10","99.18","292",2023,134
2023-06-22 00:00:00.000,2023-06-21 00:00:00.000,209.23,".65","7.73","2.57","53.80","90.12","92.33","264",2023,122
2023-06-21 00:00:00.000,2023-06-20 00:00:00.000,209.76,".65","7.73","2.57","53.80","89.06","91.18","263",2023,121
2023-06-01 00:00:00.000,2023-05-31 00:00:00.000,213.06,".65","7.81","2.60","53.80","80.46","82.72","234",2023,107
2023-05-19 00:00:00.000,2023-05-18 00:00:00.000,214.66,".65","7.83","2.60","53.80","80.47","82.55","215",2023,99
2023-05-15 00:00:00.000,2023-05-12 00:00:00.000,216.92,".65","7.93","2.64","53.80","77.47","79.65","211",2023,95
2023-05-08 00:00:00.000,2023-05-05 00:00:00.000,218.22,".65","7.87","2.62","53.80","75.90","77.90","201",2023,90
2023-03-14 00:00:00.000,2023-03-13 00:00:00.000,217.28,".65","7.82","2.60","53.80","81.88","83.53","122",2023,51
2023-02-14 00:00:00.000,2023-02-13 00:00:00.000,215.81,".65","7.80","2.60","53.80","76.87","78.58","82",2023,31
2023-02-13 00:00:00.000,2023-02-10 00:00:00.000,216.46,".65","7.85","2.61","53.80","75.90","77.95","81",2023,30
2023-02-10 00:00:00.000,2023-02-09 00:00:00.000,216.69,".65","7.84","2.61","53.80","75.53","77.54","75",2023,29
2023-02-09 00:00:00.000,2023-02-08 00:00:00.000,216.79,".65","7.81","2.60","53.80","75.70","77.46","74",2023,28
2023-02-01 00:00:00.000,2023-01-31 00:00:00.000,215.96,".65","7.83","2.60","53.80","74.77","76.70","63",2023,22
2022-08-29 00:00:00.000,2022-08-26 00:00:00.000,211.94,".65","7.82","2.60","53.80","105.26","107.22","361",2022,169
2022-08-12 00:00:00.000,2022-08-11 00:00:00.000,210.36,".65","7.77","2.59","53.80","116.81","118.80","335",2022,158
2022-08-03 00:00:00.000,2022-08-02 00:00:00.000,209.26,".65","7.78","2.59","53.80","115.00","117.17","323",2022,151
2022-07-28 00:00:00.000,2022-07-27 00:00:00.000,211.7,".65","7.80","2.59","53.80","114.56","116.74","314",2022,147
2022-07-07 00:00:00.000,2022-07-06 00:00:00.000,212.5,".65","7.78","2.59","53.80","106.16","108.46","284",2022,132
2022-04-13 00:00:00.000,2022-04-12 00:00:00.000,218.68,".65","7.96","2.65","53.80","97.00","98.81","163",2022,73
2022-03-17 00:00:00.000,2022-03-16 00:00:00.000,218.7,".65","7.86","2.62","53.80","97.58","99.45","124",2022,54
2022-02-22 00:00:00.000,2022-02-21 00:00:00.000,217.54,".65","7.86","2.61","53.80","96.29","98.07","92",2022,37
2017-06-13 00:00:00.000,2017-06-12 00:00:00.000,208.03,".65","7.83","2.61","53.80","78.43","81.06","252",2017,115
2024-10-07 00:00:00.000,2024-10-04 00:00:00.000,214.93,".65","7.90","2.63","53.70","82.48","84.50","411",2024,197
2023-09-25 00:00:00.000,2023-09-22 00:00:00.000,211.02,".65","7.80","2.59","53.70","84.91","87.05","401",2023,187
2023-09-18 00:00:00.000,2023-09-15 00:00:00.000,210.66,".65","7.72","2.57","53.70","85.41","87.48","391",2023,182
2023-07-31 00:00:00.000,2023-07-28 00:00:00.000,209.1,".65","7.76","2.58","53.70","102.69","104.81","321",2023,148
2023-05-10 00:00:00.000,2023-05-09 00:00:00.000,214.23,".65","7.80","2.59","53.70","76.75","78.80","203",2023,92
2023-04-03 00:00:00.000,2023-03-31 00:00:00.000,219.69,".65","7.86","2.62","53.70","75.83","77.60","151",2023,65
2023-03-27 00:00:00.000,2023-03-24 00:00:00.000,218.06,".65","7.89","2.62","53.70","77.21","79.33","141",2023,60
2023-02-16 00:00:00.000,2023-02-15 00:00:00.000,216.72,".65","7.79","2.59","53.70","77.76","79.44","84",2023,33
2023-01-30 00:00:00.000,2023-01-27 00:00:00.000,218.69,".65","7.92","2.63","53.70","74.97","76.88","61",2023,20
2022-09-19 00:00:00.000,2022-09-16 00:00:00.000,213.83,".65","7.82","2.60","53.70","96.64","98.86","391",2022,183
2022-03-10 00:00:00.000,2022-03-09 00:00:00.000,219.26,".65","7.92","2.64","53.70","97.27","99.06","114",2022,49
2022-02-16 00:00:00.000,2022-02-15 00:00:00.000,218.29,".65","7.87","2.62","53.70","91.03","92.82","83",2022,33
2022-02-15 00:00:00.000,2022-02-14 00:00:00.000,217.74,".65","7.84","2.61","53.70","90.54","92.18","82",2022,32
2022-02-01 00:00:00.000,2022-01-31 00:00:00.000,217.69,".65","7.80","2.59","53.70","83.09","84.62","62",2022,22
2022-01-31 00:00:00.000,2022-01-28 00:00:00.000,221.61,".65","7.97","2.65","53.70","81.75","83.55","61",2022,21
2021-07-30 00:00:00.000,2021-07-29 00:00:00.000,209.71,".65","7.81","2.60","53.70","106.18","108.51","315",2021,148
2021-07-12 00:00:00.000,2021-07-09 00:00:00.000,211.01,".65","7.87","2.62","53.70","104.71","107.04","291",2021,134
2021-06-03 00:00:00.000,2021-06-02 00:00:00.000,216.09,".65","7.89","2.62","53.70","108.49","110.45","234",2021,108
2020-08-10 00:00:00.000,2020-08-07 00:00:00.000,212.51,".65","7.85","2.61","53.70","54.92","57.22","331",2020,156
2019-10-30 00:00:00.000,2019-10-29 00:00:00.000,212.68,".65","7.79","2.59","53.70","63.65","65.59","443",2019,213
2019-10-15 00:00:00.000,2019-10-14 00:00:00.000,211.03,".65","7.82","2.60","53.70","63.27","65.29","422",2019,202
2019-09-25 00:00:00.000,2019-09-24 00:00:00.000,210.7,".65","7.89","2.63","53.70","57.87","60.31","393",2019,188
2019-09-24 00:00:00.000,2019-09-23 00:00:00.000,210.23,".65","7.85","2.61","53.70","58.37","60.64","392",2019,187
2019-09-19 00:00:00.000,2019-09-18 00:00:00.000,210.8,".65","7.86","2.61","53.70","60.26","62.53","384",2019,184
2019-09-06 00:00:00.000,2019-09-05 00:00:00.000,211.57,".65","7.81","2.60","53.70","65.77","68.02","365",2019,175
2019-08-22 00:00:00.000,2019-08-21 00:00:00.000,208.25,".65","7.74","2.58","53.70","74.54","76.89","344",2019,165
2019-08-16 00:00:00.000,2019-08-15 00:00:00.000,208.83,".65","7.81","2.60","53.70","77.70","80.15","335",2019,161
2019-08-14 00:00:00.000,2019-08-13 00:00:00.000,208.04,".65","7.78","2.59","53.70","78.75","80.98","333",2019,159
2019-08-13 00:00:00.000,2019-08-12 00:00:00.000,207.47,".65","7.76","2.58","53.70","79.44","81.57","332",2019,158
2019-07-25 00:00:00.000,2019-07-24 00:00:00.000,209.3,".65","7.84","2.61","53.70","77.56","79.95","304",2019,145
2019-07-24 00:00:00.000,2019-07-23 00:00:00.000,208.42,".65","7.79","2.59","53.70","76.44","78.79","303",2019,144
2019-07-16 00:00:00.000,2019-07-15 00:00:00.000,209.85,".65","7.80","2.59","53.70","70.13","72.53","292",2019,138
2019-05-22 00:00:00.000,2019-05-21 00:00:00.000,213.6,".65","7.88","2.62","53.70","82.13","84.34","213",2019,101
2019-05-07 00:00:00.000,2019-05-06 00:00:00.000,213.9,".65","7.88","2.62","53.70","80.61","82.50","192",2019,90
2019-04-24 00:00:00.000,2019-04-23 00:00:00.000,214.73,".65","7.86","2.62","53.70","80.65","82.73","173",2019,81
2018-10-02 00:00:00.000,2018-10-01 00:00:00.000,208.94,".65","7.76","2.58","53.70","66.53","68.75","402",2018,193
2018-08-22 00:00:00.000,2018-08-21 00:00:00.000,207.32,".65","7.81","2.60","53.70","53.01","55.30","343",2018,165
2018-08-20 00:00:00.000,2018-08-17 00:00:00.000,209.12,".65","7.86","2.61","53.70","53.33","55.75","341",2018,163
2018-08-09 00:00:00.000,2018-08-08 00:00:00.000,209.2,".65","7.79","2.59","53.70","62.01","64.19","324",2018,156
2018-08-08 00:00:00.000,2018-08-07 00:00:00.000,207.22,".65","7.82","2.60","53.70","62.91","65.23","323",2018,155
2018-08-03 00:00:00.000,2018-08-02 00:00:00.000,208.78,".65","7.84","2.61","53.70","66.34","68.85","315",2018,152
2018-08-02 00:00:00.000,2018-08-01 00:00:00.000,208.36,".65","7.82","2.60","53.70","67.36","69.73","314",2018,151
2018-07-25 00:00:00.000,2018-07-24 00:00:00.000,205.56,".65","7.79","2.59","53.70","73.11","75.55","303",2018,145
2018-07-19 00:00:00.000,2018-07-18 00:00:00.000,207.43,".65","7.88","2.62","53.70","75.97","78.44","294",2018,141
2018-07-13 00:00:00.000,2018-07-12 00:00:00.000,208.05,".65","7.85","2.61","53.70","78.18","80.65","285",2018,137
2018-07-11 00:00:00.000,2018-07-10 00:00:00.000,207.13,".65","7.83","2.60","53.70","78.90","81.34","283",2018,135
2018-07-05 00:00:00.000,2018-07-03 00:00:00.000,206.88,".65","7.82","2.60","53.70","79.73","82.11","274",2018,131
2018-06-29 00:00:00.000,2018-06-28 00:00:00.000,208.36,".65","7.84","2.61","53.70","80.30","82.93","265",2018,128
2018-06-27 00:00:00.000,2018-06-26 00:00:00.000,207.44,".65","7.80","2.60","53.70","81.10","83.63","263",2018,126
2018-06-22 00:00:00.000,2018-06-21 00:00:00.000,209.61,".65","7.84","2.61","53.70","81.83","84.45","255",2018,123
2018-06-14 00:00:00.000,2018-06-13 00:00:00.000,209.76,".65","7.91","2.63","53.70","77.43","79.99","244",2018,117
2018-05-08 00:00:00.000,2018-05-07 00:00:00.000,213.07,".65","7.93","2.64","53.70","64.37","66.52","192",2018,91
2018-04-24 00:00:00.000,2018-04-23 00:00:00.000,214,".65","7.87","2.62","53.70","61.97","64.00","172",2018,81
2018-04-19 00:00:00.000,2018-04-18 00:00:00.000,215.09,".65","7.93","2.64","53.70","59.43","61.52","164",2018,78
2018-04-18 00:00:00.000,2018-04-17 00:00:00.000,214.55,".65","7.91","2.63","53.70","58.36","60.39","163",2018,77
2018-04-17 00:00:00.000,2018-04-16 00:00:00.000,214.05,".65","7.90","2.63","53.70","57.08","59.05","162",2018,76
2018-04-13 00:00:00.000,2018-04-12 00:00:00.000,215.65,".65","8.00","2.66","53.70","55.16","57.23","155",2018,74
2018-04-11 00:00:00.000,2018-04-10 00:00:00.000,214.71,".65","7.93","2.64","53.70","55.40","57.42","153",2018,72
2018-04-05 00:00:00.000,2018-04-04 00:00:00.000,215.32,".65","7.92","2.63","53.70","56.98","58.95","144",2018,68
2018-04-04 00:00:00.000,2018-04-03 00:00:00.000,214.58,".65","7.92","2.63","53.70","57.59","59.54","143",2018,67
2018-03-23 00:00:00.000,2018-03-22 00:00:00.000,215.58,".65","7.95","2.65","53.70","62.74","64.87","125",2018,59
2018-03-21 00:00:00.000,2018-03-20 00:00:00.000,213.53,".65","7.92","2.64","53.70","63.60","65.63","123",2018,57
2018-03-16 00:00:00.000,2018-03-15 00:00:00.000,215.16,".65","7.90","2.63","53.70","64.93","66.99","115",2018,54
2018-03-12 00:00:00.000,2018-03-09 00:00:00.000,216.51,".65","7.94","2.64","53.70","65.85","67.80","111",2018,50
2018-03-08 00:00:00.000,2018-03-07 00:00:00.000,214.27,".65","7.92","2.63","53.70","66.75","68.78","104",2018,48
2018-03-07 00:00:00.000,2018-03-06 00:00:00.000,213.79,".65","7.98","2.65","53.70","66.90","69.03","103",2018,47
2018-03-01 00:00:00.000,2018-02-28 00:00:00.000,214.67,".65","7.98","2.65","53.70","67.48","69.60","94",2018,43
2018-02-26 00:00:00.000,2018-02-23 00:00:00.000,216.09,".65","8.02","2.67","53.70","67.71","69.95","91",2018,40
2017-07-03 00:00:00.000,2017-06-30 00:00:00.000,207.75,".65","7.81","2.60","53.70","86.93","89.92","281",2017,129
2017-06-20 00:00:00.000,2017-06-19 00:00:00.000,207.01,".65","7.77","2.59","53.70","82.89","85.60","262",2017,120
2017-05-02 00:00:00.000,2017-05-01 00:00:00.000,211.52,".65","7.88","2.62","53.70","61.21","63.67","192",2017,86
2017-03-22 00:00:00.000,2017-03-21 00:00:00.000,211.66,".65","7.92","2.63","53.70","68.72","71.37","133",2017,57
2017-03-21 00:00:00.000,2017-03-20 00:00:00.000,211.77,".65","7.88","2.62","53.70","69.07","71.60","132",2017,56
2021-12-30 00:00:00.000,2021-12-29 00:00:00.000,219.02,".65","7.96","2.65","53.50","74.02","75.63","534",2021,254
2021-12-22 00:00:00.000,2021-12-21 00:00:00.000,217.89,".65","7.91","2.63","53.50","73.78","75.71","523",2021,249
2021-10-19 00:00:00.000,2021-10-18 00:00:00.000,213.41,".65","7.83","2.60","53.50","83.82","85.64","432",2021,204
2021-10-15 00:00:00.000,2021-10-14 00:00:00.000,215.74,".65","7.83","2.61","53.50","85.56","87.42","425",2021,202
2021-10-14 00:00:00.000,2021-10-13 00:00:00.000,215.07,".65","7.90","2.63","53.50","87.06","88.86","424",2021,201
2021-10-12 00:00:00.000,2021-10-11 00:00:00.000,212.91,".65","7.89","2.62","53.50","88.42","90.16","422",2021,199
2021-10-07 00:00:00.000,2021-10-06 00:00:00.000,213.96,".65","7.82","2.60","53.50","89.81","91.82","414",2021,196
2021-10-06 00:00:00.000,2021-10-05 00:00:00.000,212.77,".65","7.81","2.60","53.50","90.47","92.34","413",2021,195
2021-10-01 00:00:00.000,2021-09-30 00:00:00.000,213.29,".65","7.84","2.61","53.50","90.62","92.74","405",2021,192
2021-09-17 00:00:00.000,2021-09-16 00:00:00.000,212.65,".65","7.82","2.60","53.50","90.45","92.55","385",2021,182
2021-09-16 00:00:00.000,2021-09-15 00:00:00.000,211.44,".65","7.81","2.60","53.50","90.39","92.51","384",2021,181
2021-09-10 00:00:00.000,2021-09-09 00:00:00.000,211.21,".65","7.80","2.60","53.50","93.51","95.66","375",2021,177
2021-08-06 00:00:00.000,2021-08-05 00:00:00.000,210.79,".65","7.79","2.59","53.50","105.36","107.63","325",2021,153
2021-08-05 00:00:00.000,2021-08-04 00:00:00.000,210.14,".65","7.74","2.57","53.50","105.87","108.15","324",2021,152
2021-07-06 00:00:00.000,2021-07-02 00:00:00.000,209.72,".65","7.70","2.56","53.50","106.39","108.46","282",2021,130
2021-06-18 00:00:00.000,2021-06-17 00:00:00.000,211.64,".65","7.74","2.57","53.50","112.01","114.17","255",2021,119
2021-06-17 00:00:00.000,2021-06-16 00:00:00.000,212.03,".65","7.77","2.58","53.50","113.04","115.22","254",2021,118
2021-06-15 00:00:00.000,2021-06-14 00:00:00.000,211.82,".65","7.79","2.59","53.50","115.58","117.41","252",2021,116
2021-06-14 00:00:00.000,2021-06-11 00:00:00.000,213,".65","7.79","2.59","53.50","115.44","117.26","251",2021,115
2021-05-28 00:00:00.000,2021-05-27 00:00:00.000,215.25,".65","7.82","2.60","53.50","107.92","109.93","225",2021,105
2021-05-24 00:00:00.000,2021-05-21 00:00:00.000,215.23,".65","7.81","2.60","53.50","105.57","107.59","221",2021,101
2021-05-17 00:00:00.000,2021-05-14 00:00:00.000,215.43,".65","7.73","2.57","53.50","106.79","108.66","211",2021,96
2021-05-10 00:00:00.000,2021-05-07 00:00:00.000,216.08,".65","7.82","2.60","53.50","104.05","106.13","201",2021,91
2021-05-03 00:00:00.000,2021-04-30 00:00:00.000,217.57,".65","7.80","2.60","53.50","102.64","104.51","191",2021,86
2021-04-30 00:00:00.000,2021-04-29 00:00:00.000,216.73,".65","7.82","2.60","53.50","102.02","103.94","185",2021,85
2021-04-22 00:00:00.000,2021-04-21 00:00:00.000,216.55,".65","7.78","2.59","53.50","101.01","103.09","174",2021,79
2021-04-20 00:00:00.000,2021-04-19 00:00:00.000,215.97,".65","7.77","2.59","53.50","99.73","101.80","172",2021,77
2021-04-19 00:00:00.000,2021-04-16 00:00:00.000,218.04,".65","7.84","2.61","53.50","99.66","101.59","171",2021,76
2021-04-16 00:00:00.000,2021-04-15 00:00:00.000,217.72,".65","7.87","2.62","53.50","99.16","101.04","165",2021,75
2021-04-09 00:00:00.000,2021-04-08 00:00:00.000,218.39,".65","7.80","2.59","53.50","96.75","98.76","155",2021,70
2021-03-30 00:00:00.000,2021-03-29 00:00:00.000,216.42,".65","7.80","2.60","53.50","93.78","95.76","142",2021,62
2021-03-29 00:00:00.000,2021-03-26 00:00:00.000,219.24,".65","7.88","2.62","53.50","93.91","95.87","141",2021,61
2021-02-19 00:00:00.000,2021-02-18 00:00:00.000,217.9,".65","7.77","2.59","53.50","76.40","78.28","85",2021,35
2021-02-12 00:00:00.000,2021-02-11 00:00:00.000,218.19,".65","7.82","2.60","53.50","72.65","74.58","75",2021,30
2021-02-11 00:00:00.000,2021-02-10 00:00:00.000,216.58,".65","7.75","2.58","53.50","71.82","73.73","74",2021,29
2021-02-03 00:00:00.000,2021-02-02 00:00:00.000,217.72,".65","7.80","2.59","53.50","68.56","70.40","63",2021,23
2020-10-13 00:00:00.000,2020-10-12 00:00:00.000,214.29,".65","7.79","2.59","53.50","75.47","77.34","422",2020,201
2020-09-29 00:00:00.000,2020-09-28 00:00:00.000,212.61,".65","7.79","2.59","53.50","73.04","74.97","402",2020,191
2020-09-24 00:00:00.000,2020-09-23 00:00:00.000,212.93,".65","7.77","2.58","53.50","70.55","72.69","394",2020,188
2020-09-18 00:00:00.000,2020-09-17 00:00:00.000,211.57,".65","7.75","2.58","53.50","66.83","69.05","385",2020,184
2020-09-14 00:00:00.000,2020-09-11 00:00:00.000,212.19,".65","7.80","2.59","53.50","63.13","65.40","381",2020,180
2020-08-19 00:00:00.000,2020-08-18 00:00:00.000,210.17,".65","7.69","2.56","53.50","56.18","58.17","343",2020,163
2020-07-31 00:00:00.000,2020-07-30 00:00:00.000,211.36,".65","7.77","2.58","53.50","54.86","57.02","315",2020,150
2020-07-30 00:00:00.000,2020-07-29 00:00:00.000,210.24,".65","7.77","2.58","53.50","54.96","57.17","314",2020,149
2020-07-23 00:00:00.000,2020-07-22 00:00:00.000,211.6,".65","7.72","2.57","53.50","54.04","56.09","304",2020,144
2020-07-21 00:00:00.000,2020-07-20 00:00:00.000,209.36,".65","7.77","2.58","53.50","54.26","56.07","302",2020,142
2020-07-10 00:00:00.000,2020-07-09 00:00:00.000,213.06,".65","7.77","2.58","53.50","49.12","51.17","285",2020,135
2020-07-09 00:00:00.000,2020-07-08 00:00:00.000,212.47,".65","7.71","2.57","53.50","49.42","51.40","284",2020,134
2020-07-08 00:00:00.000,2020-07-07 00:00:00.000,211.87,".65","7.71","2.57","53.50","49.55","51.55","283",2020,133
2020-07-07 00:00:00.000,2020-07-06 00:00:00.000,211.64,".65","7.66","2.55","53.50","49.48","51.45","282",2020,132
2020-07-01 00:00:00.000,2020-06-30 00:00:00.000,211.44,".65","7.67","2.55","53.50","49.51","51.46","273",2020,129
2020-06-25 00:00:00.000,2020-06-24 00:00:00.000,213.16,".65","7.75","2.58","53.50","50.69","52.64","264",2020,125
2020-04-06 00:00:00.000,2020-04-03 00:00:00.000,216.13,".65","7.80","2.60","53.50","56.80","58.99","151",2020,68
2020-04-02 00:00:00.000,2020-04-01 00:00:00.000,215.26,".65","7.79","2.59","53.50","62.39","64.60","144",2020,66
