date,weekly_exports,accumulated_exports,outstanding_sales,gross_sales,net_sales,total_commitment,nmy_outstanding_sales,nmy_net_sales,week_of_year,commodity,grain_year,year,indexby_year,year_grain,indexby_year_grain
2004-01-15,872373,18483443,9112738,1166265,999443,27596181,56668,0,204,Corn,2004,2004,3,2004,20
2004-01-15,924209,15654398,6535824,601292,13462,22190222,1703960,485600,204,Soybean,2004,2004,3,2004,20
2004-01-22,858217,16512615,5547905,871555,-129702,22060520,2331960,628000,214,Soybean,2004,2004,4,2004,21
2004-01-22,161,445,67520,390,-1582,67965,0,0,44,Beef,2004,2004,4,2004,21
2004-01-22,114114,1754317,1402166,80355,-4074,3156483,36307,0,214,Soybean Meal,2004,2004,4,2004,21
2004-01-22,943853,19427296,8944244,1023798,775359,28371540,56668,0,214,Corn,2004,2004,4,2004,21
2004-01-29,105781,1860098,1318157,100361,21772,3178255,68083,31776,224,Soybean Meal,2004,2004,5,2004,22
2004-01-29,52,497,67850,666,382,68347,0,0,54,Beef,2004,2004,5,2004,22
2004-01-29,801428,17314043,5114721,503425,368244,22428764,2331960,0,224,Soybean,2004,2004,5,2004,22
2004-01-29,882390,20309686,9043192,1123471,981338,29352878,56668,0,224,Corn,2004,2004,5,2004,22
2004-02-05,127,624,67824,115,101,68448,0,0,64,Beef,2004,2004,6,2004,23
2004-02-05,123686,1983784,1100724,48105,-93747,3084508,93032,24949,234,Soybean Meal,2004,2004,6,2004,23
2004-02-05,584014,17898057,4686253,310032,155546,22584310,2352160,20200,234,Soybean,2004,2004,6,2004,23
2004-02-05,753521,21063207,9441246,1442181,1151575,30504453,56668,0,234,Corn,2004,2004,6,2004,23
2004-02-12,620409,18518466,4264518,511038,198674,22782984,2363363,11203,244,Soybean,2004,2004,7,2004,24
2004-02-12,130,754,67633,98,-61,68387,0,0,74,Beef,2004,2004,7,2004,24
2004-02-12,57493,2041277,1123981,116864,80750,3165258,93030,-2,244,Soybean Meal,2004,2004,7,2004,24
2004-02-12,871817,21935024,9521766,1271841,952337,31456790,56668,0,244,Corn,2004,2004,7,2004,24
2004-02-19,587401,19105867,3672528,197521,-4589,22778395,2363363,0,254,Soybean,2004,2004,8,2004,25
2004-02-19,122895,2164172,873426,79374,-127660,3037598,94209,1179,254,Soybean Meal,2004,2004,8,2004,25
2004-02-19,996217,22931241,9512444,1155374,986895,32443685,56668,0,254,Corn,2004,2004,8,2004,25
2004-02-19,109,863,67076,100,-448,67939,0,0,84,Beef,2004,2004,8,2004,25
2004-02-26,190,1053,66544,122,-342,67597,0,0,94,Beef,2004,2004,9,2004,26
2004-02-26,613453,19719320,3031986,185250,-27089,22751306,2363363,0,264,Soybean,2004,2004,9,2004,26
2004-02-26,790609,23721850,9094352,568938,372517,32816202,66668,10000,264,Corn,2004,2004,9,2004,26
2004-02-26,98576,2262748,771445,97791,-3405,3034193,94233,24,264,Soybean Meal,2004,2004,9,2004,26
2004-03-04,180311,2443059,686744,98355,95610,3129803,94233,0,274,Soybean Meal,2004,2004,10,2004,27
2004-03-04,476204,20195524,2820119,401528,264337,23015643,2366925,3562,274,Soybean,2004,2004,10,2004,27
2004-03-04,1337795,25059645,8330156,688695,573599,33389801,66668,0,274,Corn,2004,2004,10,2004,27
2004-03-04,135,1188,65912,512,-497,67100,0,0,104,Beef,2004,2004,10,2004,27
2004-03-11,93650,2536709,626049,35203,32955,3162758,228952,134719,284,Soybean Meal,2004,2004,11,2004,28
2004-03-11,935689,25995334,8706621,1344835,1312154,34701955,66668,0,284,Corn,2004,2004,11,2004,28
2004-03-11,337729,20533253,2524772,214898,42382,23058025,2535765,168840,284,Soybean,2004,2004,11,2004,28
2004-03-11,108,1296,67134,1602,1330,68430,0,0,114,Beef,2004,2004,11,2004,28
2004-03-18,493006,21026259,2246482,265085,214716,23272741,2537265,1500,294,Soybean,2004,2004,12,2004,29
2004-03-18,83206,2619915,585615,46334,42772,3205530,228999,47,294,Soybean Meal,2004,2004,12,2004,29
2004-03-18,1032,2328,67965,2063,1863,70293,0,0,124,Beef,2004,2004,12,2004,29
2004-03-18,1067038,27062372,8829114,1588594,1189531,35891486,66668,0,294,Corn,2004,2004,12,2004,29
2004-03-25,1073857,28136229,8449453,1294958,694196,36585682,73336,6668,304,Corn,2004,2004,13,2004,30
2004-03-25,1811,4139,63552,3659,-2602,67691,0,0,134,Beef,2004,2004,13,2004,30
2004-03-25,111189,2731104,513827,39756,39401,3244931,228999,0,304,Soybean Meal,2004,2004,13,2004,30
2004-03-25,394658,21420917,2026492,306431,174668,23447409,2647265,110000,304,Soybean,2004,2004,13,2004,30
2004-04-01,110783,2841887,440655,39134,37611,3282542,233224,4225,314,Soybean Meal,2004,2004,14,2004,31
2004-04-01,215124,21636041,1913836,179240,102468,23549877,2659265,12000,314,Soybean,2004,2004,14,2004,31
2004-04-01,2072,6211,55703,3601,-5777,61914,0,0,144,Beef,2004,2004,14,2004,31
2004-04-01,717645,28853874,9050539,1427468,1318731,37904413,73336,0,314,Corn,2004,2004,14,2004,31
2004-04-08,1129603,29983477,9143641,1458017,1222705,39127118,150688,77352,324,Corn,2004,2004,15,2004,32
2004-04-08,55405,2897292,398922,92428,13672,3296214,233224,0,324,Soybean Meal,2004,2004,15,2004,32
2004-04-08,1618,7829,46194,1096,-7891,54023,0,0,154,Beef,2004,2004,15,2004,32
2004-04-08,195602,21831643,1897231,215183,178997,23728874,2959535,300270,324,Soybean,2004,2004,15,2004,32
2004-04-15,1749,9578,41136,1801,-3309,50714,0,0,164,Beef,2004,2004,16,2004,33
2004-04-15,222126,22053769,1801341,139846,126236,23855110,2987707,28172,334,Soybean,2004,2004,16,2004,33
2004-04-15,635530,30619007,9657246,1292602,1149135,40276253,278191,127503,334,Corn,2004,2004,16,2004,33
2004-04-15,36378,2933670,411024,75793,48480,3344694,233295,71,334,Soybean Meal,2004,2004,16,2004,33
2004-04-22,2813,12391,27118,5235,-11205,39509,0,0,174,Beef,2004,2004,17,2004,34
2004-04-22,66133,2999803,415048,74579,70157,3414851,233345,50,344,Soybean Meal,2004,2004,17,2004,34
2004-04-22,661254,31280261,9921438,1278175,925446,41201699,423637,145446,344,Corn,2004,2004,17,2004,34
2004-04-22,122530,22176299,1728148,96674,49337,23904447,2995715,8008,344,Soybean,2004,2004,17,2004,34
2004-04-29,179580,22355879,1675125,141419,126557,24031004,3115735,120020,354,Soybean,2004,2004,18,2004,35
2004-04-29,2977,15368,28826,5299,4685,44194,0,0,184,Beef,2004,2004,18,2004,35
2004-04-29,52045,3051848,385500,22540,22497,3437348,233484,139,354,Soybean Meal,2004,2004,18,2004,35
2004-04-29,800297,32080558,10214871,1217992,1093730,42295429,495401,71764,354,Corn,2004,2004,18,2004,35
2004-05-06,63439,3115287,337672,16817,15611,3452959,233484,0,364,Soybean Meal,2004,2004,19,2004,36
2004-05-06,238370,22594249,1403340,117407,-33415,23997589,3318471,202736,364,Soybean,2004,2004,19,2004,36
2004-05-06,3423,18791,27737,2415,2334,46528,0,0,194,Beef,2004,2004,19,2004,36
2004-05-06,1022146,33102704,9698930,838803,506205,42801634,593412,98011,364,Corn,2004,2004,19,2004,36
2004-05-13,98274,22692523,1323323,78027,18257,24015846,3358071,39600,374,Soybean,2004,2004,20,2004,37
2004-05-13,3383,22174,25266,1750,912,47440,0,0,204,Beef,2004,2004,20,2004,37
2004-05-13,29693,3144980,351540,50356,43561,3496520,233484,0,374,Soybean Meal,2004,2004,20,2004,37
2004-05-13,651264,33753968,9781132,880848,733466,43535100,645912,52500,374,Corn,2004,2004,20,2004,37
2004-05-20,1149850,34903818,9893628,1383255,1262346,44797446,761012,115100,384,Corn,2004,2004,21,2004,38
2004-05-20,81387,3226367,319770,57128,49617,3546137,272881,39397,384,Soybean Meal,2004,2004,21,2004,38
2004-05-20,2989,25163,17614,4548,-4663,42777,0,0,214,Beef,2004,2004,21,2004,38
2004-05-20,140811,22833334,1170063,54739,-12449,24003397,3361242,3171,384,Soybean,2004,2004,21,2004,38
2004-05-27,855275,35759093,9449630,674695,411277,45208723,1017591,256579,394,Corn,2004,2004,22,2004,39
2004-05-27,60667,22894001,1130261,57623,20865,24024262,3415242,54000,394,Soybean,2004,2004,22,2004,39
2004-05-27,43216,3269583,302914,49182,26360,3572497,285936,13055,394,Soybean Meal,2004,2004,22,2004,39
2004-05-27,3436,28599,21596,7747,7418,50195,0,0,224,Beef,2004,2004,22,2004,39
2004-06-03,983265,36742358,8519556,191677,53191,45261914,1060385,42794,404,Corn,2004,2004,23,2004,40
2004-06-03,24004,22918005,1110746,58946,4489,24028751,3418742,3500,404,Soybean,2004,2004,23,2004,40
2004-06-03,59466,3329049,294296,53859,50848,3623345,330571,44635,404,Soybean Meal,2004,2004,23,2004,40
2004-06-03,3233,31832,19883,2215,1520,51715,0,0,234,Beef,2004,2004,23,2004,40
2004-06-10,26263,3355312,287836,22230,19803,3643148,331130,559,414,Soybean Meal,2004,2004,24,2004,41
2004-06-10,3944,35776,13980,1858,-1959,49756,0,0,244,Beef,2004,2004,24,2004,41
2004-06-10,1020551,37762909,8093467,861583,594462,45856376,1086529,26144,414,Corn,2004,2004,24,2004,41
2004-06-10,145748,23063753,1061720,121817,96722,24125473,3425742,7000,414,Soybean,2004,2004,24,2004,41
2004-06-17,3263,39039,11995,1402,1278,51034,0,0,254,Beef,2004,2004,25,2004,42
2004-06-17,42523,3397835,272649,43395,27336,3670484,331823,693,424,Soybean Meal,2004,2004,25,2004,42
2004-06-17,222929,23286682,935055,118882,96264,24221737,3456405,30663,424,Soybean,2004,2004,25,2004,42
2004-06-17,729445,38492354,7523610,511301,159588,46015964,1275505,188976,424,Corn,2004,2004,25,2004,42
2004-06-24,800517,39292871,7533241,932019,810148,46826112,1337505,62000,434,Corn,2004,2004,26,2004,43
2004-06-24,22318,3420153,254733,9778,4402,3674886,344844,13021,434,Soybean Meal,2004,2004,26,2004,43
2004-06-24,90683,23377365,861283,27752,16911,24238648,3646305,189900,434,Soybean,2004,2004,26,2004,43
2004-06-24,3710,42749,18501,10327,10216,61250,0,0,264,Beef,2004,2004,26,2004,43
2004-07-01,135175,23512540,728610,45157,2502,24241150,3696705,50400,444,Soybean,2004,2004,27,2004,44
2004-07-01,894666,40187537,7158107,550263,519532,47345644,1351505,14000,444,Corn,2004,2004,27,2004,44
2004-07-01,32293,3452446,247132,28421,24692,3699578,347017,2173,444,Soybean Meal,2004,2004,27,2004,44
2004-07-01,3963,46712,17283,3821,2745,63995,0,0,274,Beef,2004,2004,27,2004,44
2004-07-08,1024513,41212050,6791189,839798,657595,48003239,1774815,423310,454,Corn,2004,2004,28,2004,45
2004-07-08,53681,23566221,670122,16600,-4807,24236343,3709405,12700,454,Soybean,2004,2004,28,2004,45
2004-07-08,68951,3521397,181698,34826,3517,3703095,363472,16455,454,Soybean Meal,2004,2004,28,2004,45
2004-07-08,3258,49970,16831,2907,2806,66801,0,0,284,Beef,2004,2004,28,2004,45
2004-07-15,945551,42157601,6202989,391625,357351,48360590,2093269,318454,464,Corn,2004,2004,29,2004,46
2004-07-15,54453,3575850,152388,26794,25143,3728238,386514,23042,464,Soybean Meal,2004,2004,29,2004,46
2004-07-15,3752,53722,18053,5206,4974,71775,0,0,294,Beef,2004,2004,29,2004,46
2004-07-15,69043,23635264,712692,114157,111613,24347956,3717405,8000,464,Soybean,2004,2004,29,2004,46
2004-07-22,155137,23790401,519787,29737,-37768,24310188,3885305,167900,474,Soybean,2004,2004,30,2004,47
2004-07-22,805902,42963503,5775396,728851,378309,48738899,2656756,563487,474,Corn,2004,2004,30,2004,47
2004-07-22,20710,3596560,150612,21681,18934,3747172,450056,63542,474,Soybean Meal,2004,2004,30,2004,47
2004-07-22,3660,57382,18903,4555,4510,76285,0,0,304,Beef,2004,2004,30,2004,47
2004-07-29,4967,62349,20769,7618,6833,83118,0,0,314,Beef,2004,2004,31,2004,48
2004-07-29,973177,43936680,5170106,581276,367887,49106786,3302375,645619,484,Corn,2004,2004,31,2004,48
2004-07-29,48677,23839078,535704,65228,64594,24374782,4170305,285000,484,Soybean,2004,2004,31,2004,48
2004-07-29,22394,3618954,168233,41517,40015,3787187,522732,72676,484,Soybean Meal,2004,2004,31,2004,48
2004-08-05,25360,3644314,194045,53743,51172,3838359,601396,78664,494,Soybean Meal,2004,2004,32,2004,49
2004-08-05,3929,66278,19477,3532,2637,85755,37,37,324,Beef,2004,2004,32,2004,49
2004-08-05,72920,23911998,464435,28924,1651,24376433,4400574,230269,494,Soybean,2004,2004,32,2004,49
2004-08-05,810440,44747120,4677676,535922,318010,49424796,3760719,458344,494,Corn,2004,2004,32,2004,49
2004-08-12,29105,3673419,210501,46851,45561,3883920,636629,35233,504,Soybean Meal,2004,2004,33,2004,50
2004-08-12,4623,70901,16198,1400,1344,87099,37,0,334,Beef,2004,2004,33,2004,50
2004-08-12,1046440,45793560,3861707,317894,230471,49655267,4247846,487127,504,Corn,2004,2004,33,2004,50
2004-08-12,44449,23956447,444138,38597,24152,24400585,4637122,236548,504,Soybean,2004,2004,33,2004,50
2004-08-19,976088,46769648,3019122,319756,133503,49788770,4456969,209123,514,Corn,2004,2004,34,2004,51
2004-08-19,74790,24031237,386812,23949,17464,24418049,5164647,527525,514,Soybean,2004,2004,34,2004,51
2004-08-19,3445,74346,14782,2093,2029,89128,37,0,344,Beef,2004,2004,34,2004,51
2004-08-19,26564,3699983,229765,48537,45828,3929748,651342,14713,514,Soybean Meal,2004,2004,34,2004,51
2004-08-26,3679,78025,16873,5821,5770,94898,37,0,354,Beef,2004,2004,35,2004,52
2004-08-26,63770,3763753,167945,24177,1950,3931698,722117,70775,524,Soybean Meal,2004,2004,35,2004,52
2004-08-26,934566,47704214,2177071,180695,92515,49881285,4948613,491644,524,Corn,2004,2004,35,2004,52
2004-08-26,76538,24107775,309750,2876,-524,24417525,5356804,192157,524,Soybean,2004,2004,35,2004,52
2004-09-02,483784,48187998,1633974,67963,-59313,49821972,6935893,583604,14,Corn,2005,2004,36,2005,1
2004-09-02,3258,81283,16441,3031,2826,97724,37,0,364,Beef,2005,2004,36,2005,1
2004-09-02,35933,3799686,166966,38521,34954,3966652,807875,85758,14,Soybean Meal,2005,2004,36,2005,1
2004-09-02,62983,24170758,291586,45004,44819,24462344,5967740,391652,14,Soybean,2005,2004,36,2005,1
2004-09-02,72302,72302,5967740,734238,391652,6040042,0,0,14,Soybean,2005,2004,36,2005,1
2004-09-02,230298,230298,6935893,2363451,583604,7166191,0,0,14,Corn,2005,2004,36,2005,1
2004-09-09,712992,943290,7430560,1213454,1207659,8373850,0,0,24,Corn,2005,2004,37,2005,2
2004-09-09,297335,369637,6305354,633491,634949,6674991,0,0,24,Soybean,2005,2004,37,2005,2
2004-09-09,38824,3838510,143270,19930,15128,3981780,927904,120029,24,Soybean Meal,2005,2004,37,2005,2
2004-09-09,2771,84054,15533,1916,1863,99587,37,0,374,Beef,2005,2004,37,2005,2
2004-09-16,35063,3873573,116586,15570,8379,3990159,1037334,109430,34,Soybean Meal,2005,2004,38,2005,3
2004-09-16,690923,1634213,7895973,1347006,1156336,9530186,0,0,34,Corn,2005,2004,38,2005,3
2004-09-16,3300,87354,14503,2299,2270,101857,37,0,384,Beef,2005,2004,38,2005,3
2004-09-16,93136,462773,7215406,1058752,1003188,7678179,0,0,34,Soybean,2005,2004,38,2005,3
2004-09-23,332495,795268,7638558,816522,755647,8433826,0,0,44,Soybean,2005,2004,39,2005,4
2004-09-23,1003279,2637492,7798189,910451,905495,10435681,0,0,44,Corn,2005,2004,39,2005,4
2004-09-23,33277,3906850,94598,13764,11289,4001448,1207654,170320,44,Soybean Meal,2005,2004,39,2005,4
2004-09-23,2946,90300,17861,6333,6304,108161,37,0,394,Beef,2005,2004,39,2005,4
2004-09-30,3174,93474,19551,5134,4864,113025,55,18,404,Beef,2005,2004,40,2005,5
2004-09-30,1180348,3817840,7397019,1022730,779178,11214859,0,0,54,Corn,2005,2004,40,2005,5
2004-09-30,60657,3967507,52522,18696,18581,4020029,1586834,326658,54,Soybean Meal,2005,2004,40,2005,5
2004-09-30,392519,1187787,8206497,1038949,960458,9394284,60000,60000,54,Soybean,2005,2004,40,2005,5
2004-10-07,939861,4757701,7933876,1605096,1476718,12691577,0,0,64,Corn,2005,2004,41,2005,6
2004-10-07,50096,50096,1714331,207668,177593,1764427,56392,-2393,64,Soybean Meal,2005,2004,41,2005,6
2004-10-07,3536,97010,17986,2127,1971,114996,55,0,414,Beef,2005,2004,41,2005,6
2004-10-07,493446,1681233,8693959,1044281,980908,10375192,60000,0,64,Soybean,2005,2004,41,2005,6
2004-10-14,66459,116555,1878352,242463,230480,1994907,56563,171,74,Soybean Meal,2005,2004,42,2005,7
2004-10-14,4165,101175,15181,1721,1360,116356,55,0,424,Beef,2005,2004,42,2005,7
2004-10-14,972951,2654184,8708856,1005167,987848,11363040,60000,0,74,Soybean,2005,2004,42,2005,7
2004-10-14,604009,5361710,8637969,1600501,1308102,13999679,0,0,74,Corn,2005,2004,42,2005,7
2004-10-21,1036191,3690375,8598048,996651,925383,12288423,60000,0,84,Soybean,2005,2004,43,2005,8
2004-10-21,49295,165850,2011950,203678,182893,2177800,56661,98,84,Soybean Meal,2005,2004,43,2005,8
2004-10-21,1196399,6558109,8531544,1194033,1089974,15089653,0,0,84,Corn,2005,2004,43,2005,8
2004-10-21,3173,104348,16220,4433,4212,120568,55,0,434,Beef,2005,2004,43,2005,8
2004-10-28,101070,266920,1935329,67905,24449,2202249,56189,-472,94,Soybean Meal,2005,2004,44,2005,9
2004-10-28,644934,7203043,9339726,1525528,1453116,16542769,0,0,94,Corn,2005,2004,44,2005,9
2004-10-28,3229,107577,16479,3834,3488,124056,95,40,444,Beef,2005,2004,44,2005,9
2004-10-28,1668316,5358691,7408257,617771,478525,12766948,63000,3000,94,Soybean,2005,2004,44,2005,9
2004-11-04,950837,6309528,7116447,701345,659027,13425975,63000,0,104,Soybean,2005,2004,45,2005,10
2004-11-04,1117841,8320884,9052707,1033797,830822,17373591,0,0,104,Corn,2005,2004,45,2005,10
2004-11-04,138166,405086,1942920,177301,145757,2348006,56331,142,104,Soybean Meal,2005,2004,45,2005,10
2004-11-04,3791,111368,15882,4323,3194,127250,396,301,454,Beef,2005,2004,45,2005,10
2004-11-11,1036804,9357688,8740592,838638,724689,18098280,8966,8966,114,Corn,2005,2004,46,2005,11
2004-11-11,1309920,7619448,6767023,974957,960496,14386471,63000,0,114,Soybean,2005,2004,46,2005,11
2004-11-11,4150,115518,14759,3151,3027,130277,396,0,464,Beef,2005,2004,46,2005,11
2004-11-11,115319,520405,1924814,128492,97213,2445219,56027,-304,114,Soybean Meal,2005,2004,46,2005,11
2004-11-18,3985,119503,13348,2689,2574,132851,808,412,474,Beef,2005,2004,47,2005,12
2004-11-18,900347,10258035,9141386,1372383,1301141,19399421,26747,17781,124,Corn,2005,2004,47,2005,12
2004-11-18,1318549,8937997,6785764,1407399,1337290,15723761,63000,0,124,Soybean,2005,2004,47,2005,12
2004-11-18,161054,681459,1888949,131229,125189,2570408,70978,14951,124,Soybean Meal,2005,2004,47,2005,12
2004-11-25,2881,122384,14723,4396,4256,137107,928,120,484,Beef,2005,2004,48,2005,13
2004-11-25,807349,11065384,8917066,773752,583029,19982450,26747,0,134,Corn,2005,2004,48,2005,13
2004-11-25,895998,9833995,6296841,409527,407075,16130836,63000,0,134,Soybean,2005,2004,48,2005,13
2004-11-25,188896,870355,1810603,119823,110550,2680958,70999,21,134,Soybean Meal,2005,2004,48,2005,13
2004-12-02,3498,125882,14228,3317,3003,140110,1046,118,494,Beef,2005,2004,49,2005,14
2004-12-02,214770,1085125,1678639,134270,82806,2763764,71446,447,144,Soybean Meal,2005,2004,49,2005,14
2004-12-02,1207985,12273369,8624041,1189563,914960,20897410,26747,0,144,Corn,2005,2004,49,2005,14
2004-12-02,987596,10821591,5754473,792314,445228,16576064,63000,0,144,Soybean,2005,2004,49,2005,14
2004-12-09,1147360,13420729,8113362,777945,636681,21534091,26747,0,154,Corn,2005,2004,50,2005,15
2004-12-09,830375,11651966,5779918,895633,855820,17431884,63000,0,154,Soybean,2005,2004,50,2005,15
2004-12-09,116128,1201253,1729747,172131,167236,2931000,71422,-24,154,Soybean Meal,2005,2004,50,2005,15
2004-12-09,2631,128513,13256,2090,1659,141769,1135,89,504,Beef,2005,2004,50,2005,15
2004-12-16,3667,132180,10936,1793,1347,143116,2289,1154,514,Beef,2005,2004,51,2005,16
2004-12-16,1245327,12897293,5692024,1217103,1157433,18589317,63000,0,164,Soybean,2005,2004,51,2005,16
2004-12-16,214045,1415298,1629139,118854,113437,3044437,96442,25020,164,Soybean Meal,2005,2004,51,2005,16
2004-12-16,1068951,14489680,7770206,856408,725795,22259886,26747,0,164,Corn,2005,2004,51,2005,16
2004-12-23,3941,136121,8050,1292,1055,144171,5277,2988,524,Beef,2005,2004,52,2005,17
2004-12-23,153025,1568323,1505861,103560,29747,3074184,96536,94,174,Soybean Meal,2005,2004,52,2005,17
2004-12-23,819802,13717095,5743820,1081657,871598,19460915,63000,0,174,Soybean,2005,2004,52,2005,17
2004-12-23,970829,15460509,7496320,965646,696943,22956829,26747,0,174,Corn,2005,2004,52,2005,17
2004-12-30,2237,138358,6041,565,228,144399,9046,3769,534,Beef,2005,2004,53,2005,18
2004-12-30,186527,1754850,1433007,121731,113673,3187857,96536,0,184,Soybean Meal,2005,2004,53,2005,18
2004-12-30,958952,14676047,5434024,683274,649156,20110071,63000,0,184,Soybean,2005,2004,53,2005,18
2004-12-30,952184,16412693,6974487,490478,430351,23387180,35247,8500,184,Corn,2005,2004,53,2005,18
2005-01-06,2099,2099,14953,8095,2472,17052,0,0,24,Beef,2005,2005,1,2005,19
2005-01-06,633818,17046511,6998960,827359,658291,24045471,35247,0,194,Corn,2005,2005,1,2005,19
2005-01-06,521,138879,5534,28,14,144413,14953,2472,24,Beef,2005,2005,1,2005,19
2005-01-06,807322,15483369,5692300,1087645,1065598,21175669,95000,32000,194,Soybean,2005,2005,1,2005,19
2005-01-06,84878,1839728,1418838,89149,70709,3258566,96606,70,194,Soybean Meal,2005,2005,1,2005,19
2005-01-13,129823,1969551,1393811,134172,104796,3363362,86700,-9906,204,Soybean Meal,2005,2005,2,2005,20
2005-01-13,820026,16303395,5732085,905491,859811,22035480,95000,0,204,Soybean,2005,2005,2,2005,20
2005-01-13,3483,5582,12560,5394,1090,18142,0,0,34,Beef,2005,2005,2,2005,20
2005-01-13,751676,17798187,7156473,1041869,909189,24954660,35247,0,204,Corn,2005,2005,2,2005,20
2005-01-20,2692,8274,13356,3796,3488,21630,0,0,44,Beef,2005,2005,3,2005,21
2005-01-20,1135496,17438891,5115909,543034,519320,22554800,95000,0,214,Soybean,2005,2005,3,2005,21
2005-01-20,1079629,18877816,6839617,903857,762773,25717433,35247,0,214,Corn,2005,2005,3,2005,21
2005-01-20,98435,2067986,1342455,51521,47079,3410441,86768,68,214,Soybean Meal,2005,2005,3,2005,21
2005-01-27,3978,12252,12152,2883,2774,24404,0,0,54,Beef,2005,2005,4,2005,22
2005-01-27,876697,19754513,6256798,645995,293878,26011311,35247,0,224,Corn,2005,2005,4,2005,22
2005-01-27,713241,18152132,4951174,627076,548506,23103306,95980,980,224,Soybean,2005,2005,4,2005,22
2005-01-27,117372,2185358,1319466,96125,94383,3504824,86769,1,224,Soybean Meal,2005,2005,4,2005,22
2005-02-03,3482,15734,10827,2277,2157,26561,0,0,64,Beef,2005,2005,5,2005,23
2005-02-03,508151,20262664,6744183,1091349,995536,27006847,35247,0,234,Corn,2005,2005,5,2005,23
2005-02-03,694198,18846330,4807005,625730,550029,23653335,108249,12269,234,Soybean,2005,2005,5,2005,23
2005-02-03,63725,2249083,1299707,78402,43966,3548790,86769,0,234,Soybean Meal,2005,2005,5,2005,23
2005-02-10,146282,2395365,1326905,195447,173480,3722270,88585,1816,244,Soybean Meal,2005,2005,6,2005,24
2005-02-10,3045,18779,9397,1993,1615,28176,0,0,74,Beef,2005,2005,6,2005,24
2005-02-10,761502,21024166,6768665,917239,785984,27792831,35247,0,244,Corn,2005,2005,6,2005,24
2005-02-10,798843,19645173,4387172,393173,379010,24032345,110971,2722,244,Soybean,2005,2005,6,2005,24
2005-02-17,989401,20634574,3824160,448785,426389,24458734,113693,2722,254,Soybean,2005,2005,7,2005,25
2005-02-17,682570,21706736,6996436,1055960,910341,28703172,35247,0,254,Corn,2005,2005,7,2005,25
2005-02-17,2913,21692,10409,4265,3925,32101,0,0,84,Beef,2005,2005,7,2005,25
2005-02-17,127652,2523017,1252098,78623,52845,3775115,88609,24,254,Soybean Meal,2005,2005,7,2005,25
2005-02-24,857614,22564350,6950436,879339,811614,29514786,99247,64000,264,Corn,2005,2005,8,2005,26
2005-02-24,128454,2651471,1176074,54760,52430,3827545,73679,-14930,264,Soybean Meal,2005,2005,8,2005,26
2005-02-24,3187,24879,11757,4647,4535,36636,0,0,94,Beef,2005,2005,8,2005,26
2005-02-24,770599,21405173,3691053,726869,637492,25096226,113693,0,264,Soybean,2005,2005,8,2005,26
2005-03-03,937682,23502032,6746239,981361,733485,30248271,109408,10161,274,Corn,2005,2005,9,2005,27
2005-03-03,3026,27905,10228,2240,1497,38133,0,0,104,Beef,2005,2005,9,2005,27
2005-03-03,710744,22115917,3662215,755526,681906,25778132,184293,70600,274,Soybean,2005,2005,9,2005,27
2005-03-03,213915,2865386,1083834,171364,121675,3949220,84179,10500,274,Soybean Meal,2005,2005,9,2005,27
2005-03-10,753960,24255992,7001685,1130967,1009406,31257677,110643,1235,284,Corn,2005,2005,10,2005,28
2005-03-10,2420,30325,8724,1558,916,39049,0,0,114,Beef,2005,2005,10,2005,28
2005-03-10,1048529,23164446,3240540,649531,626854,26404986,214015,29722,284,Soybean,2005,2005,10,2005,28
2005-03-10,119768,2985154,1054457,104698,90391,4039611,84179,0,284,Soybean Meal,2005,2005,10,2005,28
2005-03-17,529222,23693668,3045904,376803,334586,26739572,291737,77722,294,Soybean,2005,2005,11,2005,29
2005-03-17,637705,24893697,7290739,1021992,926759,32184436,110643,0,294,Corn,2005,2005,11,2005,29
2005-03-17,209823,3194977,994565,152923,149931,4189542,84179,0,294,Soybean Meal,2005,2005,11,2005,29
2005-03-17,3404,33729,12363,7442,7043,46092,0,0,124,Beef,2005,2005,11,2005,29
2005-03-24,554286,24247954,2789858,347344,298240,27037812,316947,25210,304,Soybean,2005,2005,12,2005,30
2005-03-24,796654,25690351,7635781,1368866,1141696,33326132,141126,30483,304,Corn,2005,2005,12,2005,30
2005-03-24,132488,3327465,1057534,195582,195457,4384999,83796,-383,304,Soybean Meal,2005,2005,12,2005,30
2005-03-24,3190,36919,12581,3607,3408,49500,0,0,134,Beef,2005,2005,12,2005,30
2005-03-31,901207,26591558,7394856,863134,660282,33986414,141126,0,314,Corn,2005,2005,13,2005,31
2005-03-31,72453,3399918,1018540,35748,33459,4418458,83796,0,314,Soybean Meal,2005,2005,13,2005,31
2005-03-31,484963,24732917,2639773,424911,334878,27372690,545567,228620,314,Soybean,2005,2005,13,2005,31
2005-03-31,3509,40428,11451,2582,2379,51879,0,0,144,Beef,2005,2005,13,2005,31
2005-04-07,299295,25032212,2459671,148522,119193,27491883,689197,143630,324,Soybean,2005,2005,14,2005,32
2005-04-07,91344,3491262,1005056,108743,77860,4496318,83881,85,324,Soybean Meal,2005,2005,14,2005,32
2005-04-07,734241,27325799,7576199,990196,915584,34901998,143031,1905,324,Corn,2005,2005,14,2005,32
2005-04-07,3890,44318,10283,2964,2722,54601,0,0,154,Beef,2005,2005,14,2005,32
2005-04-14,3335,47653,9617,3721,2669,57270,0,0,164,Beef,2005,2005,15,2005,33
