wasde_number,report_date,report_title,attribute,reliability_projection,commodity,region,market_year,proj_est_flag,annual_quarter_flag,value,unit,release_date,forecast_year,forecast_month,market_date,market_date_sort,market_year_filter,is_latest_two_dates
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Major Exporters,2025/26,Proj.,Annual,116.42,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Major Importers,2023/24,,Annual,157.15,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Major Importers,2024/25,Est.,Annual,163.91,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Major Importers,2025/26,Proj.,Annual,171.56,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Mexico,2023/24,,Annual,6.6,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Mexico,2024/25,Est.,Annual,6.74,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Mexico,2025/26,Proj.,Annual,6.89,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Paraguay,2023/24,,Annual,3.1,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Paraguay,2024/25,Est.,Annual,3.28,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Paraguay,2025/26,Proj.,Annual,3.3,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Southeast Asia,2023/24,,Annual,9.4,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Southeast Asia,2024/25,Est.,Annual,10.22,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Southeast Asia,2025/26,Proj.,Annual,11.31,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Total Foreign,2023/24,,Annual,318.25,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Total Foreign,2024/25,Est.,Annual,341.86,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",Total Foreign,2025/26,Proj.,Annual,353.05,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",United States,2023/24,,Annual,65.44,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",United States,2024/25,Est.,Annual,68.82,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",United States,2025/26,Proj.,Annual,72.05,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",World,2023/24,,Annual,383.69,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",World,2024/25,Est.,Annual,410.69,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",World,2025/26,Proj.,Annual,425.1,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",World Less China,2023/24,,Annual,261.89,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",World Less China,2024/25,Est.,Annual,283.79,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Domestic Total,,"Oilseed, Soybean",World Less China,2025/26,Proj.,Annual,292.1,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,Reliability of August Projections,Domestic Use,average,"Oilseed, Soybean",World,,,Annual,5.2,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,largest,"Oilseed, Soybean",World,,,Annual,15.9,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,smallest,"Oilseed, Soybean",World,,,Annual,0.0,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,average,"Oilseed, Soybean",United States,,,Annual,1.6,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,largest,"Oilseed, Soybean",United States,,,Annual,4.6,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,smallest,"Oilseed, Soybean",United States,,,Annual,0.0,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,average,"Oilseed, Soybean",Foreign,,,Annual,4.9,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,largest,"Oilseed, Soybean",Foreign,,,Annual,15.4,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,smallest,"Oilseed, Soybean",Foreign,,,Annual,0.6,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,below_final,"Oilseed, Soybean",Foreign,,,Annual,25.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,above_final,"Oilseed, Soybean",Foreign,,,Annual,19.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,confidence_interval,"Oilseed, Soybean",Foreign,,,Annual,6.6,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,root_mean_square_error,"Oilseed, Soybean",Foreign,,,Annual,3.9,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,root_mean_square_error,"Oilseed, Soybean",World,,,Annual,3.4,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,confidence_interval,"Oilseed, Soybean",World,,,Annual,5.7,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,above_final,"Oilseed, Soybean",World,,,Annual,18.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,below_final,"Oilseed, Soybean",World,,,Annual,26.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,above_final,"Oilseed, Soybean",United States,,,Annual,19.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,below_final,"Oilseed, Soybean",United States,,,Annual,25.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,confidence_interval,"Oilseed, Soybean",United States,,,Annual,8.0,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Domestic Use,root_mean_square_error,"Oilseed, Soybean",United States,,,Annual,4.7,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Argentina,2023/24,,Annual,24.05,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Argentina,2024/25,Est.,Annual,25.25,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Argentina,2025/26,Proj.,Annual,24.65,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Brazil,2023/24,,Annual,29.76,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Brazil,2024/25,Est.,Annual,36.11,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Brazil,2025/26,Proj.,Annual,36.96,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",China,2023/24,,Annual,43.31,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",China,2024/25,Est.,Annual,43.48,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",China,2025/26,Proj.,Annual,43.38,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",European Union,2023/24,,Annual,1.28,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",European Union,2024/25,Est.,Annual,1.88,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",European Union,2025/26,Proj.,Annual,1.89,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Major Exporters,2023/24,,Annual,54.46,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Major Exporters,2024/25,Est.,Annual,62.27,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Major Exporters,2025/26,Proj.,Annual,62.43,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Major Importers,2023/24,,Annual,46.2,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Major Importers,2024/25,Est.,Annual,47.31,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Major Importers,2025/26,Proj.,Annual,47.28,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Mexico,2023/24,,Annual,0.62,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Mexico,2024/25,Est.,Annual,0.54,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Mexico,2025/26,Proj.,Annual,0.62,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Paraguay,2023/24,,Annual,0.29,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Paraguay,2024/25,Est.,Annual,0.43,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Paraguay,2025/26,Proj.,Annual,0.45,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Southeast Asia,2023/24,,Annual,0.83,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Southeast Asia,2024/25,Est.,Annual,1.2,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Southeast Asia,2025/26,Proj.,Annual,1.2,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Total Foreign,2023/24,,Annual,105.99,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Total Foreign,2024/25,Est.,Annual,116.2,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",Total Foreign,2025/26,Proj.,Annual,117.01,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",United States,2023/24,,Annual,9.32,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",United States,2024/25,Est.,Annual,8.99,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",United States,2025/26,Proj.,Annual,7.89,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",World,2023/24,,Annual,115.31,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",World,2024/25,Est.,Annual,125.19,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",World,2025/26,Proj.,Annual,124.9,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",World Less China,2023/24,,Annual,72.0,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",World Less China,2024/25,Est.,Annual,81.71,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Ending Stocks,,"Oilseed, Soybean",World Less China,2025/26,Proj.,Annual,81.52,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,average,"Oilseed, Soybean",World,,,Annual,4.9,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,largest,"Oilseed, Soybean",World,,,Annual,23.5,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,smallest,"Oilseed, Soybean",World,,,Annual,0.1,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,average,"Oilseed, Soybean",United States,,,Annual,2.9,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,largest,"Oilseed, Soybean",United States,,,Annual,12.9,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,smallest,"Oilseed, Soybean",United States,,,Annual,0.3,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,average,"Oilseed, Soybean",Foreign,,,Annual,4.7,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,largest,"Oilseed, Soybean",Foreign,,,Annual,21.3,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,smallest,"Oilseed, Soybean",Foreign,,,Annual,0.2,Million Metric Tons,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,below_final,"Oilseed, Soybean",Foreign,,,Annual,25.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,above_final,"Oilseed, Soybean",Foreign,,,Annual,19.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,confidence_interval,"Oilseed, Soybean",Foreign,,,Annual,30.1,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,root_mean_square_error,"Oilseed, Soybean",Foreign,,,Annual,17.9,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,root_mean_square_error,"Oilseed, Soybean",World,,,Annual,15.8,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,confidence_interval,"Oilseed, Soybean",World,,,Annual,26.6,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,above_final,"Oilseed, Soybean",World,,,Annual,23.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,below_final,"Oilseed, Soybean",World,,,Annual,21.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,above_final,"Oilseed, Soybean",United States,,,Annual,28.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,below_final,"Oilseed, Soybean",United States,,,Annual,16.0,Years,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,confidence_interval,"Oilseed, Soybean",United States,,,Annual,116.0,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,Reliability of August Projections,Ending Stocks,root_mean_square_error,"Oilseed, Soybean",United States,,,Annual,68.9,Percent,2025-08-12,2025,8,August,,0,0
663,2025-08-01,U.S. Soybeans and Products Supply and Use (Domestic Measure),Ending Stocks,,"Oilseed, Soybean",United States,2023/24,,Annual,342.0,Million Bushels,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,U.S. Soybeans and Products Supply and Use (Domestic Measure),Ending Stocks,,"Oilseed, Soybean",United States,2024/25,Est.,Annual,330.0,Million Bushels,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,U.S. Soybeans and Products Supply and Use (Domestic Measure),Ending Stocks,,"Oilseed, Soybean",United States,2025/26,Proj.,Annual,290.0,Million Bushels,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Argentina,2023/24,,Annual,5.11,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Argentina,2024/25,Est.,Annual,6.1,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Argentina,2025/26,Proj.,Annual,5.8,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Brazil,2023/24,,Annual,104.17,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Brazil,2024/25,Est.,Annual,102.1,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Brazil,2025/26,Proj.,Annual,112.0,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",China,2023/24,,Annual,0.07,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",China,2024/25,Est.,Annual,0.08,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",China,2025/26,Proj.,Annual,0.1,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",European Union,2023/24,,Annual,0.25,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",European Union,2024/25,Est.,Annual,0.4,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",European Union,2025/26,Proj.,Annual,0.3,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Major Exporters,2023/24,,Annual,120.0,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Major Exporters,2024/25,Est.,Annual,118.75,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Major Exporters,2025/26,Proj.,Annual,128.4,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Major Importers,2023/24,,Annual,0.35,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Major Importers,2024/25,Est.,Annual,0.5,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Major Importers,2025/26,Proj.,Annual,0.43,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Mexico,2023/24,,Annual,0.01,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Mexico,2024/25,Est.,Annual,0.01,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Mexico,2025/26,Proj.,Annual,0.01,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Paraguay,2023/24,,Annual,7.99,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Paraguay,2024/25,Est.,Annual,6.8,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Paraguay,2025/26,Proj.,Annual,7.7,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Southeast Asia,2023/24,,Annual,0.02,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Southeast Asia,2024/25,Est.,Annual,0.01,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Southeast Asia,2025/26,Proj.,Annual,0.02,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Total Foreign,2023/24,,Annual,131.54,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Total Foreign,2024/25,Est.,Annual,130.72,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",Total Foreign,2025/26,Proj.,Annual,141.03,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",United States,2023/24,,Annual,46.27,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",United States,2024/25,Est.,Annual,51.03,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",United States,2025/26,Proj.,Annual,46.4,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",World,2023/24,,Annual,177.81,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",World,2024/25,Est.,Annual,181.75,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",World,2025/26,Proj.,Annual,187.44,Million Metric Tons,2025-08-12,2025,8,August 2025/26,202508.0,1,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",World Less China,2023/24,,Annual,177.74,Million Metric Tons,2025-08-12,2025,8,August 2023/24,202308.0,0,0
663,2025-08-01,World Soybean Supply and Use,Exports,,"Oilseed, Soybean",World Less China,2024/25,Est.,Annual,181.67,Million Metric Tons,2025-08-12,2025,8,August 2024/25,202408.0,1,0
