report_date,commodity,value,week_of_year,year,indexby_year,row_count,rankby_commodity,commodity_row_count,percent_rank_pork_column,year_offset,start_of_week,end_of_week
2016-01-26,Picnic,41.48,52,2016,17,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-27,Rib,140.2,53,2016,18,29520,710,1258,0.4356120826709062,9,2016-01-24,2016-01-29
2016-01-27,Carcass,75.77,53,2016,18,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-27,Butt,76.13,53,2016,18,29520,1231,1258,0.0214626391096979,9,2016-01-24,2016-01-29
2016-01-27,Total Loads,344.63,53,2016,18,29520,240,1258,0.809220985691574,9,2016-01-24,2016-01-29
2016-01-27,Trim,58.345333333333336,53,2016,18,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-27,Belly,122.94,53,2016,18,29520,927,1258,0.2631160572337043,9,2016-01-24,2016-01-29
2016-01-27,Picnic,39.94,53,2016,18,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-27,Ham,58.16,53,2016,18,29520,1246,1258,0.0095389507154213,9,2016-01-24,2016-01-29
2016-01-27,Loin,80.5,53,2016,18,29520,1159,1258,0.0786963434022257,9,2016-01-24,2016-01-29
2016-01-28,Loin,84.18,54,2016,19,29520,954,1258,0.2416534181240063,9,2016-01-24,2016-01-29
2016-01-28,Rib,140.55,54,2016,19,29520,705,1258,0.4395866454689983,9,2016-01-24,2016-01-29
2016-01-28,Carcass,76.93,54,2016,19,29520,1255,1258,0.0023847376788552,9,2016-01-24,2016-01-29
2016-01-28,Ham,57.43,54,2016,19,29520,1248,1258,0.0079491255961844,9,2016-01-24,2016-01-29
2016-01-28,Butt,75.84,54,2016,19,29520,1232,1258,0.0206677265500795,9,2016-01-24,2016-01-29
2016-01-28,Belly,124.74,54,2016,19,29520,886,1258,0.2957074721780603,9,2016-01-24,2016-01-29
2016-01-28,Trim,64.76733333333333,54,2016,19,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-28,Picnic,40.72,54,2016,19,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-28,Total Loads,275.0,54,2016,19,29520,862,1258,0.314785373608903,9,2016-01-24,2016-01-29
2016-01-29,Ham,58.6,55,2016,20,29520,1246,1258,0.0095389507154213,9,2016-01-24,2016-01-29
2016-01-29,Trim,61.86,55,2016,20,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-29,Butt,75.57,55,2016,20,29520,1233,1258,0.019872813990461,9,2016-01-24,2016-01-29
2016-01-29,Belly,124.56,55,2016,20,29520,892,1258,0.2909379968203497,9,2016-01-24,2016-01-29
2016-01-29,Loin,83.34,55,2016,20,29520,999,1258,0.2058823529411765,9,2016-01-24,2016-01-29
2016-01-29,Picnic,40.61,55,2016,20,29520,1259,1258,0.0,9,2016-01-24,2016-01-29
2016-01-29,Total Loads,279.07,55,2016,20,29520,823,1258,0.3457869634340222,9,2016-01-24,2016-01-29
2016-01-29,Rib,142.88,55,2016,20,29520,682,1258,0.4578696343402225,9,2016-01-24,2016-01-29
2016-01-29,Carcass,77.01,55,2016,20,29520,1255,1258,0.0023847376788552,9,2016-01-24,2016-01-29
2016-02-01,Total Loads,316.34,61,2016,21,29520,456,1258,0.6375198728139904,9,2016-01-31,2016-02-05
2016-02-01,Loin,80.99,61,2016,21,29520,1142,1258,0.0922098569157392,9,2016-01-31,2016-02-05
2016-02-01,Rib,139.5,61,2016,21,29520,717,1258,0.430047694753577,9,2016-01-31,2016-02-05
2016-02-01,Carcass,76.45,61,2016,21,29520,1258,1258,0.0,9,2016-01-31,2016-02-05
2016-02-01,Butt,75.07,61,2016,21,29520,1235,1258,0.0182829888712241,9,2016-01-31,2016-02-05
2016-02-01,Picnic,40.75,61,2016,21,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-01,Trim,61.52545454545455,61,2016,21,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-01,Ham,58.32,61,2016,21,29520,1246,1258,0.0095389507154213,9,2016-01-31,2016-02-05
2016-02-01,Belly,125.54,61,2016,21,29520,869,1258,0.3092209856915739,9,2016-01-31,2016-02-05
2016-02-02,Trim,58.84,62,2016,22,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-02,Rib,142.47,62,2016,22,29520,684,1258,0.4562798092209856,9,2016-01-31,2016-02-05
2016-02-02,Butt,75.89,62,2016,22,29520,1232,1258,0.0206677265500795,9,2016-01-31,2016-02-05
2016-02-02,Ham,60.0,62,2016,22,29520,1242,1258,0.012718600953895,9,2016-01-31,2016-02-05
2016-02-02,Loin,85.98,62,2016,22,29520,863,1258,0.3139904610492846,9,2016-01-31,2016-02-05
2016-02-02,Belly,123.8,62,2016,22,29520,907,1258,0.2790143084260731,9,2016-01-31,2016-02-05
2016-02-02,Total Loads,419.12,62,2016,22,29520,30,1258,0.9761526232114466,9,2016-01-31,2016-02-05
2016-02-02,Picnic,41.57,62,2016,22,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-02,Carcass,78.37,62,2016,22,29520,1238,1258,0.0158982511923688,9,2016-01-31,2016-02-05
2016-02-03,Picnic,41.09,63,2016,23,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-03,Rib,142.1,63,2016,23,29520,684,1258,0.4562798092209856,9,2016-01-31,2016-02-05
2016-02-03,Ham,59.35,63,2016,23,29520,1245,1258,0.0103338632750397,9,2016-01-31,2016-02-05
2016-02-03,Carcass,77.23,63,2016,23,29520,1254,1258,0.0031796502384737,9,2016-01-31,2016-02-05
2016-02-03,Total Loads,390.16,63,2016,23,29520,72,1258,0.942766295707472,9,2016-01-31,2016-02-05
2016-02-03,Butt,76.4,63,2016,23,29520,1231,1258,0.0214626391096979,9,2016-01-31,2016-02-05
2016-02-03,Belly,123.61,63,2016,23,29520,912,1258,0.2750397456279809,9,2016-01-31,2016-02-05
2016-02-03,Trim,65.81230769230768,63,2016,23,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-03,Loin,82.36,63,2016,23,29520,1068,1258,0.1510333863275039,9,2016-01-31,2016-02-05
2016-02-04,Butt,74.03,64,2016,24,29520,1238,1258,0.0158982511923688,9,2016-01-31,2016-02-05
2016-02-04,Picnic,42.51,64,2016,24,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-04,Rib,140.2,64,2016,24,29520,710,1258,0.4356120826709062,9,2016-01-31,2016-02-05
2016-02-04,Ham,57.86,64,2016,24,29520,1247,1258,0.0087440381558028,9,2016-01-31,2016-02-05
2016-02-04,Loin,80.72,64,2016,24,29520,1151,1258,0.0850556438791733,9,2016-01-31,2016-02-05
2016-02-04,Trim,61.39928571428572,64,2016,24,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-04,Carcass,76.52,64,2016,24,29520,1258,1258,0.0,9,2016-01-31,2016-02-05
2016-02-04,Total Loads,315.37,64,2016,24,29520,466,1258,0.629570747217806,9,2016-01-31,2016-02-05
2016-02-04,Belly,125.22,64,2016,24,29520,874,1258,0.3052464228934816,9,2016-01-31,2016-02-05
2016-02-05,Carcass,77.57,65,2016,25,29520,1249,1258,0.0071542130365659,9,2016-01-31,2016-02-05
2016-02-05,Trim,65.86909090909091,65,2016,25,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-05,Rib,141.61,65,2016,25,29520,689,1258,0.4523052464228934,9,2016-01-31,2016-02-05
2016-02-05,Belly,128.21,65,2016,25,29520,821,1258,0.3473767885532591,9,2016-01-31,2016-02-05
2016-02-05,Butt,75.18,65,2016,25,29520,1234,1258,0.0190779014308426,9,2016-01-31,2016-02-05
2016-02-05,Picnic,42.26,65,2016,25,29520,1259,1258,0.0,9,2016-01-31,2016-02-05
2016-02-05,Total Loads,278.86,65,2016,25,29520,824,1258,0.3449920508744037,9,2016-01-31,2016-02-05
2016-02-05,Ham,58.33,65,2016,25,29520,1246,1258,0.0095389507154213,9,2016-01-31,2016-02-05
2016-02-05,Loin,82.17,65,2016,25,29520,1079,1258,0.1422893481717011,9,2016-01-31,2016-02-05
2016-02-08,Carcass,76.96,71,2016,26,29520,1255,1258,0.0023847376788552,9,2016-02-07,2016-02-12
2016-02-08,Rib,139.71,71,2016,26,29520,716,1258,0.4308426073131955,9,2016-02-07,2016-02-12
2016-02-08,Butt,76.25,71,2016,26,29520,1231,1258,0.0214626391096979,9,2016-02-07,2016-02-12
2016-02-08,Loin,80.72,71,2016,26,29520,1151,1258,0.0850556438791733,9,2016-02-07,2016-02-12
2016-02-08,Ham,59.34,71,2016,26,29520,1245,1258,0.0103338632750397,9,2016-02-07,2016-02-12
2016-02-08,Picnic,41.23,71,2016,26,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-08,Total Loads,336.98,71,2016,26,29520,298,1258,0.7631160572337043,9,2016-02-07,2016-02-12
2016-02-08,Trim,65.05,71,2016,26,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-08,Belly,125.53,71,2016,26,29520,869,1258,0.3092209856915739,9,2016-02-07,2016-02-12
2016-02-09,Picnic,41.96,72,2016,27,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-09,Butt,75.27,72,2016,27,29520,1234,1258,0.0190779014308426,9,2016-02-07,2016-02-12
2016-02-09,Total Loads,462.04,72,2016,27,29520,5,1258,0.9960254372019078,9,2016-02-07,2016-02-12
2016-02-09,Trim,59.78999999999999,72,2016,27,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-09,Rib,142.73,72,2016,27,29520,682,1258,0.4578696343402225,9,2016-02-07,2016-02-12
2016-02-09,Loin,81.65,72,2016,27,29520,1107,1258,0.1200317965023847,9,2016-02-07,2016-02-12
2016-02-09,Ham,58.35,72,2016,27,29520,1246,1258,0.0095389507154213,9,2016-02-07,2016-02-12
2016-02-09,Belly,126.09,72,2016,27,29520,864,1258,0.3131955484896661,9,2016-02-07,2016-02-12
2016-02-09,Carcass,77.17,72,2016,27,29520,1254,1258,0.0031796502384737,9,2016-02-07,2016-02-12
2016-02-10,Belly,124.77,73,2016,28,29520,885,1258,0.2965023847376788,9,2016-02-07,2016-02-12
2016-02-10,Carcass,77.05,73,2016,28,29520,1255,1258,0.0023847376788552,9,2016-02-07,2016-02-12
2016-02-10,Butt,76.16,73,2016,28,29520,1231,1258,0.0214626391096979,9,2016-02-07,2016-02-12
2016-02-10,Ham,57.78,73,2016,28,29520,1247,1258,0.0087440381558028,9,2016-02-07,2016-02-12
2016-02-10,Picnic,40.81,73,2016,28,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-10,Loin,83.17,73,2016,28,29520,1006,1258,0.2003179650238473,9,2016-02-07,2016-02-12
2016-02-10,Rib,141.07,73,2016,28,29520,697,1258,0.4459459459459459,9,2016-02-07,2016-02-12
2016-02-10,Total Loads,452.09,73,2016,28,29520,6,1258,0.9952305246422892,9,2016-02-07,2016-02-12
2016-02-10,Trim,57.64285714285714,73,2016,28,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-11,Rib,138.36,74,2016,29,29520,730,1258,0.4197138314785373,9,2016-02-07,2016-02-12
2016-02-11,Trim,59.48111111111111,74,2016,29,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-11,Butt,73.27,74,2016,29,29520,1239,1258,0.0151033386327503,9,2016-02-07,2016-02-12
2016-02-11,Total Loads,361.95,74,2016,29,29520,154,1258,0.8775834658187599,9,2016-02-07,2016-02-12
2016-02-11,Carcass,75.52,74,2016,29,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-11,Picnic,42.38,74,2016,29,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-11,Ham,55.65,74,2016,29,29520,1253,1258,0.0039745627980921,9,2016-02-07,2016-02-12
2016-02-11,Loin,80.04,74,2016,29,29520,1177,1258,0.0643879173290937,9,2016-02-07,2016-02-12
2016-02-11,Belly,125.16,74,2016,29,29520,877,1258,0.3028616852146264,9,2016-02-07,2016-02-12
2016-02-12,Ham,56.51,75,2016,30,29520,1250,1258,0.0063593004769475,9,2016-02-07,2016-02-12
2016-02-12,Carcass,76.08,75,2016,30,29520,1258,1258,0.0,9,2016-02-07,2016-02-12
2016-02-12,Loin,79.87,75,2016,30,29520,1183,1258,0.0596184419713831,9,2016-02-07,2016-02-12
2016-02-12,Trim,65.96166666666667,75,2016,30,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-12,Total Loads,265.01,75,2016,30,29520,947,1258,0.2472178060413354,9,2016-02-07,2016-02-12
2016-02-12,Rib,139.43,75,2016,30,29520,718,1258,0.4292527821939586,9,2016-02-07,2016-02-12
2016-02-12,Butt,76.66,75,2016,30,29520,1230,1258,0.0222575516693164,9,2016-02-07,2016-02-12
2016-02-12,Picnic,41.03,75,2016,30,29520,1259,1258,0.0,9,2016-02-07,2016-02-12
2016-02-12,Belly,126.0,75,2016,30,29520,864,1258,0.3131955484896661,9,2016-02-07,2016-02-12
2016-02-15,Loin,80.72,81,2016,31,29520,1151,1258,0.0850556438791733,9,2016-02-14,2016-02-19
2016-02-15,Rib,141.26,81,2016,31,29520,691,1258,0.4507154213036566,9,2016-02-14,2016-02-19
2016-02-15,Butt,76.11,81,2016,31,29520,1231,1258,0.0214626391096979,9,2016-02-14,2016-02-19
2016-02-15,Picnic,41.83,81,2016,31,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-15,Ham,55.5,81,2016,31,29520,1253,1258,0.0039745627980921,9,2016-02-14,2016-02-19
2016-02-15,Belly,129.15,81,2016,31,29520,799,1258,0.3648648648648649,9,2016-02-14,2016-02-19
2016-02-15,Trim,65.22636363636364,81,2016,31,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-15,Total Loads,310.64,81,2016,31,29520,511,1258,0.5937996820349761,9,2016-02-14,2016-02-19
2016-02-15,Carcass,76.67,81,2016,31,29520,1257,1258,0.0007949125596183,9,2016-02-14,2016-02-19
2016-02-16,Loin,79.1,82,2016,32,29520,1211,1258,0.0373608903020667,9,2016-02-14,2016-02-19
2016-02-16,Picnic,41.93,82,2016,32,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-16,Total Loads,334.9,82,2016,32,29520,325,1258,0.7416534181240064,9,2016-02-14,2016-02-19
2016-02-16,Butt,76.35,82,2016,32,29520,1231,1258,0.0214626391096979,9,2016-02-14,2016-02-19
2016-02-16,Ham,55.79,82,2016,32,29520,1253,1258,0.0039745627980921,9,2016-02-14,2016-02-19
2016-02-16,Carcass,76.41,82,2016,32,29520,1258,1258,0.0,9,2016-02-14,2016-02-19
2016-02-16,Belly,129.28,82,2016,32,29520,798,1258,0.3656597774244833,9,2016-02-14,2016-02-19
2016-02-16,Rib,141.64,82,2016,32,29520,689,1258,0.4523052464228934,9,2016-02-14,2016-02-19
2016-02-16,Trim,61.635333333333335,82,2016,32,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-17,Belly,127.31,83,2016,33,29520,839,1258,0.3330683624801271,9,2016-02-14,2016-02-19
2016-02-17,Picnic,42.33,83,2016,33,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-17,Trim,64.854,83,2016,33,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-17,Total Loads,417.28,83,2016,33,29520,33,1258,0.9737678855325914,9,2016-02-14,2016-02-19
2016-02-17,Carcass,76.66,83,2016,33,29520,1257,1258,0.0007949125596183,9,2016-02-14,2016-02-19
2016-02-17,Butt,75.6,83,2016,33,29520,1233,1258,0.019872813990461,9,2016-02-14,2016-02-19
2016-02-17,Rib,142.74,83,2016,33,29520,682,1258,0.4578696343402225,9,2016-02-14,2016-02-19
2016-02-17,Ham,56.07,83,2016,33,29520,1252,1258,0.0047694753577106,9,2016-02-14,2016-02-19
2016-02-17,Loin,80.97,83,2016,33,29520,1142,1258,0.0922098569157392,9,2016-02-14,2016-02-19
2016-02-18,Carcass,75.48,84,2016,34,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-18,Butt,73.85,84,2016,34,29520,1238,1258,0.0158982511923688,9,2016-02-14,2016-02-19
2016-02-18,Belly,125.34,84,2016,34,29520,873,1258,0.3060413354531001,9,2016-02-14,2016-02-19
2016-02-18,Total Loads,408.92,84,2016,34,29520,51,1258,0.9594594594594594,9,2016-02-14,2016-02-19
2016-02-18,Loin,79.83,84,2016,34,29520,1185,1258,0.0580286168521462,9,2016-02-14,2016-02-19
2016-02-18,Rib,141.3,84,2016,34,29520,691,1258,0.4507154213036566,9,2016-02-14,2016-02-19
2016-02-18,Trim,60.582,84,2016,34,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-18,Ham,55.14,84,2016,34,29520,1253,1258,0.0039745627980921,9,2016-02-14,2016-02-19
2016-02-18,Picnic,42.18,84,2016,34,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-19,Butt,73.56,85,2016,35,29520,1239,1258,0.0151033386327503,9,2016-02-14,2016-02-19
2016-02-19,Carcass,74.63,85,2016,35,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-19,Picnic,40.44,85,2016,35,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-19,Rib,142.38,85,2016,35,29520,684,1258,0.4562798092209856,9,2016-02-14,2016-02-19
2016-02-19,Total Loads,304.4,85,2016,35,29520,577,1258,0.541335453100159,9,2016-02-14,2016-02-19
2016-02-19,Trim,54.990909090909085,85,2016,35,29520,1259,1258,0.0,9,2016-02-14,2016-02-19
2016-02-19,Belly,127.58,85,2016,35,29520,833,1258,0.3378378378378378,9,2016-02-14,2016-02-19
2016-02-19,Ham,54.89,85,2016,35,29520,1254,1258,0.0031796502384737,9,2016-02-14,2016-02-19
2016-02-19,Loin,76.12,85,2016,35,29520,1239,1258,0.0151033386327503,9,2016-02-14,2016-02-19
2016-02-22,Belly,125.98,91,2016,36,29520,864,1258,0.3131955484896661,9,2016-02-21,2016-02-26
2016-02-22,Total Loads,318.73,91,2016,36,29520,436,1258,0.6534181240063592,9,2016-02-21,2016-02-26
2016-02-22,Trim,53.3625,91,2016,36,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-22,Ham,56.25,91,2016,36,29520,1251,1258,0.005564387917329,9,2016-02-21,2016-02-26
2016-02-22,Rib,141.78,91,2016,36,29520,688,1258,0.4531001589825118,9,2016-02-21,2016-02-26
2016-02-22,Butt,74.94,91,2016,36,29520,1235,1258,0.0182829888712241,9,2016-02-21,2016-02-26
2016-02-22,Carcass,75.63,91,2016,36,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-22,Loin,78.26,91,2016,36,29520,1227,1258,0.0246422893481716,9,2016-02-21,2016-02-26
2016-02-22,Picnic,42.2,91,2016,36,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-23,Ham,56.09,92,2016,37,29520,1252,1258,0.0047694753577106,9,2016-02-21,2016-02-26
2016-02-23,Rib,141.73,92,2016,37,29520,688,1258,0.4531001589825118,9,2016-02-21,2016-02-26
2016-02-23,Carcass,75.68,92,2016,37,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-23,Belly,125.06,92,2016,37,29520,881,1258,0.2996820349761526,9,2016-02-21,2016-02-26
2016-02-23,Loin,79.0,92,2016,37,29520,1215,1258,0.034181240063593,9,2016-02-21,2016-02-26
2016-02-23,Butt,75.16,92,2016,37,29520,1234,1258,0.0190779014308426,9,2016-02-21,2016-02-26
2016-02-23,Picnic,43.82,92,2016,37,29520,1256,1258,0.0015898251192368,9,2016-02-21,2016-02-26
2016-02-23,Trim,60.70636363636364,92,2016,37,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-23,Total Loads,484.83,92,2016,37,29520,2,1258,0.9984101748807632,9,2016-02-21,2016-02-26
2016-02-24,Trim,59.618666666666655,93,2016,38,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-24,Loin,76.85,93,2016,38,29520,1237,1258,0.0166931637519872,9,2016-02-21,2016-02-26
2016-02-24,Total Loads,376.89,93,2016,38,29520,103,1258,0.9181240063593004,9,2016-02-21,2016-02-26
2016-02-24,Ham,54.91,93,2016,38,29520,1254,1258,0.0031796502384737,9,2016-02-21,2016-02-26
2016-02-24,Carcass,74.98,93,2016,38,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-24,Rib,142.22,93,2016,38,29520,684,1258,0.4562798092209856,9,2016-02-21,2016-02-26
2016-02-24,Picnic,42.29,93,2016,38,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-24,Belly,125.81,93,2016,38,29520,867,1258,0.3108108108108108,9,2016-02-21,2016-02-26
2016-02-24,Butt,75.73,93,2016,38,29520,1233,1258,0.019872813990461,9,2016-02-21,2016-02-26
2016-02-25,Total Loads,377.46,94,2016,39,29520,102,1258,0.9189189189189187,9,2016-02-21,2016-02-26
2016-02-25,Carcass,74.22,94,2016,39,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-25,Loin,75.56,94,2016,39,29520,1241,1258,0.0135135135135134,9,2016-02-21,2016-02-26
2016-02-25,Trim,60.72285714285714,94,2016,39,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-25,Belly,125.38,94,2016,39,29520,873,1258,0.3060413354531001,9,2016-02-21,2016-02-26
2016-02-25,Rib,141.67,94,2016,39,29520,688,1258,0.4531001589825118,9,2016-02-21,2016-02-26
2016-02-25,Ham,54.86,94,2016,39,29520,1254,1258,0.0031796502384737,9,2016-02-21,2016-02-26
2016-02-25,Butt,75.3,94,2016,39,29520,1234,1258,0.0190779014308426,9,2016-02-21,2016-02-26
2016-02-25,Picnic,40.82,94,2016,39,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-26,Rib,139.53,95,2016,40,29520,717,1258,0.430047694753577,9,2016-02-21,2016-02-26
2016-02-26,Loin,74.94,95,2016,40,29520,1245,1258,0.0103338632750397,9,2016-02-21,2016-02-26
2016-02-26,Picnic,40.34,95,2016,40,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-26,Carcass,74.12,95,2016,40,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-26,Total Loads,274.24,95,2016,40,29520,868,1258,0.3100158982511923,9,2016-02-21,2016-02-26
2016-02-26,Trim,65.29666666666667,95,2016,40,29520,1259,1258,0.0,9,2016-02-21,2016-02-26
2016-02-26,Butt,74.57,95,2016,40,29520,1236,1258,0.0174880763116057,9,2016-02-21,2016-02-26
2016-02-26,Belly,126.67,95,2016,40,29520,855,1258,0.320349761526232,9,2016-02-21,2016-02-26
2016-02-26,Ham,55.08,95,2016,40,29520,1253,1258,0.0039745627980921,9,2016-02-21,2016-02-26
2016-02-29,Ham,55.02,101,2016,41,29520,1253,1258,0.0039745627980921,9,2016-02-28,2016-03-04
2016-02-29,Trim,61.4876923076923,101,2016,41,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-02-29,Total Loads,286.86,101,2016,41,29520,750,1258,0.4038155802861684,9,2016-02-28,2016-03-04
2016-02-29,Loin,75.15,101,2016,41,29520,1244,1258,0.0111287758346582,9,2016-02-28,2016-03-04
2016-02-29,Butt,77.52,101,2016,41,29520,1228,1258,0.0238473767885533,9,2016-02-28,2016-03-04
2016-02-29,Picnic,41.17,101,2016,41,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-02-29,Belly,127.71,101,2016,41,29520,831,1258,0.3394276629570747,9,2016-02-28,2016-03-04
2016-02-29,Carcass,74.96,101,2016,41,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-02-29,Rib,141.69,101,2016,41,29520,688,1258,0.4531001589825118,9,2016-02-28,2016-03-04
2016-03-01,Trim,59.42833333333333,102,2016,42,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-01,Rib,141.17,102,2016,42,29520,696,1258,0.4467408585055644,9,2016-02-28,2016-03-04
2016-03-01,Belly,127.54,102,2016,42,29520,833,1258,0.3378378378378378,9,2016-02-28,2016-03-04
2016-03-01,Butt,78.55,102,2016,42,29520,1225,1258,0.0262321144674085,9,2016-02-28,2016-03-04
2016-03-01,Carcass,74.82,102,2016,42,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-01,Ham,55.27,102,2016,42,29520,1253,1258,0.0039745627980921,9,2016-02-28,2016-03-04
2016-03-01,Loin,75.2,102,2016,42,29520,1243,1258,0.0119236883942766,9,2016-02-28,2016-03-04
2016-03-01,Total Loads,365.9,102,2016,42,29520,139,1258,0.8895071542130366,9,2016-02-28,2016-03-04
2016-03-01,Picnic,40.11,102,2016,42,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-02,Carcass,75.76,103,2016,43,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-02,Belly,127.16,103,2016,43,29520,844,1258,0.329093799682035,9,2016-02-28,2016-03-04
2016-03-02,Total Loads,508.32,103,2016,43,29520,2,1258,0.9984101748807632,9,2016-02-28,2016-03-04
2016-03-02,Butt,78.87,103,2016,43,29520,1224,1258,0.0270270270270269,9,2016-02-28,2016-03-04
2016-03-02,Picnic,40.94,103,2016,43,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-02,Rib,143.4,103,2016,43,29520,676,1258,0.4626391096979332,9,2016-02-28,2016-03-04
2016-03-02,Loin,77.38,103,2016,43,29520,1234,1258,0.0190779014308426,9,2016-02-28,2016-03-04
2016-03-02,Ham,55.77,103,2016,43,29520,1253,1258,0.0039745627980921,9,2016-02-28,2016-03-04
2016-03-02,Trim,59.755833333333335,103,2016,43,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-03,Total Loads,306.94,104,2016,44,29520,538,1258,0.5723370429252782,9,2016-02-28,2016-03-04
2016-03-03,Loin,74.26,104,2016,44,29520,1248,1258,0.0079491255961844,9,2016-02-28,2016-03-04
2016-03-03,Belly,129.41,104,2016,44,29520,797,1258,0.3664546899841018,9,2016-02-28,2016-03-04
2016-03-03,Carcass,75.43,104,2016,44,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-03,Ham,55.4,104,2016,44,29520,1253,1258,0.0039745627980921,9,2016-02-28,2016-03-04
2016-03-03,Rib,144.2,104,2016,44,29520,661,1258,0.4745627980922098,9,2016-02-28,2016-03-04
2016-03-03,Trim,60.53428571428572,104,2016,44,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-03,Picnic,40.05,104,2016,44,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-03,Butt,80.49,104,2016,44,29520,1223,1258,0.0278219395866454,9,2016-02-28,2016-03-04
2016-03-04,Trim,63.97071428571427,105,2016,45,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-04,Picnic,38.08,105,2016,45,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
2016-03-04,Belly,129.32,105,2016,45,29520,798,1258,0.3656597774244833,9,2016-02-28,2016-03-04
2016-03-04,Rib,137.86,105,2016,45,29520,743,1258,0.4093799682034976,9,2016-02-28,2016-03-04
2016-03-04,Total Loads,296.99,105,2016,45,29520,653,1258,0.4809220985691573,9,2016-02-28,2016-03-04
2016-03-04,Ham,55.23,105,2016,45,29520,1253,1258,0.0039745627980921,9,2016-02-28,2016-03-04
2016-03-04,Butt,78.3,105,2016,45,29520,1226,1258,0.0254372019077901,9,2016-02-28,2016-03-04
2016-03-04,Loin,77.11,105,2016,45,29520,1236,1258,0.0174880763116057,9,2016-02-28,2016-03-04
2016-03-04,Carcass,75.22,105,2016,45,29520,1259,1258,0.0,9,2016-02-28,2016-03-04
