report_date,attribute,value,week_of_year,year,indexby_year,commodity_row_count_cutout,rankby_attribute
2008-06-05,Select,153.2,234,2008,111,5568,3947
2008-06-05,Choice,156.88,234,2008,111,5568,4118
2008-06-06,Select,152.75,235,2008,112,5568,3965
2008-06-06,Choice,157.37,235,2008,112,5568,4098
2008-06-09,Select,153.52,241,2008,113,5568,3935
2008-06-09,Choice,157.18,241,2008,113,5568,4109
2008-06-10,Select,153.39,242,2008,114,5568,3940
2008-06-10,Choice,157.45,242,2008,114,5568,4094
2008-06-11,Select,153.05,243,2008,115,5568,3956
2008-06-11,Choice,157.27,243,2008,115,5568,4104
2008-06-12,Select,152.47,244,2008,116,5568,3982
2008-06-12,Choice,156.8,244,2008,116,5568,4124
2008-06-13,Select,152.11,245,2008,117,5568,4003
2008-06-13,Choice,156.43,245,2008,117,5568,4143
2008-06-16,Choice,157.21,251,2008,118,5568,4108
2008-06-16,Select,151.99,251,2008,118,5568,4012
2008-06-17,Select,151.39,252,2008,119,5568,4037
2008-06-17,Choice,157.84,252,2008,119,5568,4079
2008-06-18,Choice,158.08,253,2008,120,5568,4063
2008-06-18,Select,152.18,253,2008,120,5568,3996
2008-06-19,Choice,158.38,254,2008,121,5568,4052
2008-06-19,Select,152.72,254,2008,121,5568,3967
2008-06-20,Choice,159.5,255,2008,122,5568,4018
2008-06-20,Select,153.57,255,2008,122,5568,3934
2008-06-23,Select,155.52,261,2008,123,5568,3896
2008-06-23,Choice,162.3,261,2008,123,5568,3931
2008-06-24,Select,156.72,262,2008,124,5568,3880
2008-06-24,Choice,163.55,262,2008,124,5568,3898
2008-06-25,Choice,163.7,263,2008,125,5568,3892
2008-06-25,Select,158.19,263,2008,125,5568,3858
2008-06-26,Choice,164.83,264,2008,126,5568,3861
2008-06-26,Select,159.65,264,2008,126,5568,3850
2008-06-27,Select,160.27,265,2008,127,5568,3846
2008-06-27,Choice,166.86,265,2008,127,5568,3837
2008-06-30,Select,162.07,271,2008,128,5568,3826
2008-06-30,Choice,168.91,271,2008,128,5568,3809
2008-07-01,Select,163.67,272,2008,129,5568,3818
2008-07-01,Choice,170.74,272,2008,129,5568,3782
2008-07-02,Select,164.59,273,2008,130,5568,3810
2008-07-02,Choice,171.17,273,2008,130,5568,3775
2008-07-03,Choice,171.58,274,2008,131,5568,3770
2008-07-03,Select,165.13,274,2008,131,5568,3803
2008-07-07,Select,165.61,281,2008,132,5568,3799
2008-07-07,Choice,172.64,281,2008,132,5568,3759
2008-07-08,Select,166.09,282,2008,133,5568,3794
2008-07-08,Choice,173.6,282,2008,133,5568,3738
2008-07-09,Choice,173.71,283,2008,134,5568,3736
2008-07-09,Select,166.79,283,2008,134,5568,3782
2008-07-10,Select,166.62,284,2008,135,5568,3788
2008-07-10,Choice,173.8,284,2008,135,5568,3733
2008-07-11,Choice,172.96,285,2008,136,5568,3748
2008-07-11,Select,165.64,285,2008,136,5568,3798
2008-07-14,Choice,172.68,291,2008,137,5568,3758
2008-07-14,Select,165.45,291,2008,137,5568,3801
2008-07-15,Choice,172.33,292,2008,138,5568,3764
2008-07-15,Select,164.49,292,2008,138,5568,3812
2008-07-16,Select,162.09,293,2008,139,5568,3825
2008-07-16,Choice,170.93,293,2008,139,5568,3780
2008-07-17,Select,161.34,294,2008,140,5568,3829
2008-07-17,Choice,169.67,294,2008,140,5568,3799
2008-07-18,Choice,168.26,295,2008,141,5568,3814
2008-07-18,Select,160.76,295,2008,141,5568,3836
2008-07-21,Select,159.15,301,2008,142,5568,3853
2008-07-21,Choice,167.27,301,2008,142,5568,3826
2008-07-22,Select,158.55,302,2008,143,5568,3856
2008-07-22,Choice,165.82,302,2008,143,5568,3853
2008-07-23,Select,157.87,303,2008,144,5568,3859
2008-07-23,Choice,163.59,303,2008,144,5568,3896
2008-07-24,Choice,160.38,304,2008,145,5568,3983
2008-07-24,Select,155.57,304,2008,145,5568,3895
2008-07-25,Select,152.57,305,2008,146,5568,3978
2008-07-25,Choice,158.5,305,2008,146,5568,4046
2008-07-28,Choice,158.47,311,2008,147,5568,4048
2008-07-28,Select,151.56,311,2008,147,5568,4029
2008-07-29,Choice,160.39,312,2008,148,5568,3982
2008-07-29,Select,152.2,312,2008,148,5568,3994
2008-07-30,Choice,158.52,313,2008,149,5568,4045
2008-07-30,Select,152.65,313,2008,149,5568,3970
2008-07-31,Choice,158.48,314,2008,150,5568,4047
2008-07-31,Select,151.97,314,2008,150,5568,4013
2008-08-01,Select,151.29,315,2008,151,5568,4038
2008-08-01,Choice,158.32,315,2008,151,5568,4054
2008-08-04,Choice,159.52,321,2008,152,5568,4017
2008-08-04,Select,152.15,321,2008,152,5568,4000
2008-08-05,Select,154.17,322,2008,153,5568,3917
2008-08-05,Choice,160.13,322,2008,153,5568,3992
2008-08-06,Select,154.78,323,2008,154,5568,3905
2008-08-06,Choice,160.88,323,2008,154,5568,3967
2008-08-07,Select,155.09,324,2008,155,5568,3901
2008-08-07,Choice,161.94,324,2008,155,5568,3941
2008-08-08,Select,155.77,325,2008,156,5568,3893
2008-08-08,Choice,162.22,325,2008,156,5568,3934
2008-08-11,Select,156.63,331,2008,157,5568,3881
2008-08-11,Choice,163.04,331,2008,157,5568,3912
2008-08-12,Choice,164.47,332,2008,158,5568,3869
2008-08-12,Select,157.45,332,2008,158,5568,3869
2008-08-13,Select,157.5,333,2008,159,5568,3868
2008-08-13,Choice,164.6,333,2008,159,5568,3866
2008-08-14,Select,157.72,334,2008,160,5568,3864
2008-08-14,Choice,164.84,334,2008,160,5568,3860
2008-08-15,Select,157.76,335,2008,161,5568,3863
2008-08-15,Choice,164.33,335,2008,161,5568,3873
2008-08-18,Choice,164.29,341,2008,162,5568,3875
2008-08-18,Select,157.41,341,2008,162,5568,3870
2008-08-19,Select,157.16,342,2008,163,5568,3873
2008-08-19,Choice,164.34,342,2008,163,5568,3872
2008-08-20,Select,157.04,343,2008,164,5568,3874
2008-08-20,Choice,163.09,343,2008,164,5568,3911
2008-08-21,Select,156.48,344,2008,165,5568,3884
2008-08-21,Choice,161.52,344,2008,165,5568,3951
2008-08-22,Select,155.19,345,2008,166,5568,3900
2008-08-22,Choice,160.78,345,2008,166,5568,3971
2008-08-25,Select,154.42,351,2008,167,5568,3910
2008-08-25,Choice,161.62,351,2008,167,5568,3949
2008-08-26,Choice,162.04,352,2008,168,5568,3938
2008-08-26,Select,155.31,352,2008,168,5568,3898
2008-08-27,Select,154.33,353,2008,169,5568,3912
2008-08-27,Choice,160.98,353,2008,169,5568,3965
2008-08-28,Select,153.94,354,2008,170,5568,3927
2008-08-28,Choice,160.99,354,2008,170,5568,3964
2008-08-29,Choice,160.54,355,2008,171,5568,3979
2008-08-29,Select,153.43,355,2008,171,5568,3939
2008-09-02,Choice,159.95,362,2008,172,5568,3997
2008-09-02,Select,152.17,362,2008,172,5568,3997
2008-09-03,Choice,159.56,363,2008,173,5568,4014
2008-09-03,Select,151.87,363,2008,173,5568,4020
2008-09-04,Choice,158.41,364,2008,174,5568,4050
2008-09-04,Select,152.0,364,2008,174,5568,4011
2008-09-05,Choice,158.3,365,2008,175,5568,4056
2008-09-05,Select,152.05,365,2008,175,5568,4005
2008-09-08,Choice,158.91,371,2008,176,5568,4036
2008-09-08,Select,152.03,371,2008,176,5568,4007
2008-09-09,Select,152.47,372,2008,177,5568,3982
2008-09-09,Choice,159.85,372,2008,177,5568,4002
2008-09-10,Choice,160.09,373,2008,178,5568,3993
2008-09-10,Select,153.91,373,2008,178,5568,3928
2008-09-11,Select,153.84,374,2008,179,5568,3929
2008-09-11,Choice,160.08,374,2008,179,5568,3994
2008-09-12,Select,153.61,375,2008,180,5568,3932
2008-09-12,Choice,160.57,375,2008,180,5568,3977
2008-09-15,Select,153.52,381,2008,181,5568,3935
2008-09-15,Choice,160.83,381,2008,181,5568,3970
2008-09-16,Choice,160.75,382,2008,182,5568,3973
2008-09-16,Select,154.02,382,2008,182,5568,3923
2008-09-17,Select,154.27,383,2008,183,5568,3915
2008-09-17,Choice,161.21,383,2008,183,5568,3959
2008-09-18,Select,154.33,384,2008,184,5568,3912
2008-09-18,Choice,160.77,384,2008,184,5568,3972
2008-09-19,Select,153.08,385,2008,185,5568,3952
2008-09-19,Choice,159.8,385,2008,185,5568,4006
2008-09-22,Select,151.88,391,2008,186,5568,4019
2008-09-22,Choice,159.55,391,2008,186,5568,4015
2008-09-23,Choice,160.41,392,2008,187,5568,3981
2008-09-23,Select,152.24,392,2008,187,5568,3993
2008-09-24,Choice,159.61,393,2008,188,5568,4010
2008-09-24,Select,151.96,393,2008,188,5568,4015
2008-09-25,Choice,158.0,394,2008,189,5568,4069
2008-09-25,Select,150.67,394,2008,189,5568,4054
2008-09-26,Choice,155.42,395,2008,190,5568,4184
2008-09-26,Select,149.95,395,2008,190,5568,4066
2008-09-29,Choice,155.51,401,2008,191,5568,4178
2008-09-29,Select,149.6,401,2008,191,5568,4075
2008-09-30,Select,148.46,402,2008,192,5568,4112
2008-09-30,Choice,155.4,402,2008,192,5568,4186
2008-10-01,Choice,155.0,403,2008,193,5568,4216
2008-10-01,Select,147.76,403,2008,193,5568,4134
2008-10-02,Choice,153.69,404,2008,194,5568,4302
2008-10-02,Select,147.1,404,2008,194,5568,4156
2008-10-03,Choice,152.42,405,2008,195,5568,4355
2008-10-03,Select,146.59,405,2008,195,5568,4187
2008-10-06,Choice,156.16,411,2008,196,5568,4148
2008-10-06,Select,147.01,411,2008,196,5568,4162
2008-10-07,Choice,155.06,412,2008,197,5568,4215
2008-10-07,Select,146.56,412,2008,197,5568,4190
2008-10-08,Choice,150.47,413,2008,198,5568,4443
2008-10-08,Select,144.67,413,2008,198,5568,4278
2008-10-09,Choice,150.17,414,2008,199,5568,4459
2008-10-09,Select,143.89,414,2008,199,5568,4317
2008-10-10,Select,143.24,415,2008,200,5568,4345
2008-10-10,Choice,149.51,415,2008,200,5568,4492
2008-10-13,Choice,149.08,421,2008,201,5568,4513
2008-10-13,Select,141.23,421,2008,201,5568,4429
2008-10-14,Choice,149.47,422,2008,202,5568,4495
2008-10-14,Select,139.46,422,2008,202,5568,4536
2008-10-15,Select,139.53,423,2008,203,5568,4533
2008-10-15,Choice,148.58,423,2008,203,5568,4540
2008-10-16,Select,138.2,424,2008,204,5568,4630
2008-10-16,Choice,145.61,424,2008,204,5568,4722
2008-10-17,Choice,144.49,425,2008,205,5568,4808
2008-10-17,Select,137.49,425,2008,205,5568,4681
2008-10-20,Select,138.03,431,2008,206,5568,4642
2008-10-20,Choice,145.56,431,2008,206,5568,4723
2008-10-21,Select,138.19,432,2008,207,5568,4634
2008-10-21,Choice,145.04,432,2008,207,5568,4761
2008-10-22,Choice,144.38,433,2008,208,5568,4820
2008-10-22,Select,137.56,433,2008,208,5568,4673
2008-10-23,Select,135.82,434,2008,209,5568,4829
2008-10-23,Choice,143.3,434,2008,209,5568,4907
2008-10-24,Select,135.04,435,2008,210,5568,4904
2008-10-24,Choice,141.52,435,2008,210,5568,5062
2008-10-27,Choice,141.64,441,2008,211,5568,5049
2008-10-27,Select,135.25,441,2008,211,5568,4883
2008-10-28,Select,135.41,442,2008,212,5568,4866
2008-10-28,Choice,142.95,442,2008,212,5568,4941
2008-10-29,Choice,141.71,443,2008,213,5568,5044
2008-10-29,Select,135.16,443,2008,213,5568,4894
2008-10-30,Choice,141.81,444,2008,214,5568,5037
2008-10-30,Select,135.42,444,2008,214,5568,4865
2008-10-31,Choice,142.21,445,2008,215,5568,5003
2008-10-31,Select,136.32,445,2008,215,5568,4789
2008-11-03,Choice,142.74,451,2008,216,5568,4958
2008-11-03,Select,136.92,451,2008,216,5568,4729
2008-11-04,Choice,144.71,452,2008,217,5568,4789
2008-11-04,Select,137.85,452,2008,217,5568,4651
2008-11-05,Choice,147.64,453,2008,218,5568,4603
2008-11-05,Select,140.32,453,2008,218,5568,4491
2008-11-06,Choice,149.03,454,2008,219,5568,4516
2008-11-06,Select,141.34,454,2008,219,5568,4426
2008-11-07,Choice,150.25,455,2008,220,5568,4453
2008-11-07,Select,142.5,455,2008,220,5568,4370
2008-11-10,Select,143.56,461,2008,221,5568,4329
2008-11-10,Choice,152.06,461,2008,221,5568,4370
2008-11-11,Choice,154.68,462,2008,222,5568,4234
2008-11-11,Select,144.27,462,2008,222,5568,4296
2008-11-12,Choice,157.25,463,2008,223,5568,4105
2008-11-12,Select,145.96,463,2008,223,5568,4228
2008-11-13,Choice,157.37,464,2008,224,5568,4098
2008-11-13,Select,146.49,464,2008,224,5568,4195
2008-11-14,Choice,157.02,465,2008,225,5568,4114
2008-11-14,Select,146.18,465,2008,225,5568,4216
2008-11-17,Choice,157.39,471,2008,226,5568,4097
2008-11-17,Select,146.73,471,2008,226,5568,4177
2008-11-18,Select,147.52,472,2008,227,5568,4140
2008-11-18,Choice,157.49,472,2008,227,5568,4091
2008-11-19,Choice,158.22,473,2008,228,5568,4060
2008-11-19,Select,147.87,473,2008,228,5568,4128
2008-11-20,Choice,157.79,474,2008,229,5568,4081
2008-11-20,Select,146.15,474,2008,229,5568,4218
2008-11-21,Choice,156.1,475,2008,230,5568,4151
2008-11-21,Select,145.23,475,2008,230,5568,4259
2008-11-24,Choice,154.88,481,2008,231,5568,4224
2008-11-24,Select,144.99,481,2008,231,5568,4267
2008-11-25,Select,144.01,482,2008,232,5568,4308
2008-11-25,Choice,153.94,482,2008,232,5568,4290
2008-11-26,Select,142.03,483,2008,233,5568,4394
2008-11-26,Choice,152.39,483,2008,233,5568,4356
2008-11-28,Select,140.76,485,2008,234,5568,4455
2008-11-28,Choice,151.61,485,2008,234,5568,4389
2008-12-01,Select,141.03,491,2008,235,5568,4439
2008-12-01,Choice,151.79,491,2008,235,5568,4380
2008-12-02,Select,140.66,492,2008,236,5568,4462
2008-12-02,Choice,151.41,492,2008,236,5568,4397
2008-12-03,Choice,148.75,493,2008,237,5568,4535
2008-12-03,Select,138.4,493,2008,237,5568,4619
2008-12-04,Select,137.14,494,2008,238,5568,4704
2008-12-04,Choice,145.78,494,2008,238,5568,4708
2008-12-05,Select,136.0,495,2008,239,5568,4814
2008-12-05,Choice,143.15,495,2008,239,5568,4923
2008-12-08,Choice,144.02,501,2008,240,5568,4850
2008-12-08,Select,135.01,501,2008,240,5568,4909
2008-12-09,Select,134.12,502,2008,241,5568,4987
2008-12-09,Choice,144.71,502,2008,241,5568,4789
2008-12-10,Select,133.57,503,2008,242,5568,5040
2008-12-10,Choice,144.13,503,2008,242,5568,4836
2008-12-11,Select,132.73,504,2008,243,5568,5112
2008-12-11,Choice,141.56,504,2008,243,5568,5057
2008-12-12,Select,132.39,505,2008,244,5568,5145
2008-12-12,Choice,141.22,505,2008,244,5568,5087
2008-12-15,Select,133.73,511,2008,245,5568,5020
2008-12-15,Choice,143.65,511,2008,245,5568,4876
2008-12-16,Select,134.58,512,2008,246,5568,4949
2008-12-16,Choice,144.19,512,2008,246,5568,4830
2008-12-17,Select,135.3,513,2008,247,5568,4879
2008-12-17,Choice,144.14,513,2008,247,5568,4835
2008-12-18,Select,135.07,514,2008,248,5568,4902
2008-12-18,Choice,141.55,514,2008,248,5568,5058
2008-12-19,Choice,141.89,515,2008,249,5568,5031
2008-12-19,Select,135.43,515,2008,249,5568,4864
2008-12-22,Select,135.68,521,2008,250,5568,4844
2008-12-22,Choice,144.27,521,2008,250,5568,4828
2008-12-23,Select,134.51,522,2008,251,5568,4959
2008-12-23,Choice,143.92,522,2008,251,5568,4859
2008-12-24,Select,134.6,523,2008,252,5568,4944
2008-12-24,Choice,144.46,523,2008,252,5568,4810
2008-12-29,Select,135.77,531,2008,253,5568,4831
2008-12-29,Choice,144.17,531,2008,253,5568,4831
2008-12-30,Select,135.4,532,2008,254,5568,4867
2008-12-30,Choice,143.42,532,2008,254,5568,4894
2008-12-31,Select,135.53,533,2008,255,5568,4853
2008-12-31,Choice,143.19,533,2008,255,5568,4918
2009-01-02,Choice,143.19,15,2009,1,5568,4918
2009-01-02,Select,135.5,15,2009,1,5568,4856
2009-01-05,Select,135.64,21,2009,2,5568,4846
2009-01-05,Choice,144.97,21,2009,2,5568,4765
2009-01-06,Select,136.25,22,2009,3,5568,4796
2009-01-06,Choice,144.8,22,2009,3,5568,4782
2009-01-07,Choice,143.49,23,2009,4,5568,4884
2009-01-07,Select,136.24,23,2009,4,5568,4798
2009-01-08,Choice,143.75,24,2009,5,5568,4869
2009-01-08,Select,136.76,24,2009,5,5568,4749
2009-01-09,Select,137.75,25,2009,6,5568,4658
2009-01-09,Choice,145.48,25,2009,6,5568,4730
2009-01-12,Choice,147.6,31,2009,7,5568,4608
2009-01-12,Select,139.46,31,2009,7,5568,4536
2009-01-13,Select,141.93,32,2009,8,5568,4400
2009-01-13,Choice,149.26,32,2009,8,5568,4508
2009-01-14,Select,142.81,33,2009,9,5568,4359
2009-01-14,Choice,149.9,33,2009,9,5568,4473
2009-01-15,Choice,150.75,34,2009,10,5568,4429
2009-01-15,Select,143.62,34,2009,10,5568,4326
2009-01-16,Choice,151.37,35,2009,11,5568,4400
2009-01-16,Select,144.23,35,2009,11,5568,4298
2009-01-19,Select,144.85,41,2009,12,5568,4271
2009-01-19,Choice,152.22,41,2009,12,5568,4365
2009-01-20,Select,145.67,42,2009,13,5568,4244
2009-01-20,Choice,152.97,42,2009,13,5568,4330
2009-01-21,Choice,151.75,43,2009,14,5568,4385
2009-01-21,Select,144.52,43,2009,14,5568,4284
2009-01-22,Select,143.54,44,2009,15,5568,4331
2009-01-22,Choice,149.65,44,2009,15,5568,4482
2009-01-23,Select,143.87,45,2009,16,5568,4318
2009-01-23,Choice,148.31,45,2009,16,5568,4560
2009-01-26,Choice,148.13,51,2009,17,5568,4569
2009-01-26,Select,143.55,51,2009,17,5568,4330
2009-01-27,Select,142.54,52,2009,18,5568,4369
2009-01-27,Choice,147.41,52,2009,18,5568,4617
2009-01-28,Select,140.88,53,2009,19,5568,4448
2009-01-28,Choice,146.23,53,2009,19,5568,4686
2009-01-29,Select,139.68,54,2009,20,5568,4526
2009-01-29,Choice,143.77,54,2009,20,5568,4868
2009-01-30,Choice,141.83,55,2009,21,5568,5036
2009-01-30,Select,138.9,55,2009,21,5568,4579
2009-02-02,Select,138.17,61,2009,22,5568,4636
2009-02-02,Choice,141.53,61,2009,22,5568,5061
2009-02-03,Select,137.37,62,2009,23,5568,4685
2009-02-03,Choice,141.12,62,2009,23,5568,5100
2009-02-04,Select,136.9,63,2009,24,5568,4732
2009-02-04,Choice,140.21,63,2009,24,5568,5173
2009-02-05,Choice,138.85,64,2009,25,5568,5273
2009-02-05,Select,135.34,64,2009,25,5568,4874
2009-02-06,Select,133.96,65,2009,26,5568,5003
2009-02-06,Choice,136.87,65,2009,26,5568,5351
2009-02-09,Select,134.29,71,2009,27,5568,4976
2009-02-09,Choice,136.76,71,2009,27,5568,5357
2009-02-10,Select,134.83,72,2009,28,5568,4925
2009-02-10,Choice,137.15,72,2009,28,5568,5342
2009-02-11,Select,135.2,73,2009,29,5568,4890
2009-02-11,Choice,136.42,73,2009,29,5568,5374
2009-02-12,Choice,136.12,74,2009,30,5568,5386
2009-02-12,Select,135.25,74,2009,30,5568,4883
2009-02-13,Select,134.48,75,2009,31,5568,4960
2009-02-13,Choice,135.18,75,2009,31,5568,5434
2009-02-16,Select,135.16,81,2009,32,5568,4894
2009-02-16,Choice,135.48,81,2009,32,5568,5414
2009-02-17,Select,135.12,82,2009,33,5568,4899
2009-02-17,Choice,135.71,82,2009,33,5568,5403
2009-02-18,Choice,134.86,83,2009,34,5568,5443
2009-02-18,Select,133.78,83,2009,34,5568,5017
2009-02-19,Select,133.72,84,2009,35,5568,5022
2009-02-19,Choice,134.13,84,2009,35,5568,5467
2009-02-20,Select,133.58,85,2009,36,5568,5037
2009-02-20,Choice,133.6,85,2009,36,5568,5489
2009-02-23,Choice,133.74,91,2009,37,5568,5487
2009-02-23,Select,133.83,91,2009,37,5568,5012
2009-02-24,Select,132.68,92,2009,38,5568,5120
2009-02-24,Choice,133.81,92,2009,38,5568,5484
2009-02-25,Choice,134.07,93,2009,39,5568,5474
2009-02-25,Select,131.7,93,2009,39,5568,5196
2009-02-26,Choice,132.65,94,2009,40,5568,5503
2009-02-26,Select,131.25,94,2009,40,5568,5229
2009-02-27,Select,130.55,95,2009,41,5568,5282
2009-02-27,Choice,132.21,95,2009,41,5568,5508
2009-03-02,Select,131.41,101,2009,42,5568,5215
2009-03-02,Choice,133.51,101,2009,42,5568,5491
2009-03-03,Choice,134.82,102,2009,43,5568,5447
2009-03-03,Select,132.92,102,2009,43,5568,5097
2009-03-04,Choice,135.48,103,2009,44,5568,5414
2009-03-04,Select,133.48,103,2009,44,5568,5045
2009-03-05,Choice,135.47,104,2009,45,5568,5416
2009-03-05,Select,134.12,104,2009,45,5568,4987
2009-03-06,Choice,135.06,105,2009,46,5568,5438
2009-03-06,Select,134.57,105,2009,46,5568,4953
2009-03-09,Select,134.32,111,2009,47,5568,4972
2009-03-09,Choice,135.35,111,2009,47,5568,5428
2009-03-10,Choice,135.81,112,2009,48,5568,5400
2009-03-10,Select,134.6,112,2009,48,5568,4944
2009-03-11,Choice,135.45,113,2009,49,5568,5421
2009-03-11,Select,134.88,113,2009,49,5568,4923
2009-03-12,Choice,136.02,114,2009,50,5568,5389
2009-03-12,Select,135.23,114,2009,50,5568,4887
2009-03-13,Select,135.27,115,2009,51,5568,4881
2009-03-13,Choice,135.84,115,2009,51,5568,5397
2009-03-16,Select,134.93,121,2009,52,5568,4918
2009-03-16,Choice,135.47,121,2009,52,5568,5416
2009-03-17,Choice,135.61,122,2009,53,5568,5408
2009-03-17,Select,134.52,122,2009,53,5568,4958
2009-03-18,Choice,134.34,123,2009,54,5568,5463
2009-03-18,Select,134.14,123,2009,54,5568,4984
2009-03-19,Choice,133.13,124,2009,55,5568,5496
2009-03-19,Select,133.32,124,2009,55,5568,5063
2009-03-20,Choice,133.19,125,2009,56,5568,5495
2009-03-20,Select,132.74,125,2009,56,5568,5110
2009-03-23,Select,133.62,131,2009,57,5568,5032
2009-03-23,Choice,134.89,131,2009,57,5568,5442
2009-03-24,Choice,135.47,132,2009,58,5568,5416
2009-03-24,Select,134.61,132,2009,58,5568,4941
2009-03-25,Select,134.61,133,2009,59,5568,4941
2009-03-25,Choice,135.39,133,2009,59,5568,5423
2009-03-26,Select,134.63,134,2009,60,5568,4940
2009-03-26,Choice,134.32,134,2009,60,5568,5464
2009-03-27,Select,134.17,135,2009,61,5568,4981
2009-03-27,Choice,133.58,135,2009,61,5568,5490
2009-03-30,Select,134.58,141,2009,62,5568,4949
2009-03-30,Choice,134.08,141,2009,62,5568,5472
2009-03-31,Select,136.12,142,2009,63,5568,4804
2009-03-31,Choice,134.7,142,2009,63,5568,5452
2009-04-01,Select,135.84,143,2009,64,5568,4826
2009-04-01,Choice,135.84,143,2009,64,5568,5397
2009-04-02,Choice,135.8,144,2009,65,5568,5401
2009-04-02,Select,135.18,144,2009,65,5568,4893
2009-04-03,Choice,135.58,145,2009,66,5568,5410
2009-04-03,Select,134.94,145,2009,66,5568,4914
2009-04-06,Choice,136.79,151,2009,67,5568,5355
2009-04-06,Select,135.63,151,2009,67,5568,4848
2009-04-07,Choice,137.43,152,2009,68,5568,5335
2009-04-07,Select,136.31,152,2009,68,5568,4792
2009-04-08,Choice,137.37,153,2009,69,5568,5336
2009-04-08,Select,136.8,153,2009,69,5568,4744
2009-04-09,Choice,137.96,154,2009,70,5568,5313
2009-04-09,Select,137.64,154,2009,70,5568,4668
2009-04-10,Choice,139.03,155,2009,71,5568,5259
2009-04-10,Select,138.55,155,2009,71,5568,4605
2009-04-13,Choice,140.44,161,2009,72,5568,5155
2009-04-13,Select,140.54,161,2009,72,5568,4472
2009-04-14,Choice,142.79,162,2009,73,5568,4952
2009-04-14,Select,143.07,162,2009,73,5568,4349
2009-04-15,Choice,146.51,163,2009,74,5568,4665
2009-04-15,Select,144.17,163,2009,74,5568,4300
2009-04-16,Choice,147.9,164,2009,75,5568,4583
2009-04-16,Select,145.58,164,2009,75,5568,4248
2009-04-17,Select,147.49,165,2009,76,5568,4142
2009-04-17,Choice,149.2,165,2009,76,5568,4510
2009-04-20,Select,149.57,171,2009,77,5568,4078
2009-04-20,Choice,151.44,171,2009,77,5568,4396
2009-04-21,Choice,152.96,172,2009,78,5568,4331
2009-04-21,Select,151.04,172,2009,78,5568,4048
2009-04-22,Choice,154.37,173,2009,79,5568,4259
2009-04-22,Select,151.5,173,2009,79,5568,4031
2009-04-23,Choice,153.42,174,2009,80,5568,4313
2009-04-23,Select,151.07,174,2009,80,5568,4046
2009-04-24,Select,150.08,175,2009,81,5568,4061
2009-04-24,Choice,151.94,175,2009,81,5568,4374
2009-04-27,Select,149.78,181,2009,82,5568,4071
2009-04-27,Choice,152.14,181,2009,82,5568,4368
2009-04-28,Select,149.41,182,2009,83,5568,4085
2009-04-28,Choice,152.61,182,2009,83,5568,4346
2009-04-29,Select,148.43,183,2009,84,5568,4113
2009-04-29,Choice,151.78,183,2009,84,5568,4383
2009-04-30,Choice,149.97,184,2009,85,5568,4467
2009-04-30,Select,146.96,184,2009,85,5568,4164
2009-05-01,Select,145.64,185,2009,86,5568,4246
2009-05-01,Choice,148.5,185,2009,86,5568,4548
2009-05-04,Select,145.15,191,2009,87,5568,4262
2009-05-04,Choice,148.25,191,2009,87,5568,4563
2009-05-05,Select,144.18,192,2009,88,5568,4299
2009-05-05,Choice,146.43,192,2009,88,5568,4669
2009-05-06,Select,143.32,193,2009,89,5568,4340
2009-05-06,Choice,145.69,193,2009,89,5568,4716
2009-05-07,Select,142.6,194,2009,90,5568,4367
2009-05-07,Choice,145.24,194,2009,90,5568,4749
2009-05-08,Select,142.31,195,2009,91,5568,4379
2009-05-08,Choice,144.88,195,2009,91,5568,4775
2009-05-11,Select,142.35,201,2009,92,5568,4374
2009-05-11,Choice,145.25,201,2009,92,5568,4748
2009-05-12,Choice,146.24,202,2009,93,5568,4682
2009-05-12,Select,142.95,202,2009,93,5568,4354
2009-05-13,Choice,146.18,203,2009,94,5568,4687
2009-05-13,Select,142.88,203,2009,94,5568,4358
2009-05-14,Choice,146.04,204,2009,95,5568,4693
2009-05-14,Select,142.92,204,2009,95,5568,4355
2009-05-15,Choice,146.99,205,2009,96,5568,4643
2009-05-15,Select,143.53,205,2009,96,5568,4332
2009-05-18,Choice,147.58,211,2009,97,5568,4609
2009-05-18,Select,143.02,211,2009,97,5568,4350
2009-05-19,Choice,147.52,212,2009,98,5568,4612
2009-05-19,Select,142.24,212,2009,98,5568,4385
2009-05-20,Choice,147.72,213,2009,99,5568,4598
2009-05-20,Select,142.11,213,2009,99,5568,4389
2009-05-21,Select,141.66,214,2009,100,5568,4411
2009-05-21,Choice,146.6,214,2009,100,5568,4660
2009-05-22,Select,140.5,215,2009,101,5568,4479
2009-05-22,Choice,145.73,215,2009,101,5568,4713
2009-05-26,Select,139.9,222,2009,102,5568,4512
2009-05-26,Choice,145.98,222,2009,102,5568,4695
2009-05-27,Select,139.88,223,2009,103,5568,4513
2009-05-27,Choice,146.84,223,2009,103,5568,4651
2009-05-28,Select,139.32,224,2009,104,5568,4547
2009-05-28,Choice,145.47,224,2009,104,5568,4731
2009-05-29,Choice,144.11,225,2009,105,5568,4837
2009-05-29,Select,138.54,225,2009,105,5568,4607
2009-06-01,Choice,143.2,231,2009,106,5568,4917
2009-06-01,Select,137.43,231,2009,106,5568,4683
2009-06-02,Choice,142.62,232,2009,107,5568,4971
2009-06-02,Select,136.75,232,2009,107,5568,4750
2009-06-03,Choice,142.19,233,2009,108,5568,5004
2009-06-03,Select,135.69,233,2009,108,5568,4842
2009-06-04,Choice,140.32,234,2009,109,5568,5165
